"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045296","MF","GO:0045296","cadherin binding","120/2741","297/16969",6.02855861073076e-24,5.64875941825472e-21,4.75304252572352e-21,"9973/1499/9052/3309/10397/7531/10598/829/3303/3337/4690/1968/2017/1266/10694/6286/2802/10755/5861/9748/55854/6811/55082/26135/9685/3326/9414/9689/10606/800/302/1656/26156/6709/3939/1495/51400/7082/83939/23367/3875/57410/22827/7458/10298/6282/5694/288/10190/1982/53827/22919/9208/3898/2010/3895/6624/3054/8301/1956/55379/5499/10611/2023/1500/9218/11187/10652/51100/5315/128866/27131/6642/8407/85377/4301/54862/6455/8826/6520/5902/226/5062/7529/64787/10726/27044/5339/51510/8650/8496/10528/58513/9217/5318/2011/4854/28969/29789/57175/5901/10163/9124/8607/1983/7408/3190/2810/25978/831/26130/1938/26058/5917/23499/3069/29766/5756/51031/3655",120
"GO:0007005","BP","GO:0007005","mitochondrion organization","154/2707","466/17913",8.57430220942046e-23,7.04072701424983e-20,5.92336005264325e-20,"2537/3725/3954/7157/7531/3303/2017/3320/664/201163/90580/291/51499/10063/4725/51287/90871/4717/55333/54968/55967/55669/26355/4731/11040/4694/26073/808/6648/57103/1525/4707/9650/1459/2631/56947/92609/4700/858/81858/79135/3099/6834/5534/131474/54927/9530/25813/28958/10105/10531/598/7416/4708/4718/572/9049/3308/79133/80025/3054/4720/126328/81631/25994/284184/6687/84275/4698/79680/55737/54978/26521/142/139341/8878/79568/4709/51100/54539/6993/10059/11331/79017/8834/10425/1267/51024/100287932/4702/29078/131118/3028/10075/4716/64422/282991/10245/4000/400916/4695/578/54741/137682/637/8996/10440/51300/7529/10989/64083/55186/10193/9141/55101/4710/8314/4712/4719/2730/92667/89941/2011/64216/28978/91942/84303/706/3998/4726/5018/3155/26517/10935/9776/2810/9520/4696/6721/54902/211/55744/54205/25915/7532/6742/4711/10891/10953/10971/10730/4723/80224/4715",154
"GO:0005684","CC","GO:0005684","U2-type spliceosomal complex","46/2814","76/18678",1.30686981309279e-19,1.8113215609466e-17,1.17480717934867e-17,"6936/55234/6627/6633/51362/6636/3550/10286/1665/6634/9939/51690/23658/7737/6629/23524/6635/8449/11193/5356/4809/10291/25804/10946/153527/54883/22794/51503/10262/4236/57461/6632/9775/9410/83443/10283/6631/6628/10992/988/25949/9092/10907/6637/57819/8896",46
"GO:0006415","BP","GO:0006415","translational termination","53/2707","100/17913",1.05735626053859e-18,7.59710473196974e-16,6.39144034330824e-16,"1984/118487/84545/9553/143244/65005/6182/64965/92399/54948/55173/64969/2107/51264/51649/92259/51253/51650/51069/79590/51073/84311/54998/56648/64968/219927/54460/51504/116541/128308/78988/10240/90480/11222/57129/122704/51021/28998/54148/64949/29074/64981/5018/64960/54534/55037/64432/51023/28973/65003/740/64983/51373",53
"GO:0071013","CC","GO:0071013","catalytic step 2 spliceosome","46/2814","82/18678",9.16276865542754e-18,1.05829977970188e-15,6.86403897520625e-16,"3187/10250/6627/6633/51362/6636/53938/10286/6634/9939/8899/6629/23524/6635/1655/3185/5356/10291/3192/10946/3181/4116/51503/10189/23020/3183/57461/6632/9775/9410/10283/6628/5411/10992/988/25949/9092/10569/3190/6637/57819/220988/51428/3178/8896/9416",46
"GO:0070126","BP","GO:0070126","mitochondrial translational termination","48/2707","88/17913",9.53112343992995e-18,6.0872108369686e-15,5.12116737813312e-15,"118487/84545/9553/65005/6182/64965/92399/54948/55173/64969/51264/51649/92259/51253/51650/51069/79590/51073/84311/54998/64968/219927/54460/116541/128308/78988/10240/90480/11222/57129/122704/51021/28998/54148/64949/29074/64981/5018/64960/54534/55037/64432/51023/28973/65003/740/64983/51373",48
"GO:0070125","BP","GO:0070125","mitochondrial translational elongation","47/2707","86/17913",1.88135324378218e-17,1.081401844526e-14,9.09782821256351e-15,"118487/84545/9553/65005/6182/64965/54948/55173/64969/51264/51649/92259/51253/51650/51069/79590/51073/84311/54998/64968/219927/54460/116541/128308/78988/10240/90480/11222/57129/122704/51021/28998/54148/64949/29074/64981/5018/64960/54534/55037/64432/51023/28973/65003/740/64983/51373",47
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process","98/2707","275/17913",2.11094825694007e-17,1.10306641644468e-14,9.28009214582075e-15,"3191/3315/6418/6431/10140/9589/3303/678/5702/54512/5691/23112/8125/55234/5707/2332/6651/9967/26135/6428/3842/22894/5936/5317/54623/84081/9939/5701/5690/10213/23367/5978/6093/5695/1655/1994/5706/5694/5718/9491/4686/5705/5709/11340/5720/5708/3192/8761/11187/54890/5704/7832/3181/4116/10914/5689/22916/9238/3183/5685/6829/5717/5710/7529/91746/23435/5715/6432/9475/58517/7936/10605/328/10657/79068/5696/6434/10181/5684/4928/10921/5073/3190/79066/5714/246175/5686/26058/7514/8570/6429/79171/6625/5719/3178/55795/4869/7538",98
"GO:0044455","CC","GO:0044455","mitochondrial membrane part","77/2814","199/18678",2.69742470507001e-16,2.67045045801931e-14,1.73203060009759e-14,"664/90580/1337/291/4725/90871/4717/55333/54968/55967/55669/4731/139322/4694/4707/1349/56947/92609/4700/79135/6834/54927/25813/28958/10105/4708/4718/79133/4720/622/126328/51117/6687/4698/139341/4709/54539/10651/6392/8834/51024/100287932/4702/4716/10245/400916/4695/578/637/10440/6391/23530/55847/10989/91689/55101/9377/4710/63933/4712/4719/89941/84273/84303/4726/5018/6390/51805/4696/221154/4697/55744/51566/4711/4723/1347/4715",77
"GO:0006414","BP","GO:0006414","translational elongation","57/2707","124/17913",2.65211493281804e-16,1.27036305281984e-13,1.06875578959352e-13,"1984/118487/84545/9553/143244/65005/6182/64965/54948/55173/64969/10767/51264/51649/92259/51253/51650/16/51069/79590/51073/92715/84311/54998/56648/64968/219927/54460/116541/128308/9775/78988/10240/90480/11222/57129/122704/51021/28998/54148/64949/29074/64981/10102/5018/64960/54534/55037/64432/51023/1938/28973/65003/285381/740/64983/51373",57
"GO:0022613","BP","GO:0022613","ribonucleoprotein complex biogenesis","120/2707","381/17913",3.23113132439309e-16,1.42865714250858e-13,1.20192852666088e-13,"6431/23160/3320/54512/550643/11168/10153/9277/6936/51602/6633/10728/3692/1965/28987/6636/28985/51018/22894/3326/7536/51093/8664/6634/1656/23560/96764/8662/85395/23064/55623/192669/83939/5728/55759/11137/6635/2971/25879/57472/10360/23481/10438/4686/10421/57418/22907/4809/51119/10291/114049/1207/55272/79760/11340/10658/8233/54881/10946/92856/2752/26523/8451/84769/23212/27292/23020/51504/10412/6632/55661/9775/79833/10200/84154/8996/115416/6631/91746/6628/83732/404672/10528/57109/81887/29960/26164/9092/219988/10569/472/10181/55011/10907/29889/27335/54555/5901/1983/55636/1939/6637/10480/4839/246175/6895/203228/1778/2091/54680/8665/7514/9169/26574/23378/22803/8668/9416/11171/4869",120
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","139/2741","444/16969",7.27723385373497e-16,3.40938406047483e-13,2.86876218760394e-13,"9973/1499/9052/3309/10397/7531/10598/829/3303/3337/4690/1968/2017/1266/10694/6286/2802/10755/7057/5861/9748/55854/6811/9294/55082/26135/9685/811/3326/9414/9689/1525/10606/800/302/1656/26156/4240/6709/3939/1495/51400/7082/83939/23367/3875/5034/57410/22827/7458/10298/6282/5694/288/10190/1982/53827/22919/9208/3898/2010/3895/81/6624/3054/8301/1956/102/55379/5499/10611/2023/1500/9218/11187/10652/51100/928/5315/8425/128866/27131/6642/3911/8407/85377/4301/54862/6455/8826/6520/5902/310/226/4478/5062/7529/64787/10726/27044/87/5339/51510/8650/8496/10528/58513/7077/9217/5318/5781/2011/4854/28969/29789/57175/5901/10163/9124/8607/1983/7408/3190/2810/25978/1832/831/22859/26130/1938/26058/5917/23499/3069/29766/3611/5756/51031/3655",139
"GO:0016607","CC","GO:0016607","nuclear speck","118/2814","386/18678",5.34455425697133e-15,4.62972012510141e-13,3.00279561542994e-13,"6431/9589/6239/3303/1452/10250/55234/6627/51319/80145/51362/9584/3304/6651/51747/9967/3550/84248/6427/10286/6428/5936/81669/1665/4707/57223/9320/84081/9939/5300/8899/92609/23091/55604/6729/57018/7737/6629/23524/8405/8930/11193/5356/10421/10291/55105/57187/2908/9541/51322/11325/3192/113246/91647/10946/54890/9360/26097/54883/4116/22794/6835/51503/84321/10189/5894/4301/4000/9775/6015/9410/55904/10285/2961/57459/91746/23435/58517/5411/25898/10992/79719/55660/6446/9158/57109/328/4929/6046/988/10465/79068/51371/25949/80764/9092/10973/219988/374395/10569/22985/9263/10921/27111/10482/27332/10933/80230/29107/85403/84656/84164/6429/124245/6625/1647/11176/8539",118
"GO:0000313","CC","GO:0000313","organellar ribosome","43/2814","84/18678",9.04008513872897e-15,6.26477900113917e-13,4.06328037288134e-13,"118487/84545/9553/65005/6182/64965/54948/55173/64969/51264/92259/51253/51650/51069/79590/51073/84311/64968/84769/219927/54460/116541/128308/78988/115416/11222/57129/122704/51021/28998/26164/54148/64949/29074/64981/64960/54534/51023/28973/65003/740/64983/51373",43
"GO:0005761","CC","GO:0005761","mitochondrial ribosome","43/2814","84/18678",9.04008513872897e-15,6.26477900113917e-13,4.06328037288134e-13,"118487/84545/9553/65005/6182/64965/54948/55173/64969/51264/92259/51253/51650/51069/79590/51073/84311/64968/84769/219927/54460/116541/128308/78988/115416/11222/57129/122704/51021/28998/26164/54148/64949/29074/64981/64960/54534/51023/28973/65003/740/64983/51373",43
"GO:0032543","BP","GO:0032543","mitochondrial translation","56/2707","125/17913",1.98100536299063e-15,8.13344201890724e-13,6.84266062975861e-13,"118487/84545/9553/65005/6182/64965/92399/54948/55173/64969/51264/51649/92259/28958/51253/51650/219402/51069/79590/51073/84311/54998/64968/84769/219927/54460/116541/128308/51067/78988/10240/90480/115416/11222/57129/122704/51021/28998/26164/54148/84273/64949/29074/64981/10102/5018/64960/54534/55037/64432/51023/28973/65003/740/64983/51373",56
"GO:0005759","CC","GO:0005759","mitochondrial matrix","130/2814","448/18678",1.86374633792005e-14,1.17416019288963e-12,7.61549939035274e-13,"7157/402/4357/118487/1841/10247/50808/84545/9553/5162/80347/1666/26073/65005/6648/6182/64965/38/2744/92399/54948/2926/55173/64969/5019/10295/51264/92259/11112/25828/10105/10531/598/5160/7416/441024/51110/373156/51253/51650/22907/1738/4720/622/6464/2109/3033/55379/1385/2908/51069/2108/79590/51073/26275/84311/79568/8050/3418/64968/84769/219927/54460/79586/2639/3028/2617/5859/23474/55699/116541/9238/2806/128308/79587/51067/54936/3420/78988/23479/10797/3032/90480/115416/3421/11222/57129/5163/122704/10587/25996/91689/81689/51021/29960/28998/5303/26164/23597/4719/29920/54148/64216/64949/29074/64981/5018/51805/3155/55526/10935/64960/3030/51022/54534/133686/56922/25824/51023/28973/65003/740/211/6742/10922/64983/57038/51205/51373/80224",130
"GO:0010257","BP","GO:0010257","NADH dehydrogenase complex assembly","37/2707","64/17913",4.26981948140188e-15,1.53393264869363e-12,1.29049675641844e-12,"4725/90871/4717/55967/4731/4694/4707/4700/4708/4718/79133/4720/126328/284184/4698/4709/54539/4702/29078/4716/4695/137682/51300/55101/4710/4712/4719/91942/4726/5018/4696/55744/25915/4711/4723/80224/4715",37
"GO:0032981","BP","GO:0032981","mitochondrial respiratory chain complex I assembly","37/2707","64/17913",4.26981948140188e-15,1.53393264869363e-12,1.29049675641844e-12,"4725/90871/4717/55967/4731/4694/4707/4700/4708/4718/79133/4720/126328/284184/4698/4709/54539/4702/29078/4716/4695/137682/51300/55101/4710/4712/4719/91942/4726/5018/4696/55744/25915/4711/4723/80224/4715",37
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","98/2707","298/17913",8.44524830771783e-15,2.78131478868479e-12,2.3399187157488e-12,"1499/1984/3643/6418/1452/664/118487/4609/84545/9553/28985/143244/65005/6182/64965/57132/92399/54948/55173/64969/6709/55604/84305/23064/2107/3925/51264/10269/51649/92259/27243/51253/51650/9948/92815/81631/6599/219402/51069/5499/55014/79590/6605/51073/84311/54998/56648/64968/219927/1857/54460/51504/4131/116541/126731/128308/6455/400916/78988/10240/196528/90480/11222/57129/122704/51510/57551/51021/28998/51652/10519/54148/3920/1072/11078/64949/29074/64981/5018/64960/1939/54534/25978/10241/55037/64432/5119/51023/28973/65003/740/23557/11034/29766/64983/51373/1073/50810",98
"GO:0033108","BP","GO:0033108","mitochondrial respiratory chain complex assembly","44/2707","87/17913",8.70975403554735e-15,2.78131478868479e-12,2.3399187157488e-12,"10063/4725/51287/90871/4717/55967/4731/4694/4707/4700/6834/25813/28958/4708/4718/79133/4720/126328/284184/84275/4698/4709/54539/4702/29078/4716/4695/137682/51300/55101/4710/4712/4719/91942/4726/5018/4696/54902/55744/25915/4711/4723/80224/4715",44
"GO:0022411","BP","GO:0022411","cellular component disassembly","140/2707","492/17913",1.24906002126489e-14,3.69579007316533e-12,3.10926630702149e-12,"1499/1984/3643/5048/6418/7157/11240/1452/10904/2017/664/118487/7076/824/4609/6811/84545/9553/28985/143244/65005/57103/6182/64965/57132/92399/54948/1459/55173/64969/6709/55604/84305/23064/2107/3925/51264/81858/10269/3099/51649/92259/27243/7416/51253/51650/9948/6624/3005/102/92815/81631/64147/6599/23399/219402/51069/5499/55014/79590/6605/51073/139341/84311/54998/1515/8878/56648/1676/780/64968/10059/219927/1857/54460/51024/51504/4131/116541/4241/1514/400410/126731/128308/6455/400916/78988/10240/196528/90480/11222/57129/122704/1471/51510/55201/10193/57551/51021/28998/51652/7077/10519/3836/54148/3920/1072/2011/22985/11078/823/64949/706/29074/64981/5018/64960/1939/54534/25978/3837/10241/81565/6721/55037/64432/5119/51023/28973/2113/65003/740/23557/11034/29766/64983/10891/51373/1073/50810",140
"GO:0140053","BP","GO:0140053","mitochondrial gene expression","61/2707","148/17913",1.28593948266017e-14,3.69579007316533e-12,3.10926630702149e-12,"118487/84545/9553/65005/6182/64965/92399/54948/55173/64969/51264/51649/92259/28958/51253/51650/219402/84275/51069/79590/51073/84311/54998/64968/84769/219927/54460/3028/116541/9238/128308/400916/51067/78988/10240/90480/115416/11222/57129/122704/51021/28998/26164/54148/84273/64216/64949/29074/64981/10102/5018/64960/54534/55037/64432/51023/28973/65003/740/64983/51373",61
"GO:0070469","CC","GO:0070469","respiratory chain","43/2814","88/18678",7.56085018433986e-14,4.19524317653384e-12,2.72099770088851e-12,"1337/4725/90871/4717/55967/4731/4694/4707/1349/4700/6834/4708/4718/4720/126328/25994/4698/107075310/4709/54539/6392/4702/4716/4695/6391/23530/192286/55101/9377/4710/4712/4719/4726/5018/6390/4696/54902/4697/54205/4711/4723/1347/4715",43
"GO:0071005","CC","GO:0071005","U2-type precatalytic spliceosome","30/2814","48/18678",8.47523874047241e-14,4.19524317653384e-12,2.72099770088851e-12,"55234/6627/6633/6636/3550/6634/51690/23658/7737/6629/23524/6635/8449/11193/4809/10291/25804/10946/153527/10262/4236/6632/83443/10283/6628/10992/9092/10907/6637/57819",30
"GO:0071011","CC","GO:0071011","precatalytic spliceosome","30/2814","48/18678",8.47523874047241e-14,4.19524317653384e-12,2.72099770088851e-12,"55234/6627/6633/6636/3550/6634/51690/23658/7737/6629/23524/6635/8449/11193/4809/10291/25804/10946/153527/10262/4236/6632/83443/10283/6628/10992/9092/10907/6637/57819",30
"GO:0043618","BP","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","50/2707","109/17913",1.97790757177642e-14,5.41381558217659e-12,4.55464029310318e-12,"3309/3725/7157/1958/22933/3303/3337/4690/112399/5702/5691/5707/1649/5701/8440/5690/10213/7428/5695/5706/5694/5718/9491/5705/5709/25994/5720/8453/54583/5708/22926/5704/84181/5689/10370/9978/6872/5685/5717/467/5710/5715/4582/5696/5684/405/5714/5686/5719/7009",50
"GO:0006402","BP","GO:0006402","mRNA catabolic process","106/2707","338/17913",2.43735692697434e-14,6.36814891647659e-12,5.35752044139719e-12,"9125/3315/6418/10140/3303/678/5702/54512/550643/55149/5691/23112/255967/8125/55110/6204/5707/3304/2332/9967/26135/3842/22894/5317/2935/9939/1656/5701/51690/23658/84305/192669/10767/5690/2107/10213/6741/23367/115024/6093/5695/1655/57472/1994/5706/5694/5718/55629/9491/4686/5705/5709/25804/11340/80349/5720/5708/3192/8761/11187/54890/5704/26523/7832/4116/22794/5689/22916/9238/3183/9775/5685/5717/5710/6050/7529/23435/5715/9475/9887/10605/328/79068/5696/219988/472/5684/10921/5073/53918/79066/5714/6235/246175/57819/5686/26058/7514/8570/5515/6144/5719/55795/4869/6146/7538",106
"GO:0051169","BP","GO:0051169","nuclear transport","97/2707","305/17913",1.19260737438799e-13,2.98048138607921e-11,2.50747747274071e-11,"1984/9631/6431/7157/7531/11261/11214/5530/347/11168/10250/8125/55110/51319/80145/6633/51362/6636/26263/84248/3429/6427/6428/3842/811/5936/6634/9939/129138/6741/9688/5784/6635/4763/10628/64328/51501/4686/2010/79760/53371/1959/57187/754/54890/9818/3839/26097/3181/4116/22794/1026/4193/11331/10204/84321/10189/10553/22916/10762/4000/5903/6632/9775/79833/1894/55612/91746/23435/3840/6628/6432/56943/9887/10657/7295/10569/5494/5781/11142/84934/23534/4928/5901/11260/10921/10482/2810/6637/55339/3837/29107/7514/6429/3178/55705/4869",97
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport","96/2707","302/17913",1.64889565038352e-13,3.94910508266854e-11,3.32238009555347e-11,"1984/9631/6431/7157/7531/11261/11214/5530/347/10250/8125/55110/51319/80145/6633/51362/6636/26263/84248/3429/6427/6428/3842/811/5936/6634/9939/129138/6741/9688/5784/6635/4763/10628/64328/51501/4686/2010/79760/53371/1959/57187/754/54890/9818/3839/26097/3181/4116/22794/1026/4193/11331/10204/84321/10189/10553/22916/10762/4000/5903/6632/9775/79833/1894/55612/91746/23435/3840/6628/6432/56943/9887/10657/7295/10569/5494/5781/11142/84934/23534/4928/5901/11260/10921/10482/2810/6637/55339/3837/29107/7514/6429/3178/55705/4869",96
