"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001558","BP","GO:0001558","regulation of cell growth","52/1146","396/17913",6.15945137072139e-07,0.000216115684734738,0.00018896963045479,"53335/694/1029/55602/1382/1410/1906/2931/1839/3303/3304/3486/3487/3490/8425/55384/92304/6446/23677/51193/23394/56994/2539/118813/23327/54617/3611/136319/4722/5058/8835/9037/64061/9175/80736/10276/84162/8877/3872/91/8548/50618/23011/2810/4323/54512/1946/1457/8692/11007/51083/51330",52
"GO:0006984","BP","GO:0006984","ER-nucleus signaling pathway","14/1146","46/17913",6.16070576290773e-07,0.000216115684734738,0.00018896963045479,"10551/467/3576/1649/9709/3309/3638/10018/23645/468/51141/1965/4690/84919",14
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","45/1146","322/17913",6.23770496636728e-07,0.000216115684734738,0.00018896963045479,"56999/10551/1029/4680/1499/2192/3037/3397/3691/23189/4739/5328/5613/6385/4070/7057/1012/10979/10018/4763/6239/8394/3685/3611/1308/87/91663/22998/51144/11078/5747/80005/3688/4289/4323/2316/7414/1946/1942/26515/8826/3675/2633/395/51330",45
"GO:0051384","BP","GO:0051384","response to glucocorticoid","26/1146","139/17913",6.70181820848967e-07,0.000217683432684505,0.00019034045530296,"374/836/9076/1843/1906/1978/54206/114907/2353/2354/8061/3490/5743/7356/7538/677/678/8837/5176/10018/2908/218/3485/2309/687/5978",26
"GO:0003712","MF","GO:0003712","transcription coregulator activity","64/1145","494/16969",3.4670648926771e-07,0.00028464602768879,0.000262402069245772,"57492/84159/171023/467/8553/694/10370/1499/55827/1649/3337/2274/3303/3399/3400/3725/3726/135112/3084/26471/6659/2005/5784/5977/4212/7029/79365/1022/7994/4793/87/79039/25937/163732/10409/9439/1387/133746/4335/7536/6942/23613/23210/7050/79718/84193/23558/9139/5927/64324/219541/4084/23429/4601/85441/23286/7543/8692/473/10765/8204/114803/57658/24148",64
"GO:0019210","MF","GO:0019210","kinase inhibitor activity","17/1145","64/16969",7.37083034565356e-07,0.000302572585689079,0.000278927737817101,"836/1029/3315/10221/1030/51527/25998/200734/7453/9021/5611/5576/84152/4690/2810/11261/8692",17
"GO:0004860","MF","GO:0004860","protein kinase inhibitor activity","16/1145","60/16969",1.47000515905829e-06,0.000402291411862287,0.000370853933109794,"836/1029/3315/10221/1030/51527/25998/200734/9021/5611/5576/84152/4690/2810/11261/8692",16
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity","39/1146","272/17913",1.82164014207035e-06,0.000538000842727988,0.00047042314656365,"836/1029/1843/1849/54206/1647/4616/2931/3315/113791/6317/7538/10221/1030/84313/51527/4763/3611/25998/25937/5525/84335/80824/200734/7453/9021/5611/1846/5576/79893/10114/84152/4690/9052/2810/11261/7013/8692/11072",39
"GO:0006469","BP","GO:0006469","negative regulation of protein kinase activity","34/1146","222/17913",1.86338563961974e-06,0.000538000842727988,0.00047042314656365,"836/1029/1843/1849/54206/1647/4616/3315/6317/10221/1030/84313/51527/4763/3611/25998/25937/84335/80824/200734/7453/9021/5611/1846/5576/79893/10114/84152/4690/9052/2810/11261/8692/11072",34
"GO:0071383","BP","GO:0071383","cellular response to steroid hormone stimulus","36/1146","243/17913",2.08433153346116e-06,0.000568671584049276,0.000497241369685087,"8644/1499/1906/1978/54206/114907/2274/4824/4929/7538/677/678/9125/8837/5176/10018/2908/1022/2649/65992/79039/5058/9575/11057/29966/142/23558/2309/9975/81606/476/56937/687/5978/8204/57658",36
"GO:0034976","BP","GO:0034976","response to endoplasmic reticulum stress","37/1146","254/17913",2.2754242167484e-06,0.000568671584049276,0.000497241369685087,"10551/467/1191/10488/3576/1649/55033/2931/9709/3303/3309/3725/26471/5366/7057/23753/4189/10018/160418/23645/468/65992/6400/58477/64061/2081/5611/10106/1965/4690/84919/26232/26608/6745/54431/9217/7873",37
"GO:0033673","BP","GO:0033673","negative regulation of kinase activity","36/1146","244/17913",2.29788402251969e-06,0.000568671584049276,0.000497241369685087,"836/1029/1843/1849/54206/1647/4616/3315/113791/6317/10221/1030/84313/51527/4763/3611/25998/25937/5525/84335/80824/200734/7453/9021/5611/1846/5576/79893/10114/84152/4690/9052/2810/11261/8692/11072",36
"GO:0071384","BP","GO:0071384","cellular response to corticosteroid stimulus","15/1146","58/17913",2.46223799730231e-06,0.000581647766908188,0.000508587628437995,"8644/1906/1978/54206/114907/7538/677/678/8837/5176/10018/2908/2309/687/5978",15
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","50/1146","397/17913",3.42104896260497e-06,0.000773008324289479,0.000675911595952661,"467/27113/1191/10488/1499/1649/50486/2931/9709/3303/3304/3315/4824/4929/26471/5329/5366/5743/7057/7078/8837/10105/10018/53832/6648/4763/7029/3685/5599/2260/51024/6672/4722/4170/10059/3622/2730/9141/4335/142/4690/2810/2537/8575/6934/10116/1457/8692/51330/6810",50
"GO:0071385","BP","GO:0071385","cellular response to glucocorticoid stimulus","14/1146","54/17913",5.14730028140808e-06,0.00111460498176991,0.000974600671703451,"1906/1978/54206/114907/7538/677/678/8837/5176/10018/2908/2309/687/5978",14
"GO:0032993","CC","GO:0032993","protein-DNA complex","28/1168","187/18678",1.49850260320702e-05,0.00148601508151363,0.00123560740966193,"1108/1499/1649/2353/3005/8971/3006/8334/3012/8347/3017/8349/26471/8339/79991/7994/27339/988/2963/3727/5813/142/5927/6934/8364/5814/7013/5356",28
"GO:0001666","BP","GO:0001666","response to hypoxia","45/1146","354/17913",8.20219608080408e-06,0.00163981903629484,0.00143384316451491,"481/836/10370/1365/1410/1906/1958/1978/29923/4609/4824/4929/5327/5328/5366/5743/7057/677/8837/4763/10397/6649/5719/650/51024/5058/10059/54583/4194/218/1387/7428/3778/54890/112399/4323/26608/2309/84069/139341/5707/5701/5978/5718/3163",45
"GO:0036293","BP","GO:0036293","response to decreased oxygen levels","46/1146","365/17913",8.20382815925836e-06,0.00163981903629484,0.00143384316451491,"481/836/10370/1365/1410/1906/1958/1978/29923/4609/4824/4929/5327/5328/5366/5743/7057/677/8837/4763/10397/6649/5719/468/650/51024/5058/10059/54583/4194/218/1387/7428/3778/54890/112399/4323/26608/2309/84069/139341/5707/5701/5978/5718/3163",46
"GO:0072001","BP","GO:0072001","renal system development","39/1146","291/17913",9.47264313688652e-06,0.00180320293831859,0.00157670459368691,"231/84159/1499/1958/3037/3280/3248/3398/3399/3691/4609/4824/4953/5613/6385/6659/4070/8837/5176/6662/10018/5017/8879/4763/3611/2260/650/5154/25937/79191/4774/10409/29927/10269/23210/8826/3675/3570/8692",39
"GO:0043558","BP","GO:0043558","regulation of translational initiation in response to stress","7/1146","14/17913",9.92167622791465e-06,0.00180320293831859,0.00157670459368691,"27102/23645/468/5611/1965/4690/84919",7
"GO:0001655","BP","GO:0001655","urogenital system development","42/1146","324/17913",1.00621291535961e-05,0.00180320293831859,0.00157670459368691,"231/84159/1499/1958/3037/3280/3248/3398/3399/3400/3691/4609/4824/4953/5613/6385/6659/4070/3371/8837/5176/6662/10018/5017/8879/4763/3611/2260/650/5154/25937/79191/4774/10409/29927/10269/23210/10116/8826/3675/3570/8692",42
"GO:1900024","BP","GO:1900024","regulation of substrate adhesion-dependent cell spreading","13/1146","51/17913",1.36251237584258e-05,0.00236032560575129,0.00206384769351313,"2192/3037/23189/4739/4070/6239/91663/11078/5747/80005/2316/1946/2633",13
"GO:0001822","BP","GO:0001822","kidney development","37/1146","276/17913",1.58063171455397e-05,0.00264822219860601,0.0023155819108964,"231/84159/1499/1958/3037/3280/3248/3398/3399/4609/4824/4953/5613/6385/6659/4070/8837/5176/6662/10018/5017/8879/4763/3611/2260/650/5154/25937/79191/10409/29927/10269/23210/8826/3675/3570/8692",37
"GO:1905897","BP","GO:1905897","regulation of response to endoplasmic reticulum stress","17/1146","83/17913",1.63061593910703e-05,0.00264822219860601,0.0023155819108964,"10551/1191/10488/1649/9709/3303/3309/26471/5366/4189/10018/23645/2081/5611/4690/84919/7873",17
"GO:0097193","BP","GO:0097193","intrinsic apoptotic signaling pathway","37/1146","277/17913",1.71457985510812e-05,0.00270020348696876,0.00236103388660343,"27113/836/1191/10488/1545/1649/9709/3303/3315/4824/26471/5329/5366/5743/10105/10018/53832/6648/51527/23645/23378/57600/468/7132/51024/4722/4170/10059/3622/10494/142/4690/2810/2537/8575/204851/54431",37
"GO:1901216","BP","GO:1901216","positive regulation of neuron death","18/1146","93/17913",2.09966557290684e-05,0.00320940058305789,0.00280627129357239,"836/1191/1499/1649/22943/1958/2353/3725/26471/10018/4763/468/51024/4170/142/1965/2309/5978",18
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","33/1146","239/17913",2.44444305329586e-05,0.00362964872799389,0.00317373252964759,"10370/9076/1906/2353/9518/3248/3303/3309/3397/3725/8425/58495/7057/677/678/8837/6662/1030/10979/2908/6885/3622/1387/5494/9141/142/5747/27122/56937/3675/463/57045/8692",33
"GO:0034446","BP","GO:0034446","substrate adhesion-dependent cell spreading","17/1146","86/17913",2.65545799864075e-05,0.00383344867192666,0.00335193338600354,"2192/3037/23189/4739/4070/10979/6239/3685/3611/91663/11078/5747/80005/2316/1946/1942/2633",17
"GO:0007050","BP","GO:0007050","cell cycle arrest","32/1146","231/17913",3.02170676914613e-05,0.00424427299439255,0.00371115451561987,"7832/1029/3576/1649/1843/1647/3398/4609/4824/10769/6659/7057/9125/1030/5325/7029/23645/23378/3611/1022/580/4194/2081/5494/133746/10670/2810/3276/6934/87178/463/9238",32
"GO:0006979","BP","GO:0006979","response to oxidative stress","51/1146","442/17913",3.15430820046797e-05,0.00431393150469265,0.00377206329679231,"8644/374/836/1410/1499/1545/1843/1906/2353/8061/2878/3303/3304/3315/3725/23135/135112/4929/5743/388/7356/10628/8837/10105/2539/6648/51527/2110/6649/5599/468/4170/54583/7168/4700/10494/2730/50506/10276/8877/142/1965/84919/4323/23657/2309/8575/87178/8692/6810/5978",51
"GO:0045296","MF","GO:0045296","cadherin binding","40/1145","297/16969",2.2154004660627e-05,0.00454710945659369,0.00419177088183968,"800/23607/1499/3337/1983/8971/3303/3309/2011/1012/6286/6642/55082/54505/6520/10397/11135/10606/23164/8727/28969/51429/30844/471/22837/4430/6811/4690/9052/2810/3688/2316/7414/11252/8826/23367/26136/5917/114793/9217",40
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","32/1146","233/17913",3.5906293538091e-05,0.00478474378249894,0.00418373736043019,"10370/9076/1906/2353/9518/3248/3303/3309/3397/3725/8425/58495/7057/677/678/8837/6662/1030/10979/2908/6885/3622/1387/5494/9141/142/5747/27122/56937/3675/57045/8692",32
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","51/1146","446/17913",4.00358028872027e-05,0.00520165169011981,0.00454827792273826,"56999/9590/84159/1545/1906/9982/2752/3037/1839/3315/3397/3725/23189/91862/58495/10769/5613/5743/388/6273/6385/374969/4070/7057/7076/1012/5176/6662/5646/6286/8879/4763/6239/8394/3611/2260/55333/9530/6672/5058/9037/1947/91/284361/5747/80005/3688/10512/1942/3675/8692",51
"GO:0070482","BP","GO:0070482","response to oxygen levels","46/1146","389/17913",4.17297313002241e-05,0.0052894978918845,0.00462508985938555,"481/836/10370/1365/1410/1906/1958/1978/29923/4609/4824/4929/5327/5328/5366/5743/7057/677/8837/4763/10397/6649/5719/468/650/51024/5058/10059/54583/4194/218/1387/7428/3778/54890/112399/4323/26608/2309/84069/139341/5707/5701/5978/5718/3163",46
"GO:0097201","BP","GO:0097201","negative regulation of transcription from RNA polymerase II promoter in response to stress","6/1146","12/17913",4.47366043661943e-05,0.00552629422743292,0.00483214246677292,"10370/3337/3303/3725/7428/4690",6
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","49/1146","425/17913",4.57245818317521e-05,0.00552629422743292,0.00483214246677292,"374/2683/1499/54206/2152/9982/2752/3037/3280/3397/3398/3486/3487/3725/91862/4609/4824/26471/58495/5613/130367/4070/7057/7538/677/1012/8837/5176/6662/3851/1030/4763/6239/60485/2260/55333/650/9037/4781/2081/5813/1992/284361/2810/4323/26160/6934/687/10765",49
"GO:0071774","BP","GO:0071774","response to fibroblast growth factor","23/1146","145/17913",4.75220936100718e-05,0.00561300728389871,0.00490796359126028,"1499/3576/9982/3187/9592/7356/7057/3371/7538/677/678/2260/5434/988/7072/200734/2963/2730/5436/5431/8826/8692/10765",23
"GO:0016055","BP","GO:0016055","Wnt signaling pathway","55/1146","498/17913",5.30640681444456e-05,0.00612831026992631,0.00535853993402507,"1499/1649/22943/1958/2931/3487/3489/23189/2011/4929/27303/57674/6659/7090/7091/9559/81847/6662/1642/1452/10979/23002/51527/5719/3611/23168/1173/6885/6468/11197/650/5530/25937/1455/27327/9037/57447/5494/3485/79718/2309/23112/219771/27122/8323/6934/5707/163/1457/3675/5701/192669/5718/57658/79705",55
"GO:0006397","BP","GO:0006397","mRNA processing","55/1146","499/17913",5.60355577903462e-05,0.00614538742172504,0.00537347204350425,"902/10212/3187/29890/6428/80145/9589/677/29896/2965/8189/55234/51503/151987/10421/57703/5511/1022/580/7936/255967/5434/27339/5546/988/51585/7072/8458/55147/2963/55149/2081/11052/11051/153527/10658/7536/23210/54890/5436/9406/26993/84271/5431/9410/87178/55421/5930/91603/5978/4236/5356/24148/9238/22984",55
"GO:1901655","BP","GO:1901655","cellular response to ketone","17/1146","91/17913",5.6635077282159e-05,0.00614538742172504,0.00537347204350425,"231/1646/8644/1978/54206/114907/3371/8837/5176/4478/196/2908/988/2309/1946/23367/687",17
"GO:0008544","BP","GO:0008544","epidermis development","51/1146","452/17913",5.67593989306911e-05,0.00614538742172504,0.00537347204350425,"8644/1382/1499/22943/2012/54206/10468/3280/3643/3861/3866/25984/3852/83896/58495/5266/10628/7538/677/23086/6662/3851/23022/8502/4763/60485/3860/8394/823/1475/3909/2260/1308/5154/79152/10555/80736/1825/11078/10269/3872/3880/91/2810/26160/3855/8323/1824/4664/51083/114803",51
"GO:0198738","BP","GO:0198738","cell-cell signaling by wnt","55/1146","500/17913",5.9158875735421e-05,0.00627446279993843,0.0054863344049369,"1499/1649/22943/1958/2931/3487/3489/23189/2011/4929/27303/57674/6659/7090/7091/9559/81847/6662/1642/1452/10979/23002/51527/5719/3611/23168/1173/6885/6468/11197/650/5530/25937/1455/27327/9037/57447/5494/3485/79718/2309/23112/219771/27122/8323/6934/5707/163/1457/3675/5701/192669/5718/57658/79705",55
"GO:2001235","BP","GO:2001235","positive regulation of apoptotic signaling pathway","26/1146","178/17913",6.69173897835491e-05,0.00695539349410209,0.00608173414095961,"467/27113/1649/50486/2931/4824/26471/5329/5366/7057/7078/10105/10018/53832/4763/7029/5599/51024/4170/10059/9141/4690/2810/8575/8692/51330",26
"GO:0043555","BP","GO:0043555","regulation of translation in response to stress","7/1146","18/17913",7.33014122639263e-05,0.00732591229876202,0.0064057124846836,"27102/23645/468/5611/1965/4690/84919",7
"GO:1902644","BP","GO:1902644","tertiary alcohol metabolic process","7/1146","18/17913",7.33014122639263e-05,0.00732591229876202,0.0064057124846836,"231/1645/1646/8644/650/27122/5978",7
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process","35/1146","275/17913",7.83859543211442e-05,0.00768626046428276,0.00672079771210287,"7832/3303/3315/29890/7356/6428/9589/7538/677/678/55234/57703/5719/8021/580/11340/7936/27339/7072/11052/11051/23210/54890/54512/23112/10140/84069/87178/79048/5707/23367/5701/5978/5718/9238",35
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","28/1146","201/17913",8.39547141220399e-05,0.00807986387578225,0.00706496103050382,"10551/1029/4680/2192/3037/23189/4739/5328/6385/4070/7057/1012/4763/6239/3611/91663/22998/51144/11078/5747/80005/4323/2316/1946/8826/3675/2633/395",28
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","29/1146","213/17913",9.57653131139801e-05,0.00904895149551553,0.00791232261651774,"467/836/50486/2931/3303/3304/5366/7057/7078/8837/10018/4763/3685/2260/7132/6672/4170/2730/91/2537/2309/2065/6934/204851/10116/3570/8692/51330/6810",29
"GO:0019838","MF","GO:0019838","growth factor binding","21/1145","121/16969",5.54241367819466e-05,0.00910064325959563,0.00838946407288834,"1843/9982/3486/3489/3490/3643/3691/8425/7057/3685/2260/5154/51232/3485/91/64285/2065/57045/7850/3570/8692",21
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","52/1145","444/16969",7.06739363733517e-05,0.00967055029375362,0.00891483513200699,"800/23607/1499/3337/667/1983/8971/3303/3309/8425/2011/3084/7057/1012/7103/6286/4478/6642/55082/54505/6520/10397/11135/3685/3611/10606/23164/8727/87/28969/5818/51429/30844/471/22837/4430/6811/4690/9052/2810/3688/4323/2316/7414/11252/8826/3675/23367/26136/5917/114793/9217",52
"GO:0034248","BP","GO:0034248","regulation of cellular amide metabolic process","50/1146","452/17913",0.000109982631302157,0.00994960604605415,0.00869984693615056,"7832/836/1191/1978/1983/2931/3315/27303/6659/6949/7057/7538/677/678/27102/9221/55037/54505/6610/23645/84881/136319/468/7132/25983/8550/7072/27327/5166/2886/5611/5813/10658/8877/3872/1965/4690/84919/23657/2309/84271/23112/10140/84069/1942/23367/54931/22868/192669/23173",50
"GO:2001242","BP","GO:2001242","regulation of intrinsic apoptotic signaling pathway","24/1146","163/17913",0.000110670174155693,0.00994960604605415,0.00869984693615056,"27113/1191/10488/1649/9709/3303/3315/4824/26471/5329/5366/5743/10105/10018/53832/6648/51024/4722/4170/10059/3622/142/4690/8575",24
"GO:1900101","BP","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","8/1146","25/17913",0.000111040436919596,0.00994960604605415,0.00869984693615056,"10551/3309/4189/10018/23645/2081/4690/84919",8
"GO:0036498","BP","GO:0036498","IRE1-mediated unfolded protein response","13/1146","63/17913",0.000146326524941725,0.0127837101386486,0.0111779623200725,"10551/55033/2931/3309/4189/10018/58477/64061/2081/5611/10106/6745/9217",13
"GO:0030307","BP","GO:0030307","positive regulation of cell growth","24/1146","166/17913",0.000147589495539526,0.0127837101386486,0.0111779623200725,"55602/1382/1906/1839/51193/23394/118813/23327/54617/3611/136319/5058/9037/9175/80736/8877/3872/50618/2810/4323/54512/1946/1457/51330",24
"GO:0019887","MF","GO:0019887","protein kinase regulator activity","22/1145","136/16969",0.000110642622467528,0.0129767990065486,0.0119627136171658,"836/1029/3315/2011/3084/10221/1030/51527/25998/200734/9021/5611/5576/84152/4690/2810/2065/219771/1946/11261/8826/8692",22
"GO:0044454","CC","GO:0044454","nuclear chromosome part","50/1168","469/18678",0.000158241568055235,0.013450533284695,0.0111839905242046,"57492/1108/10370/1499/57459/3005/3006/3725/4609/5500/5514/80145/1642/5977/23347/54617/79991/51547/6594/10951/65980/29803/2117/27339/6672/988/3622/11052/64859/1387/5813/5000/142/55249/23558/5431/54556/5928/4084/6934/1457/8364/6950/5814/7013/54107/8204/57658/5356/6015",50
"GO:0031227","CC","GO:0031227","intrinsic component of endoplasmic reticulum membrane","20/1168","131/18678",0.000182303692847466,0.0135588371555303,0.0112740441629354,"10170/3122/3309/3638/54463/7095/3123/118813/8879/57655/9524/2081/29927/51141/284361/26608/6892/94005/3115/3127",20
"GO:0043588","BP","GO:0043588","skin development","46/1146","412/17913",0.000164819467642941,0.0140420782514814,0.0122782681935216,"8644/9076/1364/1499/22943/54206/10468/3691/3861/3866/25984/3852/83896/58495/5266/3925/10628/7538/677/23086/6662/3851/57561/23022/8502/5017/4763/60485/3860/8394/823/1475/5154/79152/1825/10269/3872/3880/91/2810/3855/8323/1824/3675/51083/114803",46
"GO:0000785","CC","GO:0000785","chromatin","52/1168","500/18678",0.000218305893476196,0.0144324451798152,0.0120004409279312,"57492/23466/1029/1108/10370/1499/57459/3005/8971/3006/8334/3012/8347/3017/8349/3725/3726/4609/23047/10769/5514/8339/9324/5977/5885/54617/51547/23378/6594/10951/7994/65980/2117/3622/11052/3727/7155/1387/55249/26993/54512/23558/54556/5928/4084/6934/1457/8364/6950/8204/57658/6015",52
"GO:0072331","BP","GO:0072331","signal transduction by p53 class mediator","33/1146","264/17913",0.000174744077790598,0.0146474995528668,0.0128076431888287,"7832/1108/1647/84289/26471/10769/5366/6659/9125/5325/54971/10397/7029/55003/23378/11198/7994/580/6672/8550/112858/3622/200734/4194/133746/10269/2810/2309/3276/5928/64769/204851/1457",33
"GO:0017091","MF","GO:0017091","AU-rich element binding","8/1145","25/16969",0.000160938410664956,0.0146811594617699,0.0135338850605969,"27303/7538/677/678/11340/7072/11051/54512",8
"GO:0035925","MF","GO:0035925","mRNA 3'-UTR AU-rich region binding","8/1145","25/16969",0.000160938410664956,0.0146811594617699,0.0135338850605969,"27303/7538/677/678/11340/7072/11051/54512",8
