"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048659","BP","GO:0048659","smooth muscle cell proliferation","9/149","174/17913",1.52362773922818e-05,0.00090174912090545,0.000654999009876124,"9510/347/3398/3479/3488/9314/5743/6648/7057",9
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","7/149","96/17913",1.53604559673273e-05,0.00090174912090545,0.000654999009876124,"347/2042/3791/4653/6281/6385/7057",7
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","12/149","323/17913",1.68405453089599e-05,0.000962035212423436,0.000698788717388046,"54829/25805/8483/10370/3280/94031/3397/4053/6423/6424/7057/55273",12
"GO:0045861","BP","GO:0045861","negative regulation of proteolysis","12/149","324/17913",1.73646518118349e-05,0.000962035212423436,0.000698788717388046,"1293/1410/2619/3082/9314/56925/5327/5743/5054/6423/7057/7076",12
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity","10/149","223/17913",1.76726575428487e-05,0.000962035212423436,0.000698788717388046,"1293/1410/3082/9314/56925/5743/5054/6423/7057/7076",10
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","10/149","223/17913",1.76726575428487e-05,0.000962035212423436,0.000698788717388046,"1191/3082/3315/3479/4929/5743/5054/6423/6648/7057",10
"GO:0009636","BP","GO:0009636","response to toxic substance","15/149","499/17913",1.82454463481381e-05,0.000975479756541525,0.00070855436382055,"374/1277/1410/1545/1843/3082/11185/3791/9314/4131/4929/5743/5997/6648/10628",15
"GO:0046677","BP","GO:0046677","response to antibiotic","12/149","328/17913",1.96062847305199e-05,0.00100966021628557,0.000733381853829057,"374/1191/1277/1410/1545/1843/3082/3397/3399/9314/5997/10628",12
"GO:0050918","BP","GO:0050918","positive chemotaxis","6/149","67/17913",1.96742911682677e-05,0.00100966021628557,0.000733381853829057,"3576/2152/2252/3082/3791/5228",6
"GO:0001822","BP","GO:0001822","kidney development","11/149","276/17913",2.00795740637421e-05,0.00100966021628557,0.000733381853829057,"9510/3037/3280/3398/3399/4609/116039/5228/157506/6385/6659",11
"GO:0010675","BP","GO:0010675","regulation of cellular carbohydrate metabolic process","8/149","138/17913",2.02336716690495e-05,0.00100966021628557,0.000733381853829057,"2203/3479/3487/3488/3643/3953/5166/7262",8
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","14/149","446/17913",2.1858891525937e-05,0.00107287739719107,0.000779300602115371,"9590/1545/2252/3036/3037/3315/3397/3791/9314/3164/5743/6385/7057/7076",14
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","10/149","230/17913",2.30578605883784e-05,0.00111347152583234,0.000808786756801186,"347/374/1277/1410/1545/1843/3082/9314/6648/10628",10
"GO:0030728","BP","GO:0030728","ovulation","4/149","21/17913",2.46470746501415e-05,0.00117132288099244,0.000850807957012403,"9510/5743/5997/7130",4
"GO:0001558","BP","GO:0001558","regulation of cell growth","13/149","396/17913",2.73775825240185e-05,0.00126734759195436,0.000920556947219951,"694/1410/2203/2487/3479/3487/3488/4131/55384/5997/6423/6446/51330",13
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","8/149","144/17913",2.75142262782343e-05,0.00126734759195436,0.000920556947219951,"374/1277/1410/1545/1843/3082/9314/10628",8
"GO:0044342","BP","GO:0044342","type B pancreatic cell proliferation","4/149","22/17913",2.99298408294517e-05,0.00135772641580876,0.000986204962578104,"54206/3487/3488/3164",4
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","11/149","289/17913",3.06661986717266e-05,0.00137036714661417,0.000995386747145124,"9590/285016/467/1843/1848/54206/3479/3791/9314/4609/5320",11
"GO:0010043","BP","GO:0010043","response to zinc ion","5/149","44/17913",3.11289378580765e-05,0.00137058882275119,0.00099554776493477,"4489/4493/4499/4501/4502",5
"GO:0072001","BP","GO:0072001","renal system development","11/149","291/17913",3.26618880720916e-05,0.00141639997208728,0.00102882338091352,"9510/3037/3280/3398/3399/4609/116039/5228/157506/6385/6659",11
"GO:0018108","BP","GO:0018108","peptidyl-tyrosine phosphorylation","12/149","346/17913",3.31155638096558e-05,0.00141639997208728,0.00102882338091352,"285016/374/2042/54206/2252/9052/3280/3082/3479/3643/3791/6423",12
"GO:0018212","BP","GO:0018212","peptidyl-tyrosine modification","12/149","349/17913",3.60174306549608e-05,0.0015188195405768,0.00110321737187767,"285016/374/2042/54206/2252/9052/3280/3082/3479/3643/3791/6423",12
"GO:0033002","BP","GO:0033002","muscle cell proliferation","10/149","243/17913",3.68499481967281e-05,0.00153234367918061,0.00111304083295965,"9510/347/3398/3479/3488/9314/5292/5743/6648/7057",10
"GO:0030856","BP","GO:0030856","regulation of epithelial cell differentiation","8/149","151/17913",3.86642501599688e-05,0.00158576390382118,0.00115184341500354,"694/54206/2487/3280/3397/5054/6424/55273",8
"GO:1903510","BP","GO:1903510","mucopolysaccharide metabolic process","7/149","112/17913",4.17964520413501e-05,0.001687026667963,0.00122539714376527,"2683/633/3036/3037/3082/5292/1462",7
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","9/149","198/17913",4.22601870732215e-05,0.001687026667963,0.00122539714376527,"2203/3037/3479/3487/3488/3643/3953/5166/7262",9
"GO:0030278","BP","GO:0030278","regulation of ossification","9/149","199/17913",4.39522656006821e-05,0.00173148793695319,0.00125769225389209,"374/3082/3397/3398/3399/3479/3488/116039/6423",9
"GO:0009612","BP","GO:0009612","response to mechanical stimulus","9/149","200/17913",4.57012833032113e-05,0.0017770083403872,0.00129075668222057,"7832/1277/2354/1647/3485/4131/5743/7057/10628",9
"GO:0019932","BP","GO:0019932","second-messenger-mediated signaling","12/149","360/17913",4.86324986087971e-05,0.00186265345151759,0.00135296629428518,"19/57561/3576/3479/3791/4502/10267/51655/1827/5997/7057/55273",12
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","13/149","420/17913",5.01857148414346e-05,0.00186265345151759,0.00135296629428518,"51129/1293/1410/3082/9314/3953/56925/5743/5997/5054/6423/7057/7076",13
"GO:0043154","BP","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","6/149","79/17913",5.04920037564622e-05,0.00186265345151759,0.00135296629428518,"1410/3082/9314/5743/6423/7057",6
"GO:0051894","BP","GO:0051894","positive regulation of focal adhesion assembly","4/149","25/17913",5.07634480967549e-05,0.00186265345151759,0.00135296629428518,"3791/4653/6281/6385",4
"GO:0030203","BP","GO:0030203","glycosaminoglycan metabolic process","8/149","157/17913",5.10145567883909e-05,0.00186265345151759,0.00135296629428518,"2683/633/3036/3037/3082/5292/6385/1462",8
"GO:2001238","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","5/149","49/17913",5.28623538859387e-05,0.0019068661148735,0.0013850808259778,"467/50486/8406/7057/51330",5
"GO:0051271","BP","GO:0051271","negative regulation of cellular component movement","12/149","365/17913",5.55300717258095e-05,0.00197925041365564,0.00143765824793888,"347/928/10370/1545/1843/3036/3488/9314/5054/6423/7057/7076",12
"GO:0014009","BP","GO:0014009","glial cell proliferation","5/149","50/17913",5.83449894320288e-05,0.00205511645128817,0.00149276468317735,"374/1191/3280/3953/6659",5
"GO:2000679","BP","GO:2000679","positive regulation of transcription regulatory region DNA binding","4/149","26/17913",5.96064524642004e-05,0.00207513626369553,0.00150730637443131,"2959/3005/3479/9314",4
"GO:0006022","BP","GO:0006022","aminoglycan metabolic process","8/149","161/17913",6.09502478577743e-05,0.00209752921938134,0.00152357183392815,"2683/633/3036/3037/3082/5292/6385/1462",8
"GO:0008201","MF","GO:0008201","heparin binding","8/142","148/16969",3.46987176091571e-05,0.0021651999788114,0.00187007825430405,"9510/151887/2252/4053/56925/26577/5228/7057",8
"GO:0045668","BP","GO:0045668","negative regulation of osteoblast differentiation","5/149","51/17913",6.42563351600923e-05,0.00218617576669678,0.00158796158421951,"374/3397/3398/3399/3488",5
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","9/149","213/17913",7.43616863157882e-05,0.00250156054864573,0.00181704605474179,"467/50486/3082/3479/5054/6423/8406/7057/51330",9
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","12/149","377/17913",7.56333027269557e-05,0.00251606787071673,0.00182758366589346,"347/57561/10370/1545/1843/3036/3488/9314/5054/6423/7057/7076",12
"GO:0090092","BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","9/149","215/17913",7.98886493372015e-05,0.00259435750420737,0.0018844505163634,"54829/25805/8483/10370/3280/94031/6423/6424/7057",9
"GO:0042533","BP","GO:0042533","tumor necrosis factor biosynthetic process","4/149","28/17913",8.05862551407098e-05,0.00259435750420737,0.0018844505163634,"9590/54206/3315/7057",4
"GO:0042534","BP","GO:0042534","regulation of tumor necrosis factor biosynthetic process","4/149","28/17913",8.05862551407098e-05,0.00259435750420737,0.0018844505163634,"9590/54206/3315/7057",4
"GO:0006979","BP","GO:0006979","response to oxidative stress","13/149","442/17913",8.41563463635662e-05,0.00268046915970763,0.00194699900993424,"347/374/1277/1410/1545/1843/3082/3315/9314/4929/5743/6648/10628",13
"GO:0001655","BP","GO:0001655","urogenital system development","11/149","324/17913",8.59744811160852e-05,0.00268112638514706,0.0019474763954976,"9510/3037/3280/3398/3399/4609/116039/5228/157506/6385/6659",11
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","10/149","269/17913",8.63448566895146e-05,0.00268112638514706,0.0019474763954976,"1191/1410/1545/1647/3643/9314/5166/5743/6648/7057",10
"GO:2000117","BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","6/149","87/17913",8.68634800799147e-05,0.00268112638514706,0.0019474763954976,"1410/3082/9314/5743/6423/7057",6
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","10/149","271/17913",9.17978769921444e-05,0.00278527241858234,0.0020231244301906,"347/928/1277/1545/1843/9314/4653/6385/5054/7057",10
"GO:0044264","BP","GO:0044264","cellular polysaccharide metabolic process","6/149","88/17913",9.25866304828453e-05,0.00278527241858234,0.0020231244301906,"3036/3037/3479/3643/3953/7262",6
"GO:0043433","BP","GO:0043433","negative regulation of DNA-binding transcription factor activity","8/149","171/17913",9.30284708945339e-05,0.00278527241858234,0.0020231244301906,"8553/1545/3397/3398/3399/9314/5292/6424",8
"GO:0002576","BP","GO:0002576","platelet degranulation","7/149","128/17913",9.76443708425864e-05,0.00289452719111588,0.00210248327421348,"928/1191/3082/3479/5054/7057/7076",7
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","12/149","388/17913",9.92959018194633e-05,0.0028961772943315,0.00210368185145339,"151887/9308/10370/3037/3280/3479/3485/3791/4653/6281/6385/6423",12
"GO:0051897","BP","GO:0051897","positive regulation of protein kinase B signaling","8/149","173/17913",0.000100881043644283,0.0028961772943315,0.00210368185145339,"374/2152/2252/3082/3488/3643/4653/7057",8
"GO:0001101","BP","GO:0001101","response to acid chemical","11/149","330/17913",0.000101150523348141,0.0028961772943315,0.00210368185145339,"19/928/1277/1843/2042/3399/3485/3791/9314/5166/5743",11
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","9/149","222/17913",0.00010203296119521,0.0028961772943315,0.00210368185145339,"330/1410/2152/3082/9314/4609/5743/6423/7057",9
"GO:0003206","BP","GO:0003206","cardiac chamber morphogenesis","7/149","129/17913",0.000102536671075197,0.0028961772943315,0.00210368185145339,"9510/10370/1363/3280/3398/6423/6659",7
"GO:0005520","MF","GO:0005520","insulin-like growth factor binding","4/142","26/16969",6.08961777023741e-05,0.00293943770212412,0.00253878559967536,"94031/3485/3488/3643",4
"GO:0031994","MF","GO:0031994","insulin-like growth factor I binding","3/142","10/16969",6.59489228040669e-05,0.00293943770212412,0.00253878559967536,"3485/3488/3643",3
"GO:0030336","BP","GO:0030336","negative regulation of cell migration","11/149","332/17913",0.000106693151813998,0.00298541398627206,0.00216850026215169,"347/10370/1545/1843/3036/3488/9314/5054/6423/7057/7076",11
"GO:1902041","BP","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/149","57/17913",0.000110038805464456,0.0030457964510769,0.00221235997184716,"467/3082/5054/6423/7057",5
"GO:0001656","BP","GO:0001656","metanephros development","6/149","91/17913",0.000111576985632866,0.0030457964510769,0.00221235997184716,"3280/3398/3399/4609/116039/157506",6
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","13/149","455/17913",0.00011243339990722,0.0030457964510769,0.00221235997184716,"467/1843/1848/54206/2203/1647/9052/3082/3315/9314/4609/5997/6423",13
"GO:0045598","BP","GO:0045598","regulation of fat cell differentiation","7/149","131/17913",0.000112920309308462,0.0030457964510769,0.00221235997184716,"168455/2487/3280/3398/84935/5743/6423",7
"GO:0035767","BP","GO:0035767","endothelial cell chemotaxis","4/149","31/17913",0.000121463914836077,0.00321825629220544,0.00233762876619781,"3315/3791/3164/7057",4
"GO:1903393","BP","GO:1903393","positive regulation of adherens junction organization","4/149","31/17913",0.000121463914836077,0.00321825629220544,0.00233762876619781,"3791/4653/6281/6385",4
"GO:0043409","BP","GO:0043409","negative regulation of MAPK cascade","8/149","179/17913",0.000127801349568611,0.00335646702288088,0.00243802020506694,"467/1843/1848/54206/9314/4609/5997/6423",8
"GO:0034332","BP","GO:0034332","adherens junction organization","7/149","134/17913",0.000130085090211514,0.00338673704428933,0.00246000728949188,"347/2042/3791/4653/6281/6385/7057",7
"GO:2000241","BP","GO:2000241","regulation of reproductive process","7/149","135/17913",0.000136255784684403,0.00351680878745777,0.00255448685261321,"2683/10370/1843/3479/3643/7262/7076",7
"GO:0007050","BP","GO:0007050","cell cycle arrest","9/149","231/17913",0.000137870747435495,0.0035280770754006,0.00256267174270564,"7832/3576/1843/1647/2619/3398/4609/6659/7057",9
"GO:0016049","BP","GO:0016049","cell growth","13/149","466/17913",0.000142443045051306,0.00361419048206451,0.00262522150826047,"694/1410/2203/2487/3479/3487/3488/4131/55384/5997/6423/6446/51330",13
"GO:0043434","BP","GO:0043434","response to peptide hormone","12/149","404/17913",0.000144963718397084,0.00364723842757033,0.00264922637955219,"374/7832/1277/54206/3488/3643/4131/3164/4929/5166/5743/7076",12
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","9/149","233/17913",0.000147120319407144,0.00367065196920824,0.00266623315697508,"54829/25805/8483/10370/1277/94031/3397/4053/7057",9
"GO:0010838","BP","GO:0010838","positive regulation of keratinocyte proliferation","3/149","13/17913",0.000151743262548215,0.00367563902770633,0.00266985558177452,"374/2252/3037",3
"GO:0014745","BP","GO:0014745","negative regulation of muscle adaptation","3/149","13/17913",0.000151743262548215,0.00367563902770633,0.00266985558177452,"54206/3488/9314",3
"GO:0043568","BP","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","3/149","13/17913",0.000151743262548215,0.00367563902770633,0.00266985558177452,"3479/3487/3488",3
"GO:0043388","BP","GO:0043388","positive regulation of DNA binding","5/149","61/17913",0.000152230874894985,0.00367563902770633,0.00266985558177452,"2959/3005/3280/3479/9314",5
"GO:1901890","BP","GO:1901890","positive regulation of cell junction assembly","4/149","33/17913",0.000155936157833278,0.00373454070344666,0.00271263969810527,"3791/4653/6281/6385",4
"GO:2000146","BP","GO:2000146","negative regulation of cell motility","11/149","347/17913",0.000157165039624008,0.00373454070344666,0.00271263969810527,"347/10370/1545/1843/3036/3488/9314/5054/6423/7057/7076",11
"GO:0001837","BP","GO:0001837","epithelial to mesenchymal transition","7/149","140/17913",0.000170776599049625,0.00402602470515415,0.00292436347813117,"25805/1277/2042/3037/3082/6423/55273",7
"GO:0005976","BP","GO:0005976","polysaccharide metabolic process","6/149","99/17913",0.000177629223517637,0.00413209705870403,0.00300141072435486,"3036/3037/3479/3643/3953/7262",6
