"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005604","CC","GO:0005604","basement membrane","33/2383","91/18678",8.9127595408811e-09,1.14083322123278e-06,9.62578030415159e-07,"9510/401138/667/2335/3909/3918/7045/7076/7078/3371/1295/6678/3655/59277/1294/3914/1284/1282/3911/1308/3912/4147/4017/1946/64093/1289/3910/64856/151887/1955/3913/2192/5176",33
"GO:0044420","CC","GO:0044420","extracellular matrix component","22/2383","47/18678",1.16177813035753e-08,1.23923000571469e-06,1.04560031732177e-06,"3909/3918/3371/1295/1277/1294/3914/1278/1284/1282/3911/79875/3912/1290/85301/4237/1289/4052/1303/3913/2192/10516",22
"GO:0072001","BP","GO:0072001","renal system development","75/2319","291/17913",2.16619319454589e-09,1.56507458305941e-06,1.37040222097061e-06,"9510/231/650/760/100133941/1499/1958/2247/3280/3398/3399/4318/4824/4953/5228/50484/6382/6385/8710/6659/6662/54361/7477/4854/4609/9788/10272/3655/4070/1948/5154/57216/4072/5017/153572/157506/5125/3691/3570/9353/10252/4774/1282/3911/4086/51301/59/64220/445/2296/139285/2650/56603/9231/3675/25937/2263/3913/201163/10409/5176/5420/4326/7020/3248/23279/51196/2737/5471/51804/55959/2043/80184/84159/8829",75
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","35/2319","96/17913",3.96839588055405e-09,2.29831657048155e-06,2.01243964139051e-06,"2335/3861/3852/3909/3918/22998/6385/7057/54361/3655/3673/347/5339/3914/6281/3691/10395/84962/5796/10979/3911/90102/1308/57662/1946/2017/79834/7145/8861/4323/9448/29984/1307/2039/8829",35
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","80/2319","322/17913",3.97632624650788e-09,2.29831657048155e-06,2.01243964139051e-06,"56999/10551/1029/4680/1499/1942/55612/2335/22998/4814/5328/6385/7057/54361/1295/5054/4739/1277/3655/3673/4070/347/967/9806/91663/6281/3691/3397/10630/10395/84962/5796/9928/8910/10979/3911/90102/1308/3912/3672/5295/7074/80005/2316/57662/5881/54749/1946/1021/2017/51330/1012/84168/7059/3675/151887/79834/6904/3688/2192/2196/23189/23380/8861/6695/3685/2633/4323/8754/5467/9448/54822/29984/10519/1307/2039/10516/8829/6239/7402",80
"GO:0005925","CC","GO:0005925","focal adhesion","90/2383","397/18678",2.58946553351721e-08,2.36751134493002e-06,1.9975876972847e-06,"9590/1499/667/55612/3303/3315/143903/4008/91624/5328/5329/6278/6385/7052/3371/84951/4739/388/23767/3309/3694/3655/3673/2273/60/1948/2274/390/4082/6840/5500/7171/7184/5339/10395/84962/928/7739/9124/9902/30011/1601/10979/2697/90102/7106/23164/2261/9351/3304/3672/2316/5605/60312/64759/2017/2886/1012/171024/8470/2195/3675/726/79834/3159/10672/3688/7145/2037/29843/4026/4810/6386/23092/3685/85458/9815/1266/4323/8754/23224/57514/1000/9448/23022/1466/1969/10544/8829/81848",90
"GO:0005924","CC","GO:0005924","cell-substrate adherens junction","90/2383","399/18678",3.32454455591532e-08,2.65963564473226e-06,2.24406757524284e-06,"9590/1499/667/55612/3303/3315/143903/4008/91624/5328/5329/6278/6385/7052/3371/84951/4739/388/23767/3309/3694/3655/3673/2273/60/1948/2274/390/4082/6840/5500/7171/7184/5339/10395/84962/928/7739/9124/9902/30011/1601/10979/2697/90102/7106/23164/2261/9351/3304/3672/2316/5605/60312/64759/2017/2886/1012/171024/8470/2195/3675/726/79834/3159/10672/3688/7145/2037/29843/4026/4810/6386/23092/3685/85458/9815/1266/4323/8754/23224/57514/1000/9448/23022/1466/1969/10544/8829/81848",90
"GO:0001822","BP","GO:0001822","kidney development","71/2319","276/17913",6.29296360768056e-09,3.30666633203578e-06,2.89536545700748e-06,"9510/231/650/760/100133941/1499/1958/2247/3280/3398/3399/4318/4824/4953/5228/50484/6382/6385/8710/6659/6662/54361/7477/4854/4609/9788/10272/4070/1948/5154/57216/4072/5017/153572/157506/5125/3570/9353/10252/3911/4086/51301/59/64220/445/2296/139285/2650/56603/9231/3675/25937/2263/3913/201163/10409/5176/5420/4326/7020/3248/23279/51196/2737/5471/51804/55959/2043/80184/84159/8829",71
"GO:0031012","CC","GO:0031012","extracellular matrix","101/2383","468/18678",5.27502202195198e-08,3.75112677116585e-06,3.16501321317119e-06,"9510/56999/401138/1476/667/2152/2335/9518/3909/3918/4312/4318/5266/6275/6277/6278/1992/5270/7980/7045/7052/7057/7076/7078/3371/1462/54361/5265/249/1295/5054/1277/1291/4015/6678/1508/23767/7077/3655/7869/3490/4322/9806/7184/59277/1294/3914/6281/1514/5269/8728/1278/1284/1282/3911/1/79875/1509/4324/1308/3912/2202/4147/1290/4240/4017/3959/1191/4053/1946/64093/85301/4237/1289/9672/3910/4052/1012/7059/1303/7476/64856/2263/151887/1955/79148/3913/2192/25878/5176/1520/1298/4326/84034/4054/4323/1000/1307/2161/10516/5654",101
"GO:0043588","BP","GO:0043588","skin development","95/2319","412/17913",8.88263651736007e-09,4.27846992252843e-06,3.7462909101287e-06,"360/1475/1499/22943/1830/54206/55612/10468/51083/79977/3624/3861/3872/25984/3852/3854/5266/6278/6662/6699/6703/3925/7051/7538/8796/8644/1364/5275/9076/3866/1277/2810/5493/677/79152/3856/29841/247/3655/3673/5154/3855/3880/57216/5017/5317/3691/730755/64919/1514/1278/1824/57561/8626/4644/144501/3911/3875/26154/10626/91/286887/1290/3860/92344/6700/2296/1289/861/2707/1825/56603/6705/23086/3675/5652/3858/2263/3713/2355/80326/2125/427/8861/23254/340481/7421/1832/57822/8754/6704/23022/27152/1969/7357",95
"GO:0030198","BP","GO:0030198","extracellular matrix organization","81/2319","334/17913",1.03708593471919e-08,4.61104361744376e-06,4.03749730698773e-06,"56999/2683/84290/1545/1999/2113/55612/2247/2335/3038/3696/3909/3918/4312/4318/5268/6662/7057/7076/3371/1462/1295/5054/1277/1291/4015/6678/9644/7077/3694/3655/3673/5154/4322/9806/3384/1294/3914/3691/1514/10630/8728/1278/1284/1282/3911/79875/4324/90102/3912/3672/1290/3386/4017/2296/124056/4237/1289/3910/90993/84168/1303/64856/3675/151887/10049/3688/3913/2192/27035/1520/1298/3685/285590/84830/4323/323/55959/1307/10516/5654",81
"GO:0043062","BP","GO:0043062","extracellular structure organization","90/2319","387/17913",1.41684129566486e-08,5.84953049210206e-06,5.12193454853882e-06,"56999/2683/84290/1545/1999/2113/55612/2247/2335/3038/3696/3909/3918/4312/4318/6382/6385/5268/6662/7057/7076/3371/1462/1295/5054/1277/1291/4015/6678/9644/19/7077/3694/3655/3673/5154/4322/9806/3384/1294/3914/3691/1514/10630/8728/1278/9388/1284/1282/3911/79875/4324/90102/3912/3672/1290/3386/4017/3931/2296/124056/4237/1289/3910/90993/84168/1303/10347/64856/3675/151887/10049/3688/3913/2192/27035/1520/6386/1298/3685/285590/84830/4323/323/341/55959/9619/1307/10516/5654",90
"GO:0001533","CC","GO:0001533","cornified envelope","20/2383","44/18678",9.91677946452451e-08,6.34673885729569e-06,5.35506091084324e-06,"1474/1475/1830/5266/6699/6703/7051/8796/5493/5317/1824/6700/1825/6705/3858/3713/2125/23254/1832/6704",20
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","88/2383","399/18678",1.37787617532972e-07,8.0167341110093e-06,6.76411940616409e-06,"9510/56999/401138/1476/667/2152/2335/9518/3909/3918/4318/6275/6277/6278/1992/5270/7045/7052/7057/7076/7078/3371/1462/5265/1295/5054/1277/1291/6678/1508/7077/3655/7869/3490/7184/59277/1294/3914/6281/1514/5269/8728/1278/1284/1282/3911/1/79875/1509/1308/3912/2202/4147/1290/4240/4017/3959/1191/4053/1946/64093/85301/4237/1289/9672/3910/4052/1012/7059/1303/64856/2263/151887/1955/79148/3913/2192/25878/5176/1520/1298/84034/4054/1000/1307/2161/10516/5654",88
"GO:0035987","BP","GO:0035987","endodermal cell differentiation","21/2319","45/17913",3.45410376688906e-08,1.33098131817458e-05,1.16542673061071e-05,"1499/22943/2335/8091/3624/3909/4318/1295/1291/1294/3914/1284/4324/3912/1290/1289/1303/6657/2627/3685/4323",21
"GO:0070160","CC","GO:0070160","tight junction","37/2383","123/18678",3.17718004340708e-07,1.69449602315044e-05,1.42973101953318e-05,"79827/1499/83481/1364/9076/5010/595/4072/84612/92359/1366/55691/261734/117583/57530/57826/27134/9693/288/9267/91862/9071/143098/6904/317762/1894/5912/8189/9414/4810/8777/79983/23094/1969/56288/5584/23150",37
"GO:0001706","BP","GO:0001706","endoderm formation","22/2319","50/17913",6.15834066440366e-08,2.13571552368481e-05,1.87006378398772e-05,"1499/22943/2335/8091/3624/3909/4318/83595/1295/1291/1294/3914/1284/4324/3912/1290/1289/1303/6657/2627/3685/4323",22
"GO:0046578","BP","GO:0046578","regulation of Ras protein signal transduction","57/2319","215/17913",6.28151624613178e-08,2.13571552368481e-05,1.87006378398772e-05,"56882/10276/3925/57493/8660/3084/4254/8878/19/7077/9922/64283/10395/2149/10156/9928/55701/1902/9289/54869/7204/50649/7074/9639/50650/50861/54922/9267/8859/221472/2203/440107/8567/3675/54848/3688/1894/10160/389337/57480/201163/23189/221002/397/26269/51196/9448/2245/5922/27/57221/55160/27237/9855/2305/8829/84033",57
"GO:0007266","BP","GO:0007266","Rho protein signal transduction","46/2319","159/17913",7.13901261913902e-08,2.29241627436797e-05,2.00727325572049e-05,"56882/8727/10276/3925/57493/388/19/57216/9411/10630/64283/10395/2149/1278/4804/55701/1902/9289/54869/7204/50649/7074/9639/50650/54922/1012/221472/440107/3675/54848/3688/1894/10160/389337/57480/201163/23189/397/2245/27/394/55160/27237/9855/8829/84033",46
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","61/2319","239/17913",9.77565346435448e-08,2.97385668547205e-05,2.60395245743027e-05,"10370/1906/55612/2353/9518/3303/3725/56937/64750/6662/7048/7057/54361/678/9076/1277/4015/677/2348/3309/7316/7314/25805/3397/6498/27122/1278/5796/1284/23089/1601/10979/27063/1030/2908/4086/57530/7080/4053/3326/6935/80139/4052/116844/7476/3675/2263/80326/201163/25878/64838/64081/6386/2530/3248/7157/8754/51592/56288/5654/9110",61
"GO:0005923","CC","GO:0005923","bicellular tight junction","35/2383","118/18678",9.4784508984822e-07,4.66631428848354e-05,3.93720268090799e-05,"79827/1499/83481/1364/9076/5010/595/4072/84612/92359/1366/55691/261734/117583/57530/57826/27134/9693/288/9267/91862/9071/143098/6904/317762/1894/5912/8189/9414/4810/8777/79983/56288/5584/23150",35
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","59/2319","233/17913",2.11390315249291e-07,6.1091801107045e-05,5.34928755641363e-05,"10370/1906/55612/2353/9518/3303/3725/56937/64750/6662/7048/7057/54361/678/9076/1277/4015/677/2348/3309/7316/7314/25805/3397/6498/27122/1278/5796/1284/23089/1601/10979/27063/1030/2908/4086/57530/7080/4053/3326/6935/80139/4052/116844/7476/3675/2263/80326/201163/64081/6386/2530/3248/7157/8754/51592/56288/5654/9110",59
"GO:0031581","BP","GO:0031581","hemidesmosome assembly","9/2319","11/17913",4.33049339081638e-07,0.000119191675232946,0.000104365976055364,"3861/3852/3909/3918/3655/5339/3914/3691/1308",9
"GO:0061041","BP","GO:0061041","regulation of wound healing","41/2319","143/17913",4.68621009596757e-07,0.00012164743378359,0.000106516274199872,"1026/50506/1906/83481/2152/2247/1839/5327/5328/5329/5055/5270/7048/7057/54361/7035/5054/8613/5154/7056/10630/2149/928/5578/2697/90102/7001/5864/51330/7103/79001/18/3640/23189/114897/1027/84830/5467/2039/2161/6239",41
"GO:0048545","BP","GO:0048545","response to steroid hormone","83/2319","375/17913",4.84064182875876e-07,0.00012164743378359,0.000106516274199872,"218/374/490/760/1026/1499/54541/1843/1906/54206/114907/2353/2706/3485/4824/7026/4929/164091/56937/5743/6382/6781/7048/7057/7477/7538/678/249/7035/8644/1364/7356/9076/1277/4015/677/6678/595/4193/2274/3490/55885/672/1978/9353/7298/8626/7068/54658/2309/1601/2908/3169/445/5111/9975/861/81606/57678/6256/790/4306/57658/9575/2354/3417/200845/55128/7533/3176/687/117155/5176/153222/23426/7421/84830/5916/8312/8754/5467/9063/8611",83
"GO:0035023","BP","GO:0035023","regulation of Rho protein signal transduction","37/2319","124/17913",5.70122203505002e-07,0.000133952578662481,0.000117290839229504,"56882/10276/3925/57493/19/64283/10395/2149/55701/1902/9289/54869/7204/50649/7074/9639/50650/54922/221472/440107/3675/54848/3688/1894/10160/389337/57480/201163/23189/397/2245/27/55160/27237/9855/8829/84033",37
"GO:0051384","BP","GO:0051384","response to glucocorticoid","40/2319","139/17913",5.7937966549516e-07,0.000133952578662481,0.000117290839229504,"218/374/490/1026/54541/1843/1906/54206/114907/2353/2706/3485/5743/6382/6781/7477/7538/678/249/7356/9076/677/6678/595/3490/1978/9353/7298/54658/2309/2908/445/5111/790/2354/3176/687/5176/153222/8754",40
"GO:0043296","CC","GO:0043296","apical junction complex","37/2383","134/18678",3.15550342650034e-06,0.000144251585211444,0.000121712275022156,"79827/1499/83481/1364/9076/5010/595/4072/84612/92359/1366/55691/261734/117583/57530/57826/57662/27134/9693/288/9267/91862/9071/143098/6904/317762/1894/5912/8189/9414/4810/8777/1500/79983/56288/5584/23150",37
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","96/2319","455/17913",6.51696090549578e-07,0.000144877053976022,0.000126856469771756,"467/55450/1026/1029/154043/54541/22943/1843/1846/1848/1942/54206/9052/3315/3486/3624/3725/9314/7026/26471/56937/5997/6317/9021/7078/7345/4609/57493/57761/1647/8660/8613/2810/57447/1032/7453/7498/805/55022/91663/55885/84962/9353/10252/5753/5144/54997/10217/1030/6653/10636/5296/6690/80824/28951/5801/11329/9368/54922/1852/23624/65268/91862/84327/23141/2122/2203/27250/8000/25937/2192/5347/201163/1850/8850/3087/64081/57732/79899/27330/2633/1027/4040/79705/90007/64780/5783/23530/2305/56288/10519/2039/2776/85450/5998/81848",96
"GO:0042476","BP","GO:0042476","odontogenesis","37/2319","126/17913",8.8108609633323e-07,0.00018459909360663,0.000161637669288049,"401138/360/650/760/1499/1906/3399/3624/6382/3371/249/5054/1277/3655/80320/362/3691/64919/1278/8626/4644/56975/29887/3911/3714/3912/2296/5083/860/2263/54757/80326/1386/6899/7020/2737/5654",37
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","89/2319","416/17913",8.94251664530387e-07,0.00018459909360663,0.000161637669288049,"467/55450/1026/1029/154043/54541/22943/1843/1846/1848/1942/54206/9052/3315/3486/3725/9314/7026/56937/5997/6317/9021/7078/7345/4609/57493/57761/1647/8613/2810/57447/1032/7453/7498/805/55022/91663/55885/9353/10252/5753/5144/54997/10217/1030/6653/10636/5296/6690/80824/28951/5801/11329/9368/54922/1852/23624/65268/91862/84327/2122/27250/8000/25937/2192/5347/201163/1850/8850/3087/64081/57732/79899/27330/2633/1027/4040/79705/64780/5783/23530/2305/56288/10519/2039/2776/85450/5998/81848",89
"GO:0048762","BP","GO:0048762","mesenchymal cell differentiation","51/2319","199/17913",9.32794304167236e-07,0.00018591555441678,0.000162790381649222,"650/1499/1906/1942/2335/3280/8091/8828/6275/6317/6591/6662/7048/54361/1277/3084/1947/4254/2348/10512/25805/157506/1909/10630/3091/10252/6949/1601/3911/90102/7074/3169/4017/7080/83989/2296/139285/80139/9231/27250/25937/2263/80326/2146/64081/6386/6899/84541/4040/6405/8829",51
"GO:0001726","CC","GO:0001726","ruffle","43/2383","168/18678",4.62119737057314e-06,0.000197171087811121,0.000166363105340633,"55612/143903/6277/7168/9788/9026/6282/91663/10630/10395/5753/4644/54869/54997/50649/117145/7074/4534/30817/5141/9368/1021/2017/51330/221472/2059/10347/378/3688/23242/23189/5420/6792/3685/54822/23286/23022/2245/1969/10519/23150/24138/81848",43
"GO:0001704","BP","GO:0001704","formation of primary germ layer","35/2319","117/17913",1.06787077043656e-06,0.000205743101770777,0.000180151672430139,"1499/22943/2335/8091/3624/9314/3909/4318/83595/1295/1291/3673/23135/2114/1294/84913/3914/3691/7296/1284/4324/3912/4086/1290/2296/1289/1303/6657/3675/2263/3688/2627/3685/4323/1969",35
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","90/2319","425/17913",1.23004502121772e-06,0.000229343878149627,0.000200816857793372,"374/2683/650/1499/83481/54206/2152/55612/2247/9982/2752/3280/3398/3486/3725/4824/7026/8828/26471/1992/5268/6591/6662/7051/7057/7538/4609/1295/4781/1051/2810/677/9788/6678/595/4070/1948/7498/26277/8862/10000/84913/64919/3397/130367/3091/5796/7039/8626/4804/26257/5578/1030/2697/3912/4017/29128/26160/1021/80139/1012/91862/3487/675/11202/116844/6657/5797/7476/253260/2263/687/5176/64081/1386/6899/7421/1027/4323/5467/51804/92/55959/27152/6934/1969/6667/5654/8829/6239",90
"GO:0048608","BP","GO:0048608","reproductive structure development","90/2319","426/17913",1.36530635497943e-06,0.00024660846036816,0.000215933978774379,"9510/10370/1499/2706/79977/3280/3624/3643/3696/4824/7026/26471/5743/22836/6382/5268/5270/9021/6662/6781/3371/54361/7477/8644/1051/7022/4254/677/3400/3856/247/1508/3309/10272/595/3880/7314/8614/157506/658/3091/8728/9353/8626/3294/6932/2309/4257/9289/54997/22862/2697/51294/3726/3169/64220/7080/2316/3326/2296/668/2707/55224/675/6256/6874/2034/3417/7476/2263/10049/57728/10409/3157/5176/3295/2627/7421/1027/2737/5916/4323/5467/51804/92/9394/83990/84159/899/5654",90
"GO:0034332","BP","GO:0034332","adherens junction organization","38/2319","134/17913",1.63355135509031e-06,0.000286016153328135,0.000250439931743157,"1499/22998/6385/7057/54361/9253/3673/347/9922/6281/10395/84962/5796/10979/3911/90102/11228/57662/1002/1946/80139/2017/1012/9231/79834/1009/6904/8861/1006/1500/1832/4323/1000/9448/29984/1307/2039/8829",38
"GO:0048732","BP","GO:0048732","gland development","89/2319","422/17913",1.68376841346771e-06,0.000286016153328135,0.000250439931743157,"220/374/650/10370/1499/1999/2113/3280/3398/3643/3725/4824/5268/5270/6591/6662/7048/7052/3371/54361/7477/9076/4781/1051/8660/3084/3400/10512/79152/247/10272/595/3673/5154/7498/8862/5307/59277/64919/3091/27122/8835/7298/8626/9935/54658/3720/26257/3911/2697/7001/3169/64220/445/7080/5111/2296/9368/80139/81606/675/6256/790/6657/2263/80326/2146/23242/4855/3157/5176/2627/340481/6899/7421/1027/2737/5916/5471/9095/51804/55959/9914/394/1969/84159/8829/6239/57539",89
"GO:0031960","BP","GO:0031960","response to corticosteroid","42/2319","155/17913",1.77116544874892e-06,0.000286016153328135,0.000250439931743157,"218/374/490/1026/54541/1843/1906/54206/114907/2353/2706/3485/5743/6382/6781/7477/7538/678/249/8644/7356/9076/1277/677/6678/595/3490/1978/9353/7298/54658/2309/2908/445/5111/790/2354/3176/687/5176/153222/8754",42
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","53/2319","214/17913",1.7814154878569e-06,0.000286016153328135,0.000250439931743157,"56999/1029/4680/1499/55612/2335/22998/4814/5328/6385/7057/54361/5054/3655/3673/347/967/6281/3691/10395/84962/5796/8910/10979/3911/90102/1308/3672/5295/7074/57662/54749/1946/1021/2017/1012/7059/3675/79834/3688/8861/3685/4323/8754/9448/54822/29984/10519/1307/2039/10516/8829/7402",53
"GO:0061458","BP","GO:0061458","reproductive system development","90/2319","429/17913",1.86009441818469e-06,0.000290576911813716,0.000254433398652403,"9510/10370/1499/2706/79977/3280/3624/3643/3696/4824/7026/26471/5743/22836/6382/5268/5270/9021/6662/6781/3371/54361/7477/8644/1051/7022/4254/677/3400/3856/247/1508/3309/10272/595/3880/7314/8614/157506/658/3091/8728/9353/8626/3294/6932/2309/4257/9289/54997/22862/2697/51294/3726/3169/64220/7080/2316/3326/2296/668/2707/55224/675/6256/6874/2034/3417/7476/2263/10049/57728/10409/3157/5176/3295/2627/7421/1027/2737/5916/4323/5467/51804/92/9394/83990/84159/899/5654",90
"GO:0042555","CC","GO:0042555","MCM complex","8/2383","11/18678",8.00378404420627e-06,0.000320151361768251,0.000270127711491962,"4174/4175/4171/4173/4176/254394/4172/4796",8
