"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006693","BP","GO:0006693","prostaglandin metabolic process","4/58","41/17913",9.16298429199049e-06,0.00160941274100033,0.00100723932593159,"1646/1906/3248/5743",4
"GO:0005925","CC","GO:0005925","focal adhesion","8/58","397/18678",2.93871830885542e-05,0.00171201372750749,0.00127208450341114,"9590/1499/667/3303/3309/143903/5500/6385",8
"GO:0005924","CC","GO:0005924","cell-substrate adherens junction","8/58","399/18678",3.04572082307257e-05,0.00171201372750749,0.00127208450341114,"9590/1499/667/3303/3309/143903/5500/6385",8
"GO:0030055","CC","GO:0030055","cell-substrate junction","8/58","404/18678",3.3276176048135e-05,0.00171201372750749,0.00127208450341114,"9590/1499/667/3303/3309/143903/5500/6385",8
"GO:0016323","CC","GO:0016323","basolateral plasma membrane","6/58","201/18678",3.66206144921388e-05,0.00171201372750749,0.00127208450341114,"481/2683/9076/1499/667/3248",6
"GO:0031960","BP","GO:0031960","response to corticosteroid","6/58","155/17913",1.06362945425139e-05,0.00174364321866944,0.0010912464997302,"374/9076/1906/5743/7356/678",6
"GO:0010038","BP","GO:0010038","response to metal ion","8/58","335/17913",1.16881240845731e-05,0.00179631857024782,0.00112421298760828,"9076/1906/3309/3398/3725/3726/4502/5743",8
"GO:0006984","BP","GO:0006984","ER-nucleus signaling pathway","4/58","46/17913",1.45882573280459e-05,0.00206942419512133,0.00129513416804751,"10551/9709/3309/3638",4
"GO:0003007","BP","GO:0003007","heart morphogenesis","7/58","249/17913",1.51482860968621e-05,0.00206942419512133,0.00129513416804751,"1499/22943/3280/3398/3643/3725/6659",7
"GO:0042448","BP","GO:0042448","progesterone metabolic process","3/58","16/17913",1.75080132965782e-05,0.00225100812417227,0.00140877715697004,"1645/1646/10170",3
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","5/58","101/17913",1.86460722583222e-05,0.00225100812417227,0.00140877715697004,"1906/3248/3398/3725/5743",5
"GO:0048660","BP","GO:0048660","regulation of smooth muscle cell proliferation","6/58","172/17913",1.92237375386814e-05,0.00225100812417227,0.00140877715697004,"1499/1906/3248/3398/3725/5743",6
"GO:0048659","BP","GO:0048659","smooth muscle cell proliferation","6/58","174/17913",2.05231926328757e-05,0.00229393321292007,0.00143564151336193,"1499/1906/3248/3398/3725/5743",6
"GO:0051098","BP","GO:0051098","regulation of binding","8/58","368/17913",2.29961062648661e-05,0.0023513319358245,0.00147156408902867,"1499/22943/9709/3280/3309/3397/3725/10769",8
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","8/58","369/17913",2.34470320339165e-05,0.0023513319358245,0.00147156408902867,"374/2683/1499/2152/3280/3397/3725/4609",8
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","8/58","370/17913",2.39053673833316e-05,0.0023513319358245,0.00147156408902867,"330/2152/9709/4609/5743/6317/6690/7076",8
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","6/58","184/17913",2.81268994125496e-05,0.00266015560213306,0.00166483914741488,"9518/3248/3303/3309/3397/3725",6
"GO:0001822","BP","GO:0001822","kidney development","7/58","276/17913",2.93537793083121e-05,0.00267336827107924,0.00167310820073109,"1499/3280/3248/3398/4609/6385/6659",7
"GO:0034612","BP","GO:0034612","response to tumor necrosis factor","7/58","284/17913",3.52199726442234e-05,0.00309306831186233,0.00193577443631032,"9590/330/9076/1906/3303/5743/678",7
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","8/58","398/17913",4.01685830638844e-05,0.00326131624315081,0.0020410711874688,"330/2152/9709/4609/5743/6317/6690/7076",8
"GO:0036499","BP","GO:0036499","PERK-mediated unfolded protein response","3/58","21/17913",4.11056660755933e-05,0.00326131624315081,0.0020410711874688,"10551/9709/3309",3
"GO:0072001","BP","GO:0072001","renal system development","7/58","291/17913",4.1114600869327e-05,0.00326131624315081,0.0020410711874688,"1499/3280/3248/3398/4609/6385/6659",7
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","7/58","295/17913",4.48319680231771e-05,0.00344505654278101,0.00215606372532516,"9590/9076/6372/1906/3248/5743/7356",7
"GO:0071277","BP","GO:0071277","cellular response to calcium ion","4/58","63/17913",5.11145473810712e-05,0.00380880824272891,0.00238371509636766,"1906/3309/3725/3726",4
"GO:0005901","CC","GO:0005901","caveola","4/58","79/18678",0.000105729809924385,0.00395429489117198,0.00293817577053027,"481/1499/3643/5743",4
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","7/58","309/17913",6.00847138726978e-05,0.00434553857096952,0.00271962389108001,"9590/9076/6372/1906/3248/5743/7356",7
"GO:0005912","CC","GO:0005912","adherens junction","8/58","496/18678",0.00013955122248314,0.00434934643405787,0.00323171252066219,"9590/1499/667/3303/3309/143903/5500/6385",8
"GO:0045598","BP","GO:0045598","regulation of fat cell differentiation","5/58","131/17913",6.50682330399105e-05,0.00445000554519103,0.00278500379147248,"3280/3398/3638/5743/678",5
"GO:0060562","BP","GO:0060562","epithelial tube morphogenesis","7/58","313/17913",6.51485155050334e-05,0.00445000554519103,0.00278500379147248,"374/1499/1906/3280/4609/6385/6659",7
"GO:2000241","BP","GO:2000241","regulation of reproductive process","5/58","135/17913",7.50604019445679e-05,0.00498847374004574,0.00312200021743836,"2683/1499/3643/6690/7076",5
"GO:0060914","BP","GO:0060914","heart formation","3/58","26/17913",7.94378333395791e-05,0.00502872161150703,0.00314718905675105,"1499/22943/3280",3
"GO:0001655","BP","GO:0001655","urogenital system development","7/58","324/17913",8.09037572491911e-05,0.00502872161150703,0.00314718905675105,"1499/3280/3248/3398/4609/6385/6659",7
"GO:1903320","BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","6/58","223/17913",8.20718694630275e-05,0.00502872161150703,0.00314718905675105,"330/1499/9709/3303/3309/6659",6
"GO:0006979","BP","GO:0006979","response to oxidative stress","8/58","442/17913",8.38461106432649e-05,0.00502872161150703,0.00314718905675105,"374/1499/1906/3303/3725/135112/5743/7356",8
"GO:0045686","BP","GO:0045686","negative regulation of glial cell differentiation","3/58","27/17913",8.91622556552291e-05,0.00507061933368079,0.00317341044320169,"1499/3280/3398",3
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","8/58","446/17913",8.92661865014743e-05,0.00507061933368079,0.00317341044320169,"9590/1906/3397/3725/10769/5743/6385/7076",8
"GO:0001101","BP","GO:0001101","response to acid chemical","7/58","330/17913",9.07308868165737e-05,0.00507061933368079,0.00317341044320169,"1645/1646/9076/22943/1906/5743/7356",7
"GO:0008544","BP","GO:0008544","epidermis development","8/58","452/17913",9.79404123066207e-05,0.00526881516987261,0.00329744987408393,"1499/22943/3280/3643/3866/25984/3852/83896",8
"GO:0055123","BP","GO:0055123","digestive system development","5/58","143/17913",9.85626261952583e-05,0.00526881516987261,0.00329744987408393,"10551/1499/3280/3398/3643",5
"GO:0031016","BP","GO:0031016","pancreas development","4/58","75/17913",0.000101330243432937,0.00530151209790623,0.00331791301005497,"1499/3280/3643/6659",4
"GO:0030279","BP","GO:0030279","negative regulation of ossification","4/58","77/17913",0.000112279078957184,0.00575196364907741,0.00359982485603955,"374/22943/3397/3398",4
"GO:0110110","BP","GO:0110110","positive regulation of animal organ morphogenesis","4/58","80/17913",0.000130277857510716,0.00646579985711495,0.00404657408493057,"1499/22943/1906/4609",4
"GO:0033002","BP","GO:0033002","muscle cell proliferation","6/58","243/17913",0.000131472140242272,0.00646579985711495,0.00404657408493057,"1499/1906/3248/3398/3725/5743",6
"GO:0071158","BP","GO:0071158","positive regulation of cell cycle arrest","4/58","82/17913",0.000143382309675149,0.00691327646061159,0.00432662408142554,"1647/3398/10769/6659",4
"GO:1905897","BP","GO:1905897","regulation of response to endoplasmic reticulum stress","4/58","83/17913",0.000150280412247924,0.0071065294945701,0.00444757009527257,"10551/9709/3303/3309",4
"GO:0044853","CC","GO:0044853","plasma membrane raft","4/58","106/18678",0.000328481332246468,0.00729785206242068,0.00542255261604014,"481/1499/3643/5743",4
"GO:0030016","CC","GO:0030016","myofibril","5/58","197/18678",0.000361217972206583,0.00729785206242068,0.00542255261604014,"800/1499/667/6385/7169",5
"GO:0045121","CC","GO:0045121","membrane raft","6/58","309/18678",0.000383619597594751,0.00729785206242068,0.00542255261604014,"481/330/1499/3643/5743/6385",6
"GO:0098857","CC","GO:0098857","membrane microdomain","6/58","310/18678",0.000390259468578646,0.00729785206242068,0.00542255261604014,"481/330/1499/3643/5743/6385",6
"GO:0098589","CC","GO:0098589","membrane region","6/58","321/18678",0.000469410795482528,0.00737628902179573,0.00548083394808352,"481/330/1499/3643/5743/6385",6
"GO:0043292","CC","GO:0043292","contractile fiber","5/58","209/18678",0.000473344750061758,0.00737628902179573,0.00548083394808352,"800/1499/667/6385/7169",5
"GO:0035690","BP","GO:0035690","cellular response to drug","7/58","362/17913",0.000161007305002364,0.00747013137737382,0.00467512770433875,"1499/1906/3309/3397/4502/4609/5743",7
"GO:0070542","BP","GO:0070542","response to fatty acid","4/58","85/17913",0.000164792477165673,0.00750416113611832,0.0046964249827722,"1646/9076/1906/5743",4
"GO:0043410","BP","GO:0043410","positive regulation of MAPK cascade","8/58","499/17913",0.000193256904374021,0.00849621605276695,0.00531729537858577,"9590/1499/22943/1906/1647/9518/3643/3725",8
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","7/58","373/17913",0.00019348845016468,0.00849621605276695,0.00531729537858577,"1906/1647/3280/3398/3643/10769/6659",7
"GO:0048545","BP","GO:0048545","response to steroid hormone","7/58","375/17913",0.000199927413859486,0.00862493878386801,0.00539785556902251,"374/9076/1499/1906/5743/7356/678",7
"GO:0030901","BP","GO:0030901","midbrain development","4/58","90/17913",0.000205476551783359,0.00865802996763876,0.00541856544709569,"1499/22943/3280/3309",4
"GO:0003156","BP","GO:0003156","regulation of animal organ formation","3/58","36/17913",0.000213190894436976,0.00865802996763876,0.00541856544709569,"1499/22943/3280",3
"GO:0001656","BP","GO:0001656","metanephros development","4/58","91/17913",0.000214407868552543,0.00865802996763876,0.00541856544709569,"1499/3280/3398/4609",4
"GO:0071356","BP","GO:0071356","cellular response to tumor necrosis factor","6/58","266/17913",0.000214778295252527,0.00865802996763876,0.00541856544709569,"9590/330/9076/1906/3303/678",6
"GO:0008207","BP","GO:0008207","C21-steroid hormone metabolic process","3/58","37/17913",0.000231469470660802,0.00918037787669213,0.00574547310876218,"1645/1646/10170",3
"GO:0050768","BP","GO:0050768","negative regulation of neurogenesis","6/58","271/17913",0.000237450846490379,0.00922929458888178,0.00577608727935839,"1499/22943/3280/3397/3398/10769",6
"GO:0051897","BP","GO:0051897","positive regulation of protein kinase B signaling","5/58","173/17913",0.000240209375229131,0.00922929458888178,0.00577608727935839,"1646/374/2152/9518/3643",5
"GO:0001503","BP","GO:0001503","ossification","7/58","388/17913",0.000246140918261676,0.0093117002770071,0.00582766028337766,"374/1499/22943/3397/3398/3726/5743",7
"GO:0060993","BP","GO:0060993","kidney morphogenesis","4/58","95/17913",0.000252948584766605,0.00942425105971336,0.00589809937685449,"1499/3280/4609/6659",4
"GO:0048713","BP","GO:0048713","regulation of oligodendrocyte differentiation","3/58","39/17913",0.000271004333918605,0.00979999495743898,0.00613325597815791,"1499/3280/3398",3
"GO:2000826","BP","GO:2000826","regulation of heart morphogenesis","3/58","39/17913",0.000271004333918605,0.00979999495743898,0.00613325597815791,"1499/22943/3280",3
"GO:0001657","BP","GO:0001657","ureteric bud development","4/58","98/17913",0.000284952681750996,0.0100099806346528,0.00626467399578881,"1499/3280/4609/6385",4
"GO:0033559","BP","GO:0033559","unsaturated fatty acid metabolic process","4/58","98/17913",0.000284952681750996,0.0100099806346528,0.00626467399578881,"1646/1906/3248/5743",4
"GO:0072163","BP","GO:0072163","mesonephric epithelium development","4/58","99/17913",0.00029623826797072,0.0100921794154071,0.00631611750832612,"1499/3280/4609/6385",4
"GO:0072164","BP","GO:0072164","mesonephric tubule development","4/58","99/17913",0.00029623826797072,0.0100921794154071,0.00631611750832612,"1499/3280/4609/6385",4
"GO:0090068","BP","GO:0090068","positive regulation of cell cycle process","6/58","283/17913",0.000299605163613144,0.0100921794154071,0.00631611750832612,"1906/1647/3398/3643/10769/6659",6
"GO:2000379","BP","GO:2000379","positive regulation of reactive oxygen species metabolic process","4/58","101/17913",0.000319766823740433,0.0106257651294287,0.0066500582689689,"1906/1647/3643/5743",4
"GO:0006690","BP","GO:0006690","icosanoid metabolic process","4/58","102/17913",0.000332020205557826,0.0108639447859748,0.0067991212846879,"1646/1906/3248/5743",4
"GO:0045429","BP","GO:0045429","positive regulation of nitric oxide biosynthetic process","3/58","42/17913",0.000338086310828687,0.0108639447859748,0.0067991212846879,"1906/3643/5743",3
"GO:0051961","BP","GO:0051961","negative regulation of nervous system development","6/58","290/17913",0.000341367592420474,0.0108639447859748,0.0067991212846879,"1499/22943/3280/3397/3398/10769",6
"GO:0001823","BP","GO:0001823","mesonephros development","4/58","103/17913",0.000344606625988627,0.0108639447859748,0.0067991212846879,"1499/3280/4609/6385",4
"GO:0043588","BP","GO:0043588","skin development","7/58","412/17913",0.000353969911196864,0.0110178735649758,0.00689545649793225,"9076/1499/22943/3866/25984/3852/83896",7
"GO:1904407","BP","GO:1904407","positive regulation of nitric oxide metabolic process","3/58","43/17913",0.000362609344050579,0.0111457047127547,0.00697545869739403,"1906/3643/5743",3
"GO:0016328","CC","GO:0016328","lateral plasma membrane","3/58","58/18678",0.000776680212901788,0.0111722461394334,0.00830135936056972,"9076/1365/1499",3
"GO:0048483","BP","GO:0048483","autonomic nervous system development","3/58","44/17913",0.000388249464410992,0.0116427491827638,0.0072865303847095,"1499/3280/6659",3
"GO:1903573","BP","GO:1903573","negative regulation of response to endoplasmic reticulum stress","3/58","44/17913",0.000388249464410992,0.0116427491827638,0.0072865303847095,"9709/3303/3309",3
"GO:0007565","BP","GO:0007565","female pregnancy","5/58","193/17913",0.000397599810139368,0.0117305002489358,0.00734144875492567,"3248/3726/5743/7356/7076",5
"GO:0048732","BP","GO:0048732","gland development","7/58","422/17913",0.000408831893651409,0.0117305002489358,0.00734144875492567,"374/9076/1499/3280/3398/3643/3725",7
"GO:0071156","BP","GO:0071156","regulation of cell cycle arrest","4/58","108/17913",0.000412718482803686,0.0117305002489358,0.00734144875492567,"1647/3398/10769/6659",4
"GO:0014014","BP","GO:0014014","negative regulation of gliogenesis","3/58","45/17913",0.000415027865659785,0.0117305002489358,0.00734144875492567,"1499/3280/3398",3
"GO:0060412","BP","GO:0060412","ventricular septum morphogenesis","3/58","45/17913",0.000415027865659785,0.0117305002489358,0.00734144875492567,"3280/3398/6659",3
"GO:0031396","BP","GO:0031396","regulation of protein ubiquitination","5/58","196/17913",0.000426667216983146,0.0119224396200177,0.00746157262236077,"330/9709/3303/3309/6659",5
"GO:0030857","BP","GO:0030857","negative regulation of epithelial cell differentiation","3/58","46/17913",0.000442965512752698,0.0119631061499509,0.00748702347605071,"1499/3280/3397",3
"GO:0003264","BP","GO:0003264","regulation of cardioblast proliferation","2/58","10/17913",0.000455993967455072,0.0119631061499509,0.00748702347605071,"1499/3280",2
"GO:0030647","BP","GO:0030647","aminoglycoside antibiotic metabolic process","2/58","10/17913",0.000455993967455072,0.0119631061499509,0.00748702347605071,"1645/1646",2
"GO:1903897","BP","GO:1903897","regulation of PERK-mediated unfolded protein response","2/58","10/17913",0.000455993967455072,0.0119631061499509,0.00748702347605071,"10551/3309",2
"GO:0002064","BP","GO:0002064","epithelial cell development","5/58","199/17913",0.00045731271984359,0.0119631061499509,0.00748702347605071,"2683/9076/1365/1499/3397",5
"GO:0030278","BP","GO:0030278","regulation of ossification","5/58","199/17913",0.00045731271984359,0.0119631061499509,0.00748702347605071,"374/1499/22943/3397/3398",5
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","5/58","201/17913",0.000478647006967566,0.0122603436472213,0.00767304741432655,"1499/3398/3725/3726/4609",5
"GO:0045665","BP","GO:0045665","negative regulation of neuron differentiation","5/58","201/17913",0.000478647006967566,0.0122603436472213,0.00767304741432655,"22943/3280/3397/3398/10769",5
"GO:0048546","BP","GO:0048546","digestive tract morphogenesis","3/58","48/17913",0.000502401269018284,0.0127361311393398,0.00797081557574315,"10551/1499/3398",3
"GO:1904707","BP","GO:1904707","positive regulation of vascular smooth muscle cell proliferation","3/58","49/17913",0.000533940177148772,0.0133975397511105,0.00838475337262626,"1906/3248/3725",3
"GO:0010721","BP","GO:0010721","negative regulation of cell development","6/58","317/17913",0.00054698629144442,0.0134702507975414,0.00843025905524517,"1499/22943/3280/3397/3398/10769",6
"GO:0072330","BP","GO:0072330","monocarboxylic acid biosynthetic process","6/58","318/17913",0.000556121321404186,0.0134702507975414,0.00843025905524517,"10170/1906/3248/3638/3643/5743",6
"GO:0002328","BP","GO:0002328","pro-B cell differentiation","2/58","11/17913",0.000556166323834903,0.0134702507975414,0.00843025905524517,"3280/6659",2
"GO:0002761","BP","GO:0002761","regulation of myeloid leukocyte differentiation","4/58","117/17913",0.000558749728080203,0.0134702507975414,0.00843025905524517,"1499/3398/3725/4609",4
"GO:0014009","BP","GO:0014009","glial cell proliferation","3/58","50/17913",0.000566719931903251,0.0135297506072825,0.00846749658091521,"374/3280/6659",3
"GO:0010951","BP","GO:0010951","negative regulation of endopeptidase activity","5/58","210/17913",0.000584081117161168,0.0138062594792571,0.00864054765894306,"9709/5743/6317/6690/7076",5
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity","6/58","322/17913",0.000593857108451439,0.0138062594792571,0.00864054765894306,"22943/1906/1647/9518/3643/6317",6
"GO:0051701","BP","GO:0051701","interaction with host","5/58","211/17913",0.000596790802814113,0.0138062594792571,0.00864054765894306,"9076/1499/3303/3643/6317",5
"GO:0045668","BP","GO:0045668","negative regulation of osteoblast differentiation","3/58","51/17913",0.000600760375876581,0.0138062594792571,0.00864054765894306,"374/3397/3398",3
"GO:0045861","BP","GO:0045861","negative regulation of proteolysis","6/58","324/17913",0.000613457443275138,0.013967517157533,0.00874146961080168,"9709/5327/5743/6317/6690/7076",6
"GO:0007566","BP","GO:0007566","embryo implantation","3/58","52/17913",0.000636081131462477,0.0142212775725708,0.00890028373155478,"5743/7356/7076",3
"GO:0034329","BP","GO:0034329","cell junction assembly","5/58","214/17913",0.000636169391208943,0.0142212775725708,0.00890028373155478,"9076/1365/1499/3852/6385",5
"GO:0003306","BP","GO:0003306","Wnt signaling pathway involved in heart development","2/58","12/17913",0.000666011227150168,0.0143611541459783,0.00898782447354306,"1499/22943",2
"GO:0097201","BP","GO:0097201","negative regulation of transcription from RNA polymerase II promoter in response to stress","2/58","12/17913",0.000666011227150168,0.0143611541459783,0.00898782447354306,"3303/3725",2
"GO:1903894","BP","GO:1903894","regulation of IRE1-mediated unfolded protein response","2/58","12/17913",0.000666011227150168,0.0143611541459783,0.00898782447354306,"10551/3309",2
"GO:0046456","BP","GO:0046456","icosanoid biosynthetic process","3/58","53/17913",0.000672701602260355,0.0143611541459783,0.00898782447354306,"1906/3248/5743",3
"GO:0034620","BP","GO:0034620","cellular response to unfolded protein","4/58","123/17913",0.000674452963632679,0.0143611541459783,0.00898782447354306,"10551/9709/3303/3309",4
"GO:0043393","BP","GO:0043393","regulation of protein binding","5/58","217/17913",0.000677468028033136,0.0143611541459783,0.00898782447354306,"22943/9709/3309/3397/10769",5
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","6/58","333/17913",0.000707972066685741,0.0146162976519635,0.00914750419176415,"2152/9709/3303/4609/10769/6317",6
"GO:0006636","BP","GO:0006636","unsaturated fatty acid biosynthetic process","3/58","54/17913",0.000710640974475055,0.0146162976519635,0.00914750419176415,"1906/3248/5743",3
"GO:0032872","BP","GO:0032872","regulation of stress-activated MAPK cascade","5/58","220/17913",0.000720746070170398,0.0146162976519635,0.00914750419176415,"22943/1906/1647/4609/6317",5
"GO:0051592","BP","GO:0051592","response to calcium ion","4/58","126/17913",0.0007382492582279,0.0146162976519635,0.00914750419176415,"1906/3309/3725/3726",4
"GO:0001885","BP","GO:0001885","endothelial cell development","3/58","55/17913",0.000749918218309415,0.0146162976519635,0.00914750419176415,"9076/1499/3397",3
"GO:0001649","BP","GO:0001649","osteoblast differentiation","5/58","222/17913",0.000750727362707627,0.0146162976519635,0.00914750419176415,"374/1499/3397/3398/3726",5
"GO:0045444","BP","GO:0045444","fat cell differentiation","5/58","222/17913",0.000750727362707627,0.0146162976519635,0.00914750419176415,"3280/3398/3638/5743/678",5
"GO:0070302","BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","5/58","222/17913",0.000750727362707627,0.0146162976519635,0.00914750419176415,"22943/1906/1647/4609/6317",5
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","5/58","222/17913",0.000750727362707627,0.0146162976519635,0.00914750419176415,"330/2152/9709/4609/5743",5
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","7/58","468/17913",0.000755575140461288,0.0146162976519635,0.00914750419176415,"1499/3280/3303/3398/3725/4609/678",7
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity","5/58","223/17913",0.000766063497873789,0.0146162976519635,0.00914750419176415,"9709/5743/6317/6690/7076",5
"GO:0032355","BP","GO:0032355","response to estradiol","4/58","128/17913",0.000783082073916341,0.0146162976519635,0.00914750419176415,"374/1499/3248/5743",4
"GO:0045667","BP","GO:0045667","regulation of osteoblast differentiation","4/58","128/17913",0.000783082073916341,0.0146162976519635,0.00914750419176415,"374/1499/3397/3398",4
"GO:0045995","BP","GO:0045995","regulation of embryonic development","4/58","128/17913",0.000783082073916341,0.0146162976519635,0.00914750419176415,"1499/22943/3280/3643",4
"GO:0051291","BP","GO:0051291","protein heterooligomerization","4/58","128/17913",0.000783082073916341,0.0146162976519635,0.00914750419176415,"330/9076/1365/3643",4
"GO:0006977","BP","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","3/58","56/17913",0.000790552089349795,0.0146162976519635,0.00914750419176415,"1647/10769/6659",3
"GO:0071398","BP","GO:0071398","cellular response to fatty acid","3/58","56/17913",0.000790552089349795,0.0146162976519635,0.00914750419176415,"1646/9076/1906",3
"GO:0046683","BP","GO:0046683","response to organophosphorus","4/58","130/17913",0.000829807626945892,0.0149435607192233,0.00935231941589625,"1645/374/3309/5743",4
"GO:0072431","BP","GO:0072431","signal transduction involved in mitotic G1 DNA damage checkpoint","3/58","57/17913",0.000832561129944526,0.0149435607192233,0.00935231941589625,"1647/10769/6659",3
"GO:1902400","BP","GO:1902400","intracellular signal transduction involved in G1 DNA damage checkpoint","3/58","57/17913",0.000832561129944526,0.0149435607192233,0.00935231941589625,"1647/10769/6659",3
"GO:1903428","BP","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","3/58","57/17913",0.000832561129944526,0.0149435607192233,0.00935231941589625,"1906/3643/5743",3
"GO:0009913","BP","GO:0009913","epidermal cell differentiation","6/58","346/17913",0.000864017502271775,0.0153657374749434,0.00961653568560916,"1499/3280/3866/25984/3852/83896",6
"GO:0048565","BP","GO:0048565","digestive tract development","4/58","132/17913",0.000878469850349313,0.0153657374749434,0.00961653568560916,"10551/1499/3280/3398",4
"GO:0007050","BP","GO:0007050","cell cycle arrest","5/58","231/17913",0.00089734287555586,0.0153657374749434,0.00961653568560916,"1647/3398/4609/10769/6659",5
"GO:0097305","BP","GO:0097305","response to alcohol","5/58","232/17913",0.000914860826678656,0.0153657374749434,0.00961653568560916,"1646/9076/1365/1499/3248",5
"GO:0072413","BP","GO:0072413","signal transduction involved in mitotic cell cycle checkpoint","3/58","59/17913",0.000920777831221905,0.0153657374749434,0.00961653568560916,"1647/10769/6659",3
"GO:1902402","BP","GO:1902402","signal transduction involved in mitotic DNA damage checkpoint","3/58","59/17913",0.000920777831221905,0.0153657374749434,0.00961653568560916,"1647/10769/6659",3
"GO:1902403","BP","GO:1902403","signal transduction involved in mitotic DNA integrity checkpoint","3/58","59/17913",0.000920777831221905,0.0153657374749434,0.00961653568560916,"1647/10769/6659",3
"GO:0030260","BP","GO:0030260","entry into host cell","4/58","134/17913",0.000929112723636544,0.0153657374749434,0.00961653568560916,"9076/1499/3303/6317",4
"GO:0044409","BP","GO:0044409","entry into host","4/58","134/17913",0.000929112723636544,0.0153657374749434,0.00961653568560916,"9076/1499/3303/6317",4
"GO:0051806","BP","GO:0051806","entry into cell of other organism involved in symbiotic interaction","4/58","134/17913",0.000929112723636544,0.0153657374749434,0.00961653568560916,"9076/1499/3303/6317",4
"GO:0051828","BP","GO:0051828","entry into other organism involved in symbiotic interaction","4/58","134/17913",0.000929112723636544,0.0153657374749434,0.00961653568560916,"9076/1499/3303/6317",4
"GO:0002521","BP","GO:0002521","leukocyte differentiation","7/58","485/17913",0.000931067459848137,0.0153657374749434,0.00961653568560916,"1499/3398/3725/3726/4609/6659/678",7
"GO:0035967","BP","GO:0035967","cellular response to topologically incorrect protein","4/58","135/17913",0.000955190657123322,0.0156587588391083,0.00979992098746875,"10551/9709/3303/3309",4
