"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009408","BP","GO:0009408","response to heat","10/226","158/17913",3.28903914772828e-05,0.00208285879118866,0.00158314515914577,"1026/26973/1410/3337/3303/3306/3490/81929/7057/3320",10
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","14/231","306/18678",2.92254661834702e-05,0.00209254337873647,0.00171045886294836,"1191/2335/3486/3488/3490/4240/5179/11098/6383/7057/7076/8614/1277/3371",14
"GO:0001503","BP","GO:0001503","ossification","16/226","388/17913",3.54873627606441e-05,0.00220718722313078,0.00167764506283872,"1052/1311/22943/3021/3398/3399/3486/3488/116039/5179/6423/6615/1277/3726/26585/3371",16
"GO:1900047","BP","GO:1900047","negative regulation of hemostasis","6/226","50/17913",3.77204497321091e-05,0.00230491800731466,0.00175192855173138,"928/1311/5054/5270/7057/7056",6
"GO:0070293","BP","GO:0070293","renal absorption","4/226","16/17913",3.98616366272432e-05,0.00235318780292691,0.00178861759353286,"8644/3037/6446/9368",4
"GO:0090083","BP","GO:0090083","regulation of inclusion body assembly","4/226","16/17913",3.98616366272432e-05,0.00235318780292691,0.00178861759353286,"1191/3337/3303/3306",4
"GO:0061134","MF","GO:0061134","peptidase regulator activity","11/224","192/16969",5.01974540612871e-05,0.00237043533067189,0.0019726718788997,"332/2192/2335/5118/221476/9232/5054/5270/6423/7076/7078",11
"GO:0000791","CC","GO:0000791","euchromatin","5/231","32/18678",4.24861297997505e-05,0.00253500574471844,0.00207213054111064,"9070/3005/3015/3006/3725",5
"GO:1900046","BP","GO:1900046","regulation of hemostasis","7/226","75/17913",4.44338509597388e-05,0.00257938504821284,0.00196054623094286,"928/1311/5054/5270/7057/7056/2149",7
"GO:0071276","BP","GO:0071276","cellular response to cadmium ion","5/226","32/17913",4.66438656797045e-05,0.00266328826495755,0.00202431962354541,"8644/2353/3725/4493/4501",5
"GO:0090287","BP","GO:0090287","regulation of cellular response to growth factor stimulus","13/226","276/17913",5.09896083414905e-05,0.00286446461053889,0.00217723030524361,"25805/10370/1634/22943/3280/3303/6423/23213/7057/7316/4908/7314/26585",13
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","10/226","167/17913",5.27054174235592e-05,0.00287958056919358,0.0021887196855469,"1026/1410/2273/51083/3303/221476/5270/6423/26585/5515",10
"GO:0097193","BP","GO:0097193","intrinsic apoptotic signaling pathway","13/226","277/17913",5.29121896148117e-05,0.00287958056919358,0.0021887196855469,"1026/1191/1396/1545/3303/3315/2537/5366/23645/6423/9368/6615/7314",13
"GO:0033002","BP","GO:0033002","muscle cell proliferation","12/226","243/17913",6.32036654775661e-05,0.00338674410551327,0.00257420597046281,"9510/347/891/1026/2006/3398/3486/3488/3725/7052/7057/3673",12
"GO:0051271","BP","GO:0051271","negative regulation of cellular component movement","15/226","365/17913",6.48869524557968e-05,0.00342426144550819,0.00260272225560333,"347/928/10370/1545/1634/2192/3486/3488/5054/6423/9368/23213/7057/7076/26585",15
"GO:0071478","BP","GO:0071478","cellular response to radiation","10/226","173/17913",7.09392320348842e-05,0.0036333745863196,0.00276166555890832,"10974/1026/1396/1410/1958/1647/4239/4609/6423/3014",10
"GO:0043618","BP","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","8/226","109/17913",7.21880806647033e-05,0.0036333745863196,0.00276166555890832,"10370/3337/1958/3303/3725/5718/7316/7314",8
"GO:0061077","BP","GO:0061077","chaperone-mediated protein folding","5/226","35/17913",7.29134870714e-05,0.0036333745863196,0.00276166555890832,"26973/1191/3337/3315/126393",5
"GO:0031145","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process","7/226","81/17913",7.30221708419098e-05,0.0036333745863196,0.00276166555890832,"891/991/5718/9232/7316/27338/7314",7
"GO:0046677","BP","GO:0046677","response to antibiotic","14/226","328/17913",7.6227879891442e-05,0.00373946064312525,0.00284229974687882,"70/595/1191/1396/1410/1545/1958/3399/3725/1728/5179/1277/3320/3371",14
"GO:0003007","BP","GO:0003007","heart morphogenesis","12/226","249/17913",7.98131731891631e-05,0.00381880739444788,0.00290260984844777,"70/9510/10370/22943/2006/3037/3280/3398/3725/6423/6615/6659",12
"GO:0046686","BP","GO:0046686","response to cadmium ion","6/226","57/17913",8.00381681868203e-05,0.00381880739444788,0.00290260984844777,"8644/2353/3725/4493/4501/1841",6
"GO:0003714","MF","GO:0003714","transcription corepressor activity","11/224","205/16969",9.05685532990486e-05,0.00384916351520956,0.00320326672720845,"22809/595/10370/3337/3303/3399/29995/6427/10284/23013/3726",11
"GO:0051412","BP","GO:0051412","response to corticosterone","4/226","19/17913",8.24036632576209e-05,0.00387853998819316,0.00294801156604433,"595/1026/2353/2354",4
"GO:1901987","BP","GO:1901987","regulation of cell cycle phase transition","17/226","464/17913",8.78831860251247e-05,0.00404862722887852,0.00307729195358795,"9510/22809/891/595/991/1026/1063/2273/1647/3306/3398/10769/5718/6659/10383/91603/3320",17
"GO:0070527","BP","GO:0070527","platelet aggregation","6/226","58/17913",8.83421387868986e-05,0.00404862722887852,0.00307729195358795,"928/1311/3315/10627/10398/5270",6
"GO:0010212","BP","GO:0010212","response to ionizing radiation","9/226","144/17913",8.99487621123092e-05,0.00406872127840484,0.00309256509518056,"595/1026/1410/1958/1647/4609/6423/3014/7056",9
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","15/226","377/17913",9.3140445289512e-05,0.00415907911465859,0.00316124453310557,"347/10370/1545/1634/2192/3486/3488/5054/6423/9368/23213/7057/7076/57561/26585",15
"GO:0048732","BP","GO:0048732","gland development","16/226","422/17913",9.56710216518794e-05,0.0041972219641981,0.00319023625729731,"595/10370/1396/2252/3280/3398/3488/3725/5270/9368/8835/23213/7052/3673/5021/3371",16
"GO:1901988","BP","GO:1901988","negative regulation of cell cycle phase transition","12/226","254/17913",9.64047536996405e-05,0.0041972219641981,0.00319023625729731,"22809/891/595/991/1026/1063/2273/1647/10769/5718/6659/91603",12
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","7/226","85/17913",9.93315111826441e-05,0.0042712549808537,0.00324650748049838,"9510/3037/3486/3488/10631/5054/3673",7
"GO:0043620","BP","GO:0043620","regulation of DNA-templated transcription in response to stress","8/226","115/17913",0.000105359899315341,0.00442210295222406,0.00336116443019282,"10370/3337/1958/3303/3725/5718/7316/7314",8
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint","9/226","147/17913",0.00010537885301022,0.00442210295222406,0.00336116443019282,"891/595/991/1026/1063/1647/10769/6659/91603",9
"GO:0044839","BP","GO:0044839","cell cycle G2/M phase transition","12/226","257/17913",0.000107720057871339,0.00443372905464671,0.00337000123077096,"22809/891/595/1026/1063/2273/3306/5718/10383/7164/91603/3320",12
"GO:0051216","BP","GO:0051216","cartilage development","10/226","182/17913",0.000108201828781215,0.00443372905464671,0.00337000123077096,"1311/2202/4060/116039/6423/6615/23213/7076/1277/26585",10
"GO:0009266","BP","GO:0009266","response to temperature stimulus","11/226","219/17913",0.000109890413981219,0.00445056176623939,0.00338279548546838,"1026/26973/1410/3337/2353/3303/3306/3490/81929/7057/3320",11
"GO:1901990","BP","GO:1901990","regulation of mitotic cell cycle phase transition","16/226","428/17913",0.000112643751050345,0.00450963430929142,0.00342769550988045,"9510/891/595/991/1026/1063/2273/1647/3306/3398/10769/5718/6659/10383/91603/3320",16
"GO:0031669","BP","GO:0031669","cellular response to nutrient levels","11/226","220/17913",0.000114411745638393,0.00452836488702868,0.00344193230000669,"8644/1026/3725/81631/5179/5366/10631/81929/1277/11133/3371",11
"GO:0034605","BP","GO:0034605","cellular response to heat","8/226","117/17913",0.000118883525496196,0.00465248673374438,0.00353627518182061,"1026/26973/1410/3337/3303/81929/7057/3320",8
"GO:0005178","MF","GO:0005178","integrin binding","8/224","113/16969",0.000126814500348468,0.00489965114982719,0.00407748058536702,"928/1311/2335/4240/1903/6423/7057/3673",8
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity","11/226","223/17913",0.000128940121714538,0.00498998271035262,0.00379280007148611,"332/1410/2537/221476/9232/5054/6423/7980/7057/7076/7078",11
"GO:0030168","BP","GO:0030168","platelet activation","9/226","152/17913",0.00013600879227802,0.00515955648959675,0.00392169018581556,"928/1311/3315/10627/10398/5270/1277/7056/2149",9
"GO:2000146","BP","GO:2000146","negative regulation of cell motility","14/226","347/17913",0.000138003763287302,0.00515955648959675,0.00392169018581556,"347/10370/1545/1634/2192/3486/3488/5054/6423/9368/23213/7057/7076/26585",14
"GO:0031571","BP","GO:0031571","mitotic G1 DNA damage checkpoint","6/226","63/17913",0.000140728643844873,0.00515955648959675,0.00392169018581556,"891/595/1026/1647/10769/6659",6
"GO:0044819","BP","GO:0044819","mitotic G1/S transition checkpoint","6/226","63/17913",0.000140728643844873,0.00515955648959675,0.00392169018581556,"891/595/1026/1647/10769/6659",6
"GO:0071277","BP","GO:0071277","cellular response to calcium ion","6/226","63/17913",0.000140728643844873,0.00515955648959675,0.00392169018581556,"8644/27101/2353/3725/2354/3726",6
"GO:0044774","BP","GO:0044774","mitotic DNA integrity checkpoint","7/226","90/17913",0.000142567293681051,0.00517251962386563,0.00393154324131407,"891/595/1026/1647/10769/6659/91603",7
"GO:0000979","MF","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","4/224","21/16969",0.000148299861386772,0.00525228675744818,0.00437094328297854,"2353/1647/3015/3021",4
"GO:0090101","BP","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/226","121/17913",0.00015025101444971,0.005352290037201,0.00406818364191804,"25805/22943/10468/3303/6423/7316/7314/26585",8
"GO:0001656","BP","GO:0001656","metanephros development","7/226","91/17913",0.000152813942723346,0.005352290037201,0.00406818364191804,"1958/3280/3398/3399/4609/116039/26585",7
"GO:0014909","BP","GO:0014909","smooth muscle cell migration","7/226","91/17913",0.000152813942723346,0.005352290037201,0.00406818364191804,"9510/3037/3486/3488/10631/5054/3673",7
"GO:0044783","BP","GO:0044783","G1 DNA damage checkpoint","6/226","64/17913",0.000153668964605254,0.005352290037201,0.00406818364191804,"891/595/1026/1647/10769/6659",6
"GO:1901654","BP","GO:1901654","response to ketone","10/226","191/17913",0.000160850830633042,0.00554696478311768,0.00421615256948516,"8644/595/1026/114907/2353/3490/7057/2354/5021/3371",10
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","12/226","269/17913",0.00016514328822839,0.00563915757744591,0.0042862267274964,"8644/1026/1191/1410/1545/1647/2537/4314/1728/5366/7057/3320",12
"GO:0030545","MF","GO:0030545","receptor regulator activity","16/224","425/16969",0.000173017154314263,0.00565633004488937,0.0047071873562423,"9244/22943/2202/2252/10468/51083/4828/5179/5228/6423/7076/4982/8614/4908/6372/26585",16
"GO:0007050","BP","GO:0007050","cell cycle arrest","11/226","231/17913",0.000175584946337419,0.00593749871935175,0.00451299070044567,"891/595/1026/1033/1647/3398/4609/10769/23645/6659/7057",11
"GO:0070841","BP","GO:0070841","inclusion body assembly","4/226","23/17913",0.000180945085292362,0.00605746407707159,0.00460417430643125,"1191/3337/3303/3306",4
"GO:0031099","BP","GO:0031099","regeneration","10/226","194/17913",0.000182610889489669,0.00605746407707159,0.00460417430643125,"347/891/595/928/1026/3725/4837/5228/10631/3371",10
"GO:0005604","CC","GO:0005604","basement membrane","7/231","91/18678",0.000135481942099299,0.00606281690894365,0.00495578682942174,"9510/2192/2335/7076/7078/302/3371",7
"GO:0031091","CC","GO:0031091","platelet alpha granule","7/231","91/18678",0.000135481942099299,0.00606281690894365,0.00495578682942174,"928/1191/2335/5054/5270/7057/7076",7
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","11/226","233/17913",0.000189261434445223,0.0061761356775948,0.00469437454981365,"25805/10370/2353/3303/3725/5179/10631/7057/7316/1277/7314",11
"GO:0003012","BP","GO:0003012","muscle system process","16/226","448/17913",0.000189734860035212,0.0061761356775948,0.00469437454981365,"59/70/1311/1410/3488/3778/29995/10627/10398/221476/23213/7169/3673/5021/126393/2149",16
"GO:0007517","BP","GO:0007517","muscle organ development","15/226","403/17913",0.000193353154090751,0.00623563921942671,0.00473960216898867,"70/891/1063/1410/1634/22943/1958/2006/2273/2353/3399/23764/221476/6876/26585",15
"GO:0042692","BP","GO:0042692","muscle cell differentiation","14/226","359/17913",0.000196254803193142,0.00627115118827261,0.00476659420599472,"70/27101/891/928/1311/22943/3021/3280/3488/3880/93145/221476/7345/26585",14
