"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902275","BP","GO:1902275","regulation of chromatin organization","5/73","165/17913",0.000565629765057879,0.0234317367487866,0.0176855778392366,"1499/6418/55209/9874/7157",5
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","6/73","256/17913",0.000614369875017412,0.0247404204528887,0.018673333367731,"2683/3488/3643/26471/5500/7157",6
"GO:0000381","BP","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","3/73","41/17913",0.000619339984515766,0.0247404204528887,0.018673333367731,"3191/6431/9589",3
"GO:0030324","BP","GO:0030324","lung development","5/73","169/17913",0.000630548602949705,0.0247462671017279,0.0186777462443458,"1499/79977/3488/5154/6431",5
"GO:0030323","BP","GO:0030323","respiratory tube development","5/73","173/17913",0.000700905890934377,0.0270332151382793,0.0204038665890878,"1499/79977/3488/5154/6431",5
"GO:0072331","BP","GO:0072331","signal transduction by p53 class mediator","6/73","264/17913",0.00072161788701418,0.0273603256483173,0.0206507598710213,"9125/4194/10397/26471/6659/7157",6
"GO:0051168","BP","GO:0051168","nuclear export","5/73","176/17913",0.000757413886353502,0.0279721304095219,0.0211125319045117,"1984/9631/6431/7157/7531",5
"GO:0010043","BP","GO:0010043","response to zinc ion","3/73","44/17913",0.000762762608395545,0.0279721304095219,0.0211125319045117,"3861/4501/4502",3
"GO:0007548","BP","GO:0007548","sex differentiation","6/73","269/17913",0.000795671188339443,0.0287083298115376,0.0216681933123339,"9125/1499/3309/3643/26471/7022",6
"GO:0030857","BP","GO:0030857","negative regulation of epithelial cell differentiation","3/73","46/17913",0.000869177635314284,0.0302385322973453,0.0228231446274107,"1499/79977/6431",3
"GO:1901660","BP","GO:1901660","calcium ion export","2/73","11/17913",0.000879781048608137,0.0302385322973453,0.0228231446274107,"3954/7531",2
"GO:1990440","BP","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","2/73","11/17913",0.000879781048608137,0.0302385322973453,0.0228231446274107,"3309/7157",2
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process","6/73","275/17913",0.000892151601083947,0.0302385322973453,0.0228231446274107,"3191/3315/6418/6431/10140/9589",6
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process","5/73","185/17913",0.000947478914853379,0.0310091280326575,0.0234047673643661,"3643/9631/26471/5500/7157",5
"GO:0051972","BP","GO:0051972","regulation of telomerase activity","3/73","48/17913",0.000984577270555713,0.0310091280326575,0.0234047673643661,"1499/79977/7157",3
"GO:0071156","BP","GO:0071156","regulation of cell cycle arrest","4/73","108/17913",0.000988019293838775,0.0310091280326575,0.0234047673643661,"9125/4194/6659/7157",4
"GO:1900371","BP","GO:1900371","regulation of purine nucleotide biosynthetic process","4/73","109/17913",0.00102252579158352,0.0310091280326575,0.0234047673643661,"3643/9631/26471/7157",4
"GO:0006983","BP","GO:0006983","ER overload response","2/73","12/17913",0.00105295455585941,0.0310091280326575,0.0234047673643661,"3309/7157",2
"GO:0045605","BP","GO:0045605","negative regulation of epidermal cell differentiation","2/73","12/17913",0.00105295455585941,0.0310091280326575,0.0234047673643661,"79977/6431",2
"GO:0006096","BP","GO:0006096","glycolytic process","4/73","110/17913",0.00105787137238782,0.0310091280326575,0.0234047673643661,"3643/9631/26471/7157",4
"GO:0030808","BP","GO:0030808","regulation of nucleotide biosynthetic process","4/73","110/17913",0.00105787137238782,0.0310091280326575,0.0234047673643661,"3643/9631/26471/7157",4
"GO:1903578","BP","GO:1903578","regulation of ATP metabolic process","4/73","110/17913",0.00105787137238782,0.0310091280326575,0.0234047673643661,"3643/9631/26471/7157",4
"GO:0006757","BP","GO:0006757","ATP generation from ADP","4/73","111/17913",0.00109406711924462,0.0310091280326575,0.0234047673643661,"3643/9631/26471/7157",4
"GO:0060425","BP","GO:0060425","lung morphogenesis","3/73","50/17913",0.00110924727112617,0.0310091280326575,0.0234047673643661,"1499/79977/6431",3
"GO:0070268","BP","GO:0070268","cornification","4/73","112/17913",0.0011311241128774,0.0310091280326575,0.0234047673643661,"3861/3872/3887/5266",4
"GO:0060541","BP","GO:0060541","respiratory system development","5/73","193/17913",0.00114439581685951,0.0310091280326575,0.0234047673643661,"1499/79977/3488/5154/6431",5
"GO:0006417","BP","GO:0006417","regulation of translation","7/73","397/17913",0.00115446057671835,0.0310091280326575,0.0234047673643661,"5611/1984/3315/3488/3872/6659/10140",7
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","7/73","397/17913",0.00115446057671835,0.0310091280326575,0.0234047673643661,"1499/3315/2537/26471/6498/7157/7531",7
"GO:0010906","BP","GO:0010906","regulation of glucose metabolic process","4/73","113/17913",0.00116905343054938,0.0310091280326575,0.0234047673643661,"3488/3643/5500/7157",4
"GO:0045668","BP","GO:0045668","negative regulation of osteoblast differentiation","3/73","51/17913",0.00117514564822947,0.0310091280326575,0.0234047673643661,"374/3488/10140",3
"GO:0042866","BP","GO:0042866","pyruvate biosynthetic process","4/73","114/17913",0.00120786614488827,0.0310091280326575,0.0234047673643661,"3643/9631/26471/7157",4
"GO:0051193","BP","GO:0051193","regulation of cofactor metabolic process","4/73","114/17913",0.00120786614488827,0.0310091280326575,0.0234047673643661,"3643/9631/26471/7157",4
"GO:0021819","BP","GO:0021819","layer formation in cerebral cortex","2/73","13/17913",0.0012411218172693,0.0310091280326575,0.0234047673643661,"1499/5048",2
"GO:1902902","BP","GO:1902902","negative regulation of autophagosome assembly","2/73","13/17913",0.0012411218172693,0.0310091280326575,0.0234047673643661,"26471/9554",2
"GO:2000194","BP","GO:2000194","regulation of female gonad development","2/73","13/17913",0.0012411218172693,0.0310091280326575,0.0234047673643661,"3643/26471",2
"GO:0007173","BP","GO:0007173","epidermal growth factor receptor signaling pathway","4/73","115/17913",0.0012475733227265,0.0310091280326575,0.0234047673643661,"374/9125/9052/2537",4
"GO:0043484","BP","GO:0043484","regulation of RNA splicing","4/73","115/17913",0.0012475733227265,0.0310091280326575,0.0234047673643661,"3187/3191/6431/9589",4
"GO:0030278","BP","GO:0030278","regulation of ossification","5/73","199/17913",0.00131088619094143,0.0318744827079999,0.0240579113303211,"374/1499/3488/4256/10140",5
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","5/73","199/17913",0.00131088619094143,0.0318744827079999,0.0240579113303211,"374/2683/1499/3725/6431",5
"GO:0045727","BP","GO:0045727","positive regulation of translation","4/73","117/17913",0.0013297153004034,0.0319846572795958,0.0241410678194347,"5611/1984/3872/6659",4
"GO:0030216","BP","GO:0030216","keratinocyte differentiation","6/73","298/17913",0.00134816005954837,0.0320833409915925,0.0242155513495586,"79977/3861/3872/3887/5266/6431",6
"GO:0000380","BP","GO:0000380","alternative mRNA splicing, via spliceosome","3/73","54/17913",0.0013874993788747,0.0326719590583443,0.0246598227558451,"3191/6431/9589",3
"GO:0008637","BP","GO:0008637","apoptotic mitochondrial changes","4/73","119/17913",0.00141556773922727,0.0329856774234521,0.0248966080451814,"2537/3725/7157/7531",4
"GO:0046031","BP","GO:0046031","ADP metabolic process","4/73","121/17913",0.00150521885045193,0.0347131398810408,0.0262004453187725,"3643/9631/26471/7157",4
"GO:0001836","BP","GO:0001836","release of cytochrome c from mitochondria","3/73","57/17913",0.00162252583658739,0.0360950047223587,0.0272434357926092,"2537/3725/7157",3
"GO:2000756","BP","GO:2000756","regulation of peptidyl-lysine acetylation","3/73","57/17913",0.00162252583658739,0.0360950047223587,0.0272434357926092,"6418/55209/6659",3
"GO:2000134","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","4/73","124/17913",0.00164701049251198,0.0360950047223587,0.0272434357926092,"9125/4194/6659/7157",4
"GO:0043523","BP","GO:0043523","regulation of neuron apoptotic process","5/73","210/17913",0.00166176184059457,0.0360950047223587,0.0272434357926092,"1499/3725/26471/6418/7157",5
"GO:0030812","BP","GO:0030812","negative regulation of nucleotide catabolic process","2/73","15/17913",0.0016619514914631,0.0360950047223587,0.0272434357926092,"26471/7157",2
"GO:0051198","BP","GO:0051198","negative regulation of coenzyme metabolic process","2/73","15/17913",0.0016619514914631,0.0360950047223587,0.0272434357926092,"26471/7157",2
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","7/73","425/17913",0.00170599412691267,0.036347071684887,0.0274336884373144,"374/2683/1499/3488/3725/26471/6431",7
"GO:0007405","BP","GO:0007405","neuroblast proliferation","3/73","58/17913",0.00170605387881678,0.036347071684887,0.0274336884373144,"1499/5048/7157",3
"GO:0060562","BP","GO:0060562","epithelial tube morphogenesis","6/73","313/17913",0.00172986467193957,0.0365066723691398,0.0275541502859094,"374/1499/79977/79191/6385/6659",6
"GO:0045667","BP","GO:0045667","regulation of osteoblast differentiation","4/73","128/17913",0.0018501807788402,0.0383227259469029,0.0289248535015563,"374/1499/3488/10140",4
"GO:1900542","BP","GO:1900542","regulation of purine nucleotide metabolic process","4/73","128/17913",0.0018501807788402,0.0383227259469029,0.0289248535015563,"3643/9631/26471/7157",4
"GO:0045683","BP","GO:0045683","negative regulation of epidermis development","2/73","16/17913",0.00189437264340844,0.0387116223126222,0.0292183809093222,"79977/6431",2
"GO:0006165","BP","GO:0006165","nucleoside diphosphate phosphorylation","4/73","129/17913",0.00190356658667342,0.0387116223126222,0.0292183809093222,"3643/9631/26471/7157",4
"GO:1902807","BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","4/73","130/17913",0.00195801142230405,0.0394601040693168,0.0297833126730745,"9125/4194/6659/7157",4
"GO:0046939","BP","GO:0046939","nucleotide phosphorylation","4/73","131/17913",0.00201352611424727,0.0402165885497424,0.0303542846546299,"3643/9631/26471/7157",4
"GO:2001244","BP","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","3/73","62/17913",0.00206690236324202,0.0406215940645586,0.0306599707689114,"26471/6498/7157",3
"GO:0006140","BP","GO:0006140","regulation of nucleotide metabolic process","4/73","132/17913",0.00207012146775131,0.0406215940645586,0.0306599707689114,"3643/9631/26471/7157",4
"GO:0000077","BP","GO:0000077","DNA damage checkpoint","4/73","133/17913",0.00212780826389456,0.0406829665498472,0.0307062928950686,"9125/4194/6659/7157",4
"GO:0009135","BP","GO:0009135","purine nucleoside diphosphate metabolic process","4/73","133/17913",0.00212780826389456,0.0406829665498472,0.0307062928950686,"3643/9631/26471/7157",4
"GO:0009179","BP","GO:0009179","purine ribonucleoside diphosphate metabolic process","4/73","133/17913",0.00212780826389456,0.0406829665498472,0.0307062928950686,"3643/9631/26471/7157",4
"GO:0009185","BP","GO:0009185","ribonucleoside diphosphate metabolic process","4/73","135/17913",0.00224649918223738,0.0422304089971851,0.0318742564202456,"3643/9631/26471/7157",4
"GO:2000241","BP","GO:2000241","regulation of reproductive process","4/73","135/17913",0.00224649918223738,0.0422304089971851,0.0318742564202456,"2683/1499/3643/26471",4
"GO:0034248","BP","GO:0034248","regulation of cellular amide metabolic process","7/73","452/17913",0.00241444343573024,0.0442487587834693,0.0333976467960778,"5611/1984/3315/3488/3872/6659/10140",7
"GO:0010038","BP","GO:0010038","response to metal ion","6/73","335/17913",0.00243205290857093,0.0442487587834693,0.0333976467960778,"3309/3725/3861/4501/4502/10397",6
"GO:0031056","BP","GO:0031056","regulation of histone modification","4/73","138/17913",0.00243298941902849,0.0442487587834693,0.0333976467960778,"1499/6418/55209/7157",4
"GO:0038127","BP","GO:0038127","ERBB signaling pathway","4/73","138/17913",0.00243298941902849,0.0442487587834693,0.0333976467960778,"374/9125/9052/2537",4
"GO:0007050","BP","GO:0007050","cell cycle arrest","5/73","231/17913",0.00251682788127162,0.0454043868581017,0.034269880488622,"9125/4194/6498/6659/7157",5
"GO:0034250","BP","GO:0034250","positive regulation of cellular amide metabolic process","4/73","140/17913",0.00256307636059779,0.0457207234878449,0.0345086419662156,"5611/1984/3872/6659",4
"GO:0031570","BP","GO:0031570","DNA integrity checkpoint","4/73","141/17913",0.0026298796286159,0.0457207234878449,0.0345086419662156,"9125/4194/6659/7157",4
"GO:0043153","BP","GO:0043153","entrainment of circadian clock by photoperiod","2/73","19/17913",0.00267822874497431,0.0457207234878449,0.0345086419662156,"5500/7157",2
"GO:0071294","BP","GO:0071294","cellular response to zinc ion","2/73","19/17913",0.00267822874497431,0.0457207234878449,0.0345086419662156,"4501/4502",2
"GO:0072079","BP","GO:0072079","nephron tubule formation","2/73","19/17913",0.00267822874497431,0.0457207234878449,0.0345086419662156,"1499/79191",2
"GO:1905939","BP","GO:1905939","regulation of gonad development","2/73","19/17913",0.00267822874497431,0.0457207234878449,0.0345086419662156,"3643/26471",2
"GO:0019359","BP","GO:0019359","nicotinamide nucleotide biosynthetic process","4/73","142/17913",0.00269787013875526,0.0457207234878449,0.0345086419662156,"3643/9631/26471/7157",4
"GO:0019363","BP","GO:0019363","pyridine nucleotide biosynthetic process","4/73","142/17913",0.00269787013875526,0.0457207234878449,0.0345086419662156,"3643/9631/26471/7157",4
"GO:0070997","BP","GO:0070997","neuron death","6/73","347/17913",0.00289585265839387,0.0482917698597721,0.0364491912830033,"1499/3309/3725/26471/6418/7157",6
"GO:0072525","BP","GO:0072525","pyridine-containing compound biosynthetic process","4/73","145/17913",0.00290906988031236,0.0482917698597721,0.0364491912830033,"3643/9631/26471/7157",4
"GO:0019318","BP","GO:0019318","hexose metabolic process","5/73","239/17913",0.00291434462721021,0.0482917698597721,0.0364491912830033,"2683/3488/3643/5500/7157",5
"GO:0051797","BP","GO:0051797","regulation of hair follicle development","2/73","20/17913",0.00296798449806543,0.048818980310091,0.0368471140471901,"1499/3872",2
"GO:0034637","BP","GO:0034637","cellular carbohydrate biosynthetic process","3/73","71/17913",0.00304292815208659,0.0488304724303409,0.0368557879576815,"2683/3643/5500",3
"GO:1901983","BP","GO:1901983","regulation of protein acetylation","3/73","71/17913",0.00304292815208659,0.0488304724303409,0.0368557879576815,"6418/55209/6659",3
"GO:0006090","BP","GO:0006090","pyruvate metabolic process","4/73","147/17913",0.00305599738053095,0.0488304724303409,0.0368557879576815,"3643/9631/26471/7157",4
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint","4/73","147/17913",0.00305599738053095,0.0488304724303409,0.0368557879576815,"9125/4194/6659/7157",4
