"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007565","BP","GO:0007565","female pregnancy","5/35","193/17913",3.4416361769496e-05,0.00150105734626733,0.000877578317902947,"3485/3488/3490/7076/5228",5
"GO:0045861","BP","GO:0045861","negative regulation of proteolysis","6/35","324/17913",3.48619821628112e-05,0.00150105734626733,0.000877578317902947,"6423/221476/5054/7076/1410/7057",6
"GO:0030278","BP","GO:0030278","regulation of ossification","5/35","199/17913",3.98371449333202e-05,0.0016225561463382,0.000948611388597127,"3399/3398/3488/6423/116039",5
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","5/35","199/17913",3.98371449333202e-05,0.0016225561463382,0.000948611388597127,"116039/3037/4609/2683/2252",5
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","4/35","101/17913",4.35824882770225e-05,0.00172838973245981,0.00101048594703235,"3398/3488/7057/9510",4
"GO:0048009","BP","GO:0048009","insulin-like growth factor receptor signaling pathway","3/35","36/17913",4.66791493372008e-05,0.00180373020644004,0.00105453300931814,"3485/3488/3486",3
"GO:0014912","BP","GO:0014912","negative regulation of smooth muscle cell migration","3/35","37/17913",5.07299291034172e-05,0.00189202491726766,0.00110615363793737,"3488/3486/5054",3
"GO:0010951","BP","GO:0010951","negative regulation of endopeptidase activity","5/35","210/17913",5.14751304631546e-05,0.00189202491726766,0.00110615363793737,"6423/5054/7076/1410/7057",5
"GO:0010631","BP","GO:0010631","epithelial cell migration","6/35","354/17913",5.70974984429557e-05,0.0020487126227032,0.00119775955380336,"1545/10769/3315/3037/7057/2252",6
"GO:0090132","BP","GO:0090132","epithelium migration","6/35","357/17913",5.98331502092422e-05,0.00209694319454251,0.00122595708017468,"1545/10769/3315/3037/7057/2252",6
"GO:0090130","BP","GO:0090130","tissue migration","6/35","363/17913",6.56197243653404e-05,0.00224393551367453,0.00131189468441699,"1545/10769/3315/3037/7057/2252",6
"GO:0001649","BP","GO:0001649","osteoblast differentiation","5/35","222/17913",6.70053736664591e-05,0.00224393551367453,0.00131189468441699,"3399/3398/3488/6423/3486",5
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","6/35","370/17913",7.29285815403737e-05,0.00238722580354436,0.00139566793389909,"6423/5054/7076/4609/1410/7057",6
"GO:0001953","BP","GO:0001953","negative regulation of cell-matrix adhesion","3/35","42/17913",7.44522977880458e-05,0.00238722580354436,0.00139566793389909,"347/5054/7057",3
"GO:0007050","BP","GO:0007050","cell cycle arrest","5/35","231/17913",8.08554786757213e-05,0.00253852513258983,0.00148412358885041,"3398/10769/6659/4609/7057",5
"GO:0045765","BP","GO:0045765","regulation of angiogenesis","6/35","383/17913",8.82244842607062e-05,0.00265634595058787,0.00155300636373558,"1545/6423/10769/3315/5054/7057",6
"GO:0030199","BP","GO:0030199","collagen fibril organization","3/35","45/17913",9.16589180030321e-05,0.00265634595058787,0.00155300636373558,"1545/6423/4060",3
"GO:0033628","BP","GO:0033628","regulation of cell adhesion mediated by integrin","3/35","45/17913",9.16589180030321e-05,0.00265634595058787,0.00155300636373558,"1545/6423/5054",3
"GO:0060412","BP","GO:0060412","ventricular septum morphogenesis","3/35","45/17913",9.16589180030321e-05,0.00265634595058787,0.00155300636373558,"3398/6659/10370",3
"GO:0001503","BP","GO:0001503","ossification","6/35","388/17913",9.4748291430338e-05,0.00269406934312301,0.00157506097174167,"3399/3398/3488/6423/3486/116039",6
"GO:0061448","BP","GO:0061448","connective tissue development","5/35","243/17913",0.00010264334101314,0.00286218295470003,0.00167334693052347,"3398/6423/7076/116039/4060",5
"GO:0014911","BP","GO:0014911","positive regulation of smooth muscle cell migration","3/35","47/17913",0.000104459231923359,0.00286218295470003,0.00167334693052347,"3488/3037/9510",3
"GO:0045667","BP","GO:0045667","regulation of osteoblast differentiation","4/35","128/17913",0.000109697648004964,0.00295204206327644,0.0017258821687999,"3399/3398/3488/6423",4
"GO:0003231","BP","GO:0003231","cardiac ventricle development","4/35","131/17913",0.000119981658836198,0.00317214666431843,0.00185456414489193,"3398/6423/6659/10370",4
"GO:0045668","BP","GO:0045668","negative regulation of osteoblast differentiation","3/35","51/17913",0.000133441311108212,0.00346717337655303,0.00202704859160751,"3399/3398/3488",3
"GO:0060485","BP","GO:0060485","mesenchyme development","5/35","258/17913",0.000135936496425097,0.00347214067987493,0.00202995267632125,"6423/10370/3037/4609/25805",5
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","6/35","420/17913",0.000146193164528475,0.00367188498240685,0.00214673120544444,"6423/221476/5054/7076/1410/7057",6
"GO:1901342","BP","GO:1901342","regulation of vasculature development","6/35","425/17913",0.000155923123243306,0.00385206797914199,0.00225207341077906,"1545/6423/10769/3315/5054/7057",6
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","5/35","269/17913",0.000165200606812199,0.00395322276836435,0.0023112125569245,"3398/10769/6659/4609/9510",5
"GO:0033629","BP","GO:0033629","negative regulation of cell adhesion mediated by integrin","2/35","10/17913",0.000165264123694064,0.00395322276836435,0.0023112125569245,"1545/5054",2
"GO:1902041","BP","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/35","57/17913",0.000185991695655431,0.00437952320863648,0.00256044488920388,"6423/5054/7057",3
"GO:0010755","BP","GO:0010755","regulation of plasminogen activation","2/35","11/17913",0.00020174160425191,0.00460643329708529,0.00269310562613794,"5054/7057",2
"GO:0032908","BP","GO:0032908","regulation of transforming growth factor beta1 production","2/35","11/17913",0.00020174160425191,0.00460643329708529,0.00269310562613794,"4060/7057",2
"GO:0048511","BP","GO:0048511","rhythmic process","5/35","287/17913",0.000223226665566562,0.00496983247661733,0.00290556335901142,"3398/5054/3037/5730/9510",5
"GO:0044843","BP","GO:0044843","cell cycle G1/S phase transition","5/35","288/17913",0.000226852975514217,0.00496983247661733,0.00290556335901142,"3398/10769/6659/4609/9510",5
"GO:0033627","BP","GO:0033627","cell adhesion mediated by integrin","3/35","61/17913",0.000227550392094622,0.00496983247661733,0.00290556335901142,"1545/6423/5054",3
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","5/33","306/18678",0.000186047365387807,0.00512560875562955,0.00410517863723191,"3488/3490/3486/7076/7057",5
"GO:0031093","CC","GO:0031093","platelet alpha granule lumen","3/33","67/18678",0.000222852554592589,0.00512560875562955,0.00410517863723191,"5054/7076/7057",3
"GO:0032905","BP","GO:0032905","transforming growth factor beta1 production","2/35","12/17913",0.000241792867244704,0.00513213874560238,0.00300045411243614,"4060/7057",2
"GO:0051549","BP","GO:0051549","positive regulation of keratinocyte migration","2/35","12/17913",0.000241792867244704,0.00513213874560238,0.00300045411243614,"3037/2252",2
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","5/35","294/17913",0.000249565041302195,0.00522353496170011,0.00305388800540844,"10769/3315/3037/7057/2252",5
"GO:0051302","BP","GO:0051302","regulation of cell division","4/35","162/17913",0.000271229614699296,0.00559921958016217,0.00327352829853368,"6423/4609/5228/2252",4
"GO:0010838","BP","GO:0010838","positive regulation of keratinocyte proliferation","2/35","13/17913",0.000285404608619553,0.00565927296302192,0.00330863791432916,"3037/2252",2
"GO:0043568","BP","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","2/35","13/17913",0.000285404608619553,0.00565927296302192,0.00330863791432916,"3488/3486",2
"GO:0051917","BP","GO:0051917","regulation of fibrinolysis","2/35","13/17913",0.000285404608619553,0.00565927296302192,0.00330863791432916,"5054/7057",2
"GO:0008201","MF","GO:0008201","heparin binding","4/35","148/16969",0.000235736973627412,0.00570483476178337,0.00426807994356999,"5228/7057/2252/9510",4
"GO:0001501","BP","GO:0001501","skeletal system development","6/35","479/17913",0.000297510745178333,0.00580511498454805,0.00339390300846346,"6423/6659/7076/116039/3037/4060",6
"GO:0010812","BP","GO:0010812","negative regulation of cell-substrate adhesion","3/35","67/17913",0.000300463814727769,0.00580511498454805,0.00339390300846346,"347/5054/7057",3
"GO:0048662","BP","GO:0048662","negative regulation of smooth muscle cell proliferation","3/35","69/17913",0.000327741652811405,0.00625198317451629,0.00365516007199395,"3488/347/3486",3
"GO:0051547","BP","GO:0051547","regulation of keratinocyte migration","2/35","14/17913",0.000332563560113395,0.00626466606363608,0.00366257499756463,"3037/2252",2
"GO:2000045","BP","GO:2000045","regulation of G1/S transition of mitotic cell cycle","4/35","177/17913",0.000379791447623829,0.00704350645340885,0.00411791632137967,"3398/10769/6659/9510",4
"GO:0042535","BP","GO:0042535","positive regulation of tumor necrosis factor biosynthetic process","2/35","15/17913",0.000383256489170223,0.00704350645340885,0.00411791632137967,"3315/7057",2
"GO:0061138","BP","GO:0061138","morphogenesis of a branching epithelium","4/35","178/17913",0.000387985534676651,0.00704450844286401,0.00411850212459552,"6423/4609/5228/2252",4
"GO:0051216","BP","GO:0051216","cartilage development","4/35","182/17913",0.000422032154906375,0.00757145782671318,0.00442657786537138,"6423/7076/116039/4060",4
"GO:0003281","BP","GO:0003281","ventricular septum development","3/35","76/17913",0.000435654208759771,0.00766590220557806,0.00448179383653046,"3398/6659/10370",3
"GO:0070293","BP","GO:0070293","renal absorption","2/35","16/17913",0.000437470198858469,0.00766590220557806,0.00448179383653046,"6446/3037",2
"GO:0030279","BP","GO:0030279","negative regulation of ossification","3/35","77/17913",0.000452710462657177,0.00769670172732999,0.00449980047202543,"3399/3398/3488",3
"GO:0060411","BP","GO:0060411","cardiac septum morphogenesis","3/35","77/17913",0.000452710462657177,0.00769670172732999,0.00449980047202543,"3398/6659/10370",3
"GO:0010038","BP","GO:0010038","response to metal ion","5/35","335/17913",0.000454549737048686,0.00769670172732999,0.00449980047202543,"3398/3485/7057/4502/4501",5
"GO:0043154","BP","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","3/35","79/17913",0.000488097606730323,0.00817292325936219,0.00477821867641264,"6423/1410/7057",3
"GO:0043536","BP","GO:0043536","positive regulation of blood vessel endothelial cell migration","3/35","80/17913",0.000506437243295784,0.00838682335875546,0.00490327325203668,"10769/3315/7057",3
"GO:0001763","BP","GO:0001763","morphogenesis of a branching structure","4/35","192/17913",0.000516436538195515,0.00845945503326784,0.00494573664152914,"6423/4609/5228/2252",4
"GO:0071158","BP","GO:0071158","positive regulation of cell cycle arrest","3/35","82/17913",0.000544430302512661,0.00876108198929788,0.00512207985544115,"3398/10769/6659",3
"GO:1902806","BP","GO:1902806","regulation of cell cycle G1/S phase transition","4/35","195/17913",0.000547470984535984,0.00876108198929788,0.00512207985544115,"3398/10769/6659/9510",4
"GO:0051895","BP","GO:0051895","negative regulation of focal adhesion assembly","2/35","18/17913",0.00055640735003076,0.00876108198929788,0.00512207985544115,"347/7057",2
"GO:0043281","BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/35","196/17913",0.000558104758442333,0.00876108198929788,0.00512207985544115,"6423/4609/1410/7057",4
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","3/35","83/17913",0.000564092304824976,0.00876378457083751,0.00512365989298432,"6423/5054/7057",3
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","4/35","201/17913",0.000613492633675416,0.00926737222351018,0.00541807742889534,"347/5054/3037/7057",4
"GO:0051546","BP","GO:0051546","keratinocyte migration","2/35","19/17913",0.000621104575032865,0.00926737222351018,0.00541807742889534,"3037/2252",2
"GO:0071294","BP","GO:0071294","cellular response to zinc ion","2/35","19/17913",0.000621104575032865,0.00926737222351018,0.00541807742889534,"4502/4501",2
"GO:1903392","BP","GO:1903392","negative regulation of adherens junction organization","2/35","19/17913",0.000621104575032865,0.00926737222351018,0.00541807742889534,"347/7057",2
"GO:2000117","BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","3/35","87/17913",0.000647275610823334,0.00956317985794867,0.00559101843404676,"6423/1410/7057",3
"GO:0071636","BP","GO:0071636","positive regulation of transforming growth factor beta production","2/35","20/17913",0.000689270147538517,0.0100847583722383,0.0058959541491031,"4060/7057",2
"GO:0031091","CC","GO:0031091","platelet alpha granule","3/33","91/18678",0.000549074014486922,0.0101029618665594,0.00809161705559674,"5054/7076/7057",3
"GO:0060349","BP","GO:0060349","bone morphogenesis","3/35","90/17913",0.000714541815912222,0.0103539857363434,0.00605335526233329,"6423/116039/3037",3
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","5/35","373/17913",0.000739843278085536,0.0106185125721419,0.00620800825822149,"3398/10769/6659/10370/9510",5
"GO:0090092","BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","4/35","215/17913",0.000789280470391617,0.0112211855554733,0.00656035505181513,"6423/10370/25805/7057",4
"GO:0010226","BP","GO:0010226","response to lithium ion","2/35","22/17913",0.000835954290023371,0.0114569164822675,0.00669817280456671,"3398/3485",2
"GO:0031639","BP","GO:0031639","plasminogen activation","2/35","22/17913",0.000835954290023371,0.0114569164822675,0.00669817280456671,"5054/7057",2
"GO:0044342","BP","GO:0044342","type B pancreatic cell proliferation","2/35","22/17913",0.000835954290023371,0.0114569164822675,0.00669817280456671,"3488/3486",2
"GO:0060993","BP","GO:0060993","kidney morphogenesis","3/35","95/17913",0.000836271276077923,0.0114569164822675,0.00669817280456671,"6659/4609/5228",3
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","4/35","222/17913",0.000889356269953937,0.0120744135028881,0.00705918632481219,"6423/4609/1410/7057",4
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","4/35","223/17913",0.000904350057862437,0.0121683530107026,0.00711410712810959,"6423/3315/5054/7057",4
"GO:0060055","BP","GO:0060055","angiogenesis involved in wound healing","2/35","23/17913",0.000914446925233722,0.0121953231533382,0.00712987495501281,"5054/2683",2
"GO:0061134","MF","GO:0061134","peptidase regulator activity","4/35","192/16969",0.000632106082672073,0.0124949098088975,0.009348083893564,"6423/221476/5054/7076",4
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","4/35","199/16969",0.000722846022002332,0.0124949098088975,0.009348083893564,"5228/7057/2252/9510",4
"GO:2001237","BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","3/35","100/17913",0.000970454245589905,0.0128287241061753,0.00750018655178902,"6423/5054/7057",3
"GO:0031069","BP","GO:0031069","hair follicle morphogenesis","2/35","24/17913",0.000996356038247289,0.0128334064071681,0.00750292401271238,"3488/2252",2
"GO:1901889","BP","GO:1901889","negative regulation of cell junction assembly","2/35","24/17913",0.000996356038247289,0.0128334064071681,0.00750292401271238,"347/7057",2
"GO:2001026","BP","GO:2001026","regulation of endothelial cell chemotaxis","2/35","24/17913",0.000996356038247289,0.0128334064071681,0.00750292401271238,"3315/7057",2
"GO:0001823","BP","GO:0001823","mesonephros development","3/35","103/17913",0.00105714246655632,0.0134716926019753,0.00787609171784538,"116039/4609/5228",3
"GO:0030194","BP","GO:0030194","positive regulation of blood coagulation","2/35","25/17913",0.00108166874906371,0.0134716926019753,0.00787609171784538,"5054/7057",2
"GO:0042730","BP","GO:0042730","fibrinolysis","2/35","25/17913",0.00108166874906371,0.0134716926019753,0.00787609171784538,"5054/7057",2
"GO:1900048","BP","GO:1900048","positive regulation of hemostasis","2/35","25/17913",0.00108166874906371,0.0134716926019753,0.00787609171784538,"5054/7057",2
"GO:0019318","BP","GO:0019318","hexose metabolic process","4/35","239/17913",0.00116923347358724,0.0141100073937854,0.00824927614193303,"3488/347/3486/2683",4
"GO:0007263","BP","GO:0007263","nitric oxide mediated signal transduction","2/35","26/17913",0.0011703722124905,0.0141100073937854,0.00824927614193303,"7057/4502",2
"GO:0050820","BP","GO:0050820","positive regulation of coagulation","2/35","26/17913",0.0011703722124905,0.0141100073937854,0.00824927614193303,"5054/7057",2
"GO:1904754","BP","GO:1904754","positive regulation of vascular associated smooth muscle cell migration","2/35","26/17913",0.0011703722124905,0.0141100073937854,0.00824927614193303,"3488/9510",2
"GO:0006024","BP","GO:0006024","glycosaminoglycan biosynthetic process","3/35","107/17913",0.00118014498399688,0.014114908657804,0.00825214161742181,"3037/2683/4060",3
"GO:0006023","BP","GO:0006023","aminoglycan biosynthetic process","3/35","108/17913",0.00121224474846883,0.014272287780801,0.00834415176372047,"3037/2683/4060",3
"GO:0071156","BP","GO:0071156","regulation of cell cycle arrest","3/35","108/17913",0.00121224474846883,0.014272287780801,0.00834415176372047,"3398/10769/6659",3
"GO:1901681","MF","GO:1901681","sulfur compound binding","4/35","221/16969",0.00106803802608973,0.0149049574099766,0.0111511643084644,"5228/7057/2252/9510",4
"GO:0001968","MF","GO:0001968","fibronectin binding","2/35","24/16969",0.00110863319578338,0.0149049574099766,0.0111511643084644,"6423/7057",2
"GO:1903510","BP","GO:1903510","mucopolysaccharide metabolic process","3/35","112/17913",0.00134614811596508,0.0151581895279277,0.00886208545026749,"3037/2683/4060",3
"GO:0018146","BP","GO:0018146","keratan sulfate biosynthetic process","2/35","28/17913",0.00135790018996034,0.0151581895279277,0.00886208545026749,"2683/4060",2
"GO:0030511","BP","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","2/35","28/17913",0.00135790018996034,0.0151581895279277,0.00886208545026749,"10370/7057",2
"GO:0042533","BP","GO:0042533","tumor necrosis factor biosynthetic process","2/35","28/17913",0.00135790018996034,0.0151581895279277,0.00886208545026749,"3315/7057",2
"GO:0042534","BP","GO:0042534","regulation of tumor necrosis factor biosynthetic process","2/35","28/17913",0.00135790018996034,0.0151581895279277,0.00886208545026749,"3315/7057",2
"GO:0048730","BP","GO:0048730","epidermis morphogenesis","2/35","28/17913",0.00135790018996034,0.0151581895279277,0.00886208545026749,"3488/2252",2
"GO:1903846","BP","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","2/35","28/17913",0.00135790018996034,0.0151581895279277,0.00886208545026749,"10370/7057",2
"GO:2000027","BP","GO:2000027","regulation of animal organ morphogenesis","4/35","250/17913",0.00138024811495315,0.0151911945347118,0.00888138150075352,"6423/10370/4609/2252",4
"GO:0003279","BP","GO:0003279","cardiac septum development","3/35","113/17913",0.0013810176849738,0.0151911945347118,0.00888138150075352,"3398/6659/10370",3
"GO:0017015","BP","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","3/35","115/17913",0.00145245365910687,0.0158612149585076,0.00927310230871435,"10370/25805/7057",3
"GO:0007569","BP","GO:0007569","cell aging","3/35","116/17913",0.00148902692703732,0.016143622870829,0.00943820929897944,"3398/10769/5054",3
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","4/35","256/17913",0.00150593360568153,0.0161967999969987,0.00946929877937198,"3488/3486/3037/2683",4
"GO:0001952","BP","GO:0001952","regulation of cell-matrix adhesion","3/35","117/17913",0.00152617491677094,0.0161967999969987,0.00946929877937198,"347/5054/7057",3
"GO:1903844","BP","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","3/35","117/17913",0.00152617491677094,0.0161967999969987,0.00946929877937198,"10370/25805/7057",3
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","5/35","446/17913",0.00163992104522186,0.0172822448611842,0.010103893373947,"1545/3315/5054/4060/7057",5
"GO:0035767","BP","GO:0035767","endothelial cell chemotaxis","2/35","31/17913",0.00166430366343642,0.0174174001444353,0.0101829105723413,"3315/7057",2
"GO:0060828","BP","GO:0060828","regulation of canonical Wnt signaling pathway","4/35","264/17913",0.00168568553043245,0.0175195040990462,0.0102426046386349,"3485/6423/6659/25805",4
"GO:0005504","MF","GO:0005504","fatty acid binding","2/35","28/16969",0.00151050773329969,0.0182771435729262,0.013674070006713,"3399/5730",2
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","4/35","271/17913",0.00185480812165243,0.0190844610694271,0.0111575412392068,"1545/347/5054/7057",4
"GO:0010837","BP","GO:0010837","regulation of keratinocyte proliferation","2/35","33/17913",0.00188516580583535,0.0190844610694271,0.0111575412392068,"3037/2252",2
"GO:0042339","BP","GO:0042339","keratan sulfate metabolic process","2/35","33/17913",0.00188516580583535,0.0190844610694271,0.0111575412392068,"2683/4060",2
"GO:0042476","BP","GO:0042476","odontogenesis","3/35","126/17913",0.00188691751781329,0.0190844610694271,0.0111575412392068,"3399/5054/116039",3
"GO:0043542","BP","GO:0043542","endothelial cell migration","4/35","275/17913",0.00195657307608547,0.0196565160441368,0.0114919875171602,"1545/10769/3315/7057",4
"GO:0002576","BP","GO:0002576","platelet degranulation","3/35","128/17913",0.00197368126591644,0.0196565160441368,0.0114919875171602,"5054/7076/7057",3
