"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","53/2234","158/16969",3.38323958889794e-11,3.10581394260831e-08,2.85260516916552e-08,"54829/633/8483/1303/1277/1282/1295/115908/1805/2006/2200/2335/3490/3912/4053/4060/8406/7980/7057/1462/8076/10418/1278/7373/4147/1293/5118/4256/7058/84034/1284/4239/255743/83872/7059/2331/3910/10085/79875/81578/1289/4052/27286/11117/7148/25890/1311/4969/2199/7837/1307/2202/3909",53
"GO:0005912","CC","GO:0005912","adherens junction","109/2275","496/18678",3.96803020550635e-10,8.09941070396247e-08,6.84082549486155e-08,"9590/1466/11170/2273/4082/4739/8829/5328/5500/10544/390/23224/7052/65267/928/23022/3315/3303/90102/3304/83604/4311/2017/9414/6385/5329/23150/2274/1465/3309/9260/23122/54751/2195/83543/57608/11261/117178/29091/2022/87/3672/22823/91624/8675/22801/1499/5339/324/2316/8516/667/79834/1012/7414/9351/2580/171024/7145/858/7184/8321/3987/50507/5754/54806/6251/57091/102/4627/2697/7171/30011/3728/79652/91179/55591/3673/84964/388/8936/55740/7082/85440/9815/23164/143903/23332/10152/11252/5747/8754/27289/4026/10580/7525/4643/8394/83478/23371/9902/8613/8874/57669/10867/867/55327/9656/6840",109
"GO:0005925","CC","GO:0005925","focal adhesion","92/2275","397/18678",5.4803142065733e-10,8.09941070396247e-08,6.84082549486155e-08,"9590/1466/11170/2273/4082/4739/8829/5328/5500/10544/390/23224/7052/928/23022/3315/3303/90102/3304/4311/2017/6385/5329/2274/1465/3309/9260/23122/54751/2195/83543/11261/2022/87/3672/22823/91624/8675/22801/1499/5339/2316/8516/667/79834/1012/7414/9351/2580/171024/7145/858/7184/8321/3987/50507/5754/6251/57091/102/4627/2697/7171/30011/3728/91179/3673/84964/388/8936/55740/85440/9815/23164/143903/23332/11252/5747/8754/4026/10580/7525/8394/83478/23371/9902/8874/57669/10867/867/9656/6840",92
"GO:0030055","CC","GO:0030055","cell-substrate junction","93/2275","404/18678",6.39090534344227e-10,8.09941070396247e-08,6.84082549486155e-08,"9590/1466/11170/2273/4082/4739/8829/5328/5500/10544/390/23224/7052/928/23022/3315/3303/90102/3304/4311/2017/6385/5329/2274/1465/3309/9260/23122/54751/2195/83543/11261/2022/87/3672/22823/91624/8675/22801/1756/1499/5339/2316/8516/667/79834/1012/7414/9351/2580/171024/7145/858/7184/8321/3987/50507/5754/6251/57091/102/4627/2697/7171/30011/3728/91179/3673/84964/388/8936/55740/85440/9815/23164/143903/23332/11252/5747/8754/4026/10580/7525/8394/83478/23371/9902/8874/57669/10867/867/9656/6840",93
"GO:0005924","CC","GO:0005924","cell-substrate adherens junction","92/2275","399/18678",7.22087135568719e-10,8.09941070396247e-08,6.84082549486155e-08,"9590/1466/11170/2273/4082/4739/8829/5328/5500/10544/390/23224/7052/928/23022/3315/3303/90102/3304/4311/2017/6385/5329/2274/1465/3309/9260/23122/54751/2195/83543/11261/2022/87/3672/22823/91624/8675/22801/1499/5339/2316/8516/667/79834/1012/7414/9351/2580/171024/7145/858/7184/8321/3987/50507/5754/6251/57091/102/4627/2697/7171/30011/3728/91179/3673/84964/388/8936/55740/85440/9815/23164/143903/23332/11252/5747/8754/4026/10580/7525/8394/83478/23371/9902/8874/57669/10867/867/9656/6840",92
"GO:0001655","BP","GO:0001655","urogenital system development","80/2205","324/17913",5.09779152980037e-10,3.13317961201228e-07,2.48633512104607e-07,"9510/84159/1282/2200/2719/3037/3280/3398/3399/3400/4609/8829/116039/5228/6422/6659/25976/130497/10252/2255/9244/1958/4311/157506/6385/80184/10409/183/4070/5950/2296/80310/842/9420/8854/27031/9353/185/23213/9104/51196/255743/5125/9788/56603/1499/5727/2028/79902/5310/8516/6662/59/79633/6092/54806/652/7466/445/3764/5154/56998/4090/5156/7482/9500/1028/55959/64412/84662/10272/5471/57122/4643/6495/4763/23371/100133941/55746/4953",80
"GO:0060485","BP","GO:0060485","mesenchyme development","68/2205","258/17913",5.39273599313645e-10,3.13317961201228e-07,2.48633512104607e-07,"25805/10370/1277/2254/2335/3037/3280/3082/3202/4609/8829/10512/6422/6423/55273/677/130497/2042/90102/10252/2255/6591/7472/157506/114990/10409/2296/4487/23122/6275/8854/2022/4254/8313/8828/2487/1499/6091/6909/9221/6662/59/10439/653/6092/5754/652/1947/83989/23187/80709/1909/1910/6910/140628/23332/4193/3091/6615/2932/4194/6495/2146/56983/57669/54796/80139/55746",68
"GO:0045926","BP","GO:0045926","negative regulation of growth","65/2205","244/17913",8.02855783879149e-10,4.24053827667078e-07,3.36507974487146e-07,"694/1410/2273/9518/2719/3488/55384/4489/4493/4499/4501/4502/8829/221476/5997/6422/6423/3303/3304/3475/4495/1026/5270/3621/3624/183/5950/4211/4487/8835/978/9353/1031/91/85407/55602/2203/623/6259/85004/2487/5727/29948/84260/131566/79960/323/6788/652/2697/64061/3373/6910/9792/87178/123879/3091/1032/5747/83667/8878/6049/5465/2395/3720",65
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","79/2205","322/17913",9.00159475373547e-10,4.35827212660025e-07,3.45850745801415e-07,"347/151887/1277/1295/11170/2335/3037/3397/3791/3912/22998/4653/4739/8829/5328/5054/6422/64094/7057/51330/7412/2042/90102/2017/6385/4070/23122/2633/55604/87/3672/255743/23499/5295/6714/7059/22801/1021/1499/9475/2824/2316/5310/26515/8516/395/79834/1012/91663/7414/10085/5921/3987/6281/6251/57091/54749/3728/79625/4241/3673/51144/11117/56672/23332/25890/54828/5747/8754/25992/10580/2932/8394/4763/6239/8874/55698/57669/1307",79
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","35/2205","96/17913",1.02817023558007e-09,4.59513005286168e-07,3.64646609865643e-07,"347/11170/2335/3791/22998/4653/8829/6422/7057/2042/90102/2017/6385/23122/87/23499/6714/9475/5339/2824/395/79834/7145/3987/6281/3673/23332/54828/5747/10580/8394/8874/57669/1307/3909",35
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","56/2205","201/17913",2.00815804684466e-09,8.33385589440533e-07,6.61333251517263e-07,"347/151887/1277/1295/11170/2335/3037/3791/22998/4653/4739/8829/5328/5054/6422/64094/7057/2042/90102/6385/4070/23122/2633/55604/255743/23499/5295/6714/1021/9475/2824/2316/395/79834/1012/91663/10085/5921/3987/6281/6251/57091/3728/79625/4241/51144/23332/25890/54828/5747/2932/4763/6239/8874/57669/1307",56
"GO:0007045","BP","GO:0007045","cell-substrate adherens junction assembly","31/2205","81/17913",2.33106499453985e-09,8.46467976142282e-07,6.71714781321351e-07,"347/11170/3791/22998/4653/8829/6422/7057/2042/90102/2017/6385/23122/87/23499/6714/9475/2824/395/79834/3987/6281/3673/23332/54828/5747/10580/8394/8874/57669/1307",31
"GO:0048041","BP","GO:0048041","focal adhesion assembly","31/2205","81/17913",2.33106499453985e-09,8.46467976142282e-07,6.71714781321351e-07,"347/11170/3791/22998/4653/8829/6422/7057/2042/90102/2017/6385/23122/87/23499/6714/9475/2824/395/79834/3987/6281/3673/23332/54828/5747/10580/8394/8874/57669/1307",31
"GO:1901888","BP","GO:1901888","regulation of cell junction assembly","33/2205","90/17913",2.591539857026e-09,8.85696857018886e-07,7.02844865249157e-07,"59272/347/11170/3791/22998/4653/8829/6422/7057/2042/90102/6591/6385/183/23122/23499/6714/9475/2824/395/79834/3987/6281/2697/7082/23332/861/54828/5747/6615/57669/865/1307",33
"GO:0034332","BP","GO:0034332","adherens junction organization","42/2205","134/17913",4.77436838528017e-09,1.54106001769321e-06,1.22290839342264e-06,"347/11170/3791/22998/4653/8829/10266/6422/7057/2042/90102/2017/6385/23122/1009/57863/87/23499/6714/1499/9475/2824/395/79834/1012/7414/3987/6281/3728/3673/204851/4301/23332/54828/5747/10580/8394/8874/57669/1307/80139/9253",42
"GO:0003007","BP","GO:0003007","heart morphogenesis","64/2205","249/17913",5.08479240252183e-09,1.54130366468295e-06,1.22310173952556e-06,"9510/10370/2006/3037/3280/3398/3643/4886/8829/5292/10512/6423/6659/55273/10252/9249/6591/7472/5950/2296/4487/7168/8854/27031/9353/2022/8313/6926/8828/1499/5727/6091/7273/6909/6604/6662/10439/79633/653/8321/6092/54806/652/1289/196528/2697/55212/7403/6910/9645/140628/4193/3091/171023/5747/6615/8701/57178/4194/6495/57493/1856/339829/83852",64
"GO:0034330","BP","GO:0034330","cell junction organization","69/2205","277/17913",5.30569247739397e-09,1.54130366468295e-06,1.22310173952556e-06,"59272/347/11170/2335/3791/22998/4653/8829/10266/6422/7057/928/2042/90102/6591/2017/6385/183/23122/54751/1009/57863/87/23499/2149/6714/1499/9475/5339/324/2824/2316/395/79834/1012/81671/7414/7145/3987/6281/829/2697/3728/3673/204851/6801/4301/7082/23332/861/54828/5747/6615/10580/10207/8394/5578/56288/8443/8874/57669/57493/865/1307/221935/80139/23136/3909/9253",69
"GO:0016049","BP","GO:0016049","cell growth","101/2205","466/17913",6.52657835303853e-09,1.80568667767399e-06,1.43290291660696e-06,"694/1410/11170/2273/2335/3479/3487/3488/3490/4131/55384/8829/221476/5997/6422/6423/6446/51330/3303/3486/3304/3475/1026/2017/5270/9201/3621/3624/183/81621/4487/8835/1839/978/9353/23394/1154/3320/185/1031/91/51196/55602/23499/2203/4686/623/1382/8828/6259/85004/2487/1499/8877/10276/10425/29948/6662/65059/10439/7414/84260/131566/79960/323/102/3872/2697/8548/4916/64061/6880/5925/10038/3373/134430/9792/8936/123879/51193/118813/1032/203228/26053/83667/51199/1981/817/2932/6049/81565/5465/22850/55210/57669/2395/23136/116224/6416/9373/27346",101
"GO:0001649","BP","GO:0001649","osteoblast differentiation","58/2205","222/17913",1.39382548051319e-08,3.68096638262802e-06,2.92103138978363e-06,"1277/115908/2254/3082/3397/3398/3399/3400/3479/3488/4653/6422/6423/1462/10140/3486/1051/2662/6591/338773/1052/9260/9770/651/8313/255743/7480/22801/1021/1499/5727/3376/374/8321/652/56998/4090/2697/7171/92/6096/4077/51430/27044/3295/8646/27316/5747/6615/658/10457/4763/9902/4015/865/3199/5978/9759",58
"GO:0016055","BP","GO:0016055","Wnt signaling pathway","105/2205","498/17913",1.53845838708251e-08,3.73195324874021e-06,2.96149202454608e-06,"25805/1277/115908/23002/27122/2254/2719/3487/9314/4653/57447/4929/84870/6422/6423/6424/6659/25987/2255/6591/1958/7472/3485/80114/7090/79705/23240/64897/27031/27161/5713/57690/85407/23213/8313/85409/23499/7480/6714/7091/1459/1649/6259/2487/3489/4300/1499/324/5310/7088/6662/64750/2308/2011/79960/8321/6788/5754/8452/64840/5530/55681/6885/2239/4286/56998/5218/79718/3728/7482/9646/219771/4163/23291/595/4790/7403/4188/6801/154810/51421/10197/55959/861/144165/8658/147495/83439/27327/440193/10009/2869/27130/2932/8434/8613/163/100133941/865/1856/26108/80139/51339/4772/4920",105
"GO:0051893","BP","GO:0051893","regulation of focal adhesion assembly","25/2205","61/17913",1.60583186262487e-08,3.73195324874021e-06,2.96149202454608e-06,"347/11170/3791/22998/4653/8829/6422/7057/2042/90102/6385/23122/23499/6714/9475/2824/395/79834/3987/6281/23332/54828/5747/57669/1307",25
"GO:0090109","BP","GO:0090109","regulation of cell-substrate junction assembly","25/2205","61/17913",1.60583186262487e-08,3.73195324874021e-06,2.96149202454608e-06,"347/11170/3791/22998/4653/8829/6422/7057/2042/90102/6385/23122/23499/6714/9475/2824/395/79834/3987/6281/23332/54828/5747/57669/1307",25
"GO:0198738","BP","GO:0198738","cell-cell signaling by wnt","105/2205","500/17913",1.91731185415756e-08,4.28445456640593e-06,3.39992952275713e-06,"25805/1277/115908/23002/27122/2254/2719/3487/9314/4653/57447/4929/84870/6422/6423/6424/6659/25987/2255/6591/1958/7472/3485/80114/7090/79705/23240/64897/27031/27161/5713/57690/85407/23213/8313/85409/23499/7480/6714/7091/1459/1649/6259/2487/3489/4300/1499/324/5310/7088/6662/64750/2308/2011/79960/8321/6788/5754/8452/64840/5530/55681/6885/2239/4286/56998/5218/79718/3728/7482/9646/219771/4163/23291/595/4790/7403/4188/6801/154810/51421/10197/55959/861/144165/8658/147495/83439/27327/440193/10009/2869/27130/2932/8434/8613/163/100133941/865/1856/26108/80139/51339/4772/4920",105
"GO:0060541","BP","GO:0060541","respiratory system development","52/2205","193/17913",2.56540821456772e-08,5.52037841727351e-06,4.38069706815073e-06,"54206/2252/2254/2719/3280/3202/3290/3397/3488/10365/8817/10252/2255/220/4311/7472/157506/10409/5950/8854/27031/147372/9242/1499/5310/83716/6662/64399/9719/5754/652/445/5154/5156/10253/7482/55294/5251/6910/6720/1717/171023/10272/55151/1978/1981/9394/6495/5241/4015/57493/339829",52
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","75/2205","323/17913",3.00736941807072e-08,6.24029154249675e-06,4.95198422975555e-06,"54829/25805/91851/8483/10370/27122/2200/2254/10468/9518/2719/3280/94031/3397/4053/6422/6423/6424/7057/55273/3303/10140/2255/1278/2662/1958/84913/114990/3624/3309/4487/4681/2022/91/163126/2615/23213/255743/6714/2331/8516/4756/64750/858/653/1030/8321/9719/652/6498/6885/23592/4090/2734/56937/4052/92/11117/9765/1028/8646/1311/5747/8754/10272/658/56288/4015/23090/11167/867/80139/4926/4920/51592",75
"GO:0030323","BP","GO:0030323","respiratory tube development","48/2205","173/17913",3.22292204500249e-08,6.45695761429808e-06,5.12391962145586e-06,"54206/2252/2254/2719/3280/3202/3290/3397/3488/10365/8817/10252/2255/4311/7472/157506/5950/8854/27031/147372/5125/1499/5310/83716/6662/64399/9719/5754/652/5154/5156/10253/7482/55294/5251/6910/6720/1717/171023/10272/55151/1978/1981/9394/5241/4015/57493/339829",48
"GO:0001558","BP","GO:0001558","regulation of cell growth","87/2205","396/17913",3.80392689933389e-08,7.28601373189976e-06,5.78181721998749e-06,"694/1410/11170/2273/2335/3479/3487/3488/3490/4131/55384/8829/221476/5997/6422/6423/6446/51330/3303/3486/3304/3475/1026/2017/5270/3621/3624/183/81621/4487/8835/1839/978/9353/23394/1154/185/1031/91/51196/55602/23499/2203/4686/623/1382/6259/85004/2487/8877/10276/29948/10439/84260/131566/79960/323/102/3872/2697/8548/4916/64061/6880/5925/10038/3373/134430/9792/123879/51193/118813/1032/83667/1981/817/2932/6049/81565/5465/22850/55210/2395/23136/116224/9373/27346",87
"GO:0045667","BP","GO:0045667","regulation of osteoblast differentiation","39/2205","128/17913",3.9866540376524e-08,7.28601373189976e-06,5.78181721998749e-06,"115908/3082/3397/3398/3399/3400/3479/3488/6422/6423/10140/1051/2662/6591/338773/1052/9260/9770/8313/255743/7480/1021/1499/5727/374/652/56998/4090/2697/92/6096/4077/51430/8646/5747/658/3199/5978/9759",39
"GO:0030324","BP","GO:0030324","lung development","47/2205","169/17913",4.12817941746713e-08,7.28601373189976e-06,5.78181721998749e-06,"54206/2252/2254/2719/3280/3202/3290/3397/3488/10365/8817/10252/2255/4311/7472/157506/5950/8854/27031/147372/1499/5310/83716/6662/64399/9719/5754/652/5154/5156/10253/7482/55294/5251/6910/6720/1717/171023/10272/55151/1978/1981/9394/5241/4015/57493/339829",47
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","92/2205","427/17913",4.13835547594995e-08,7.28601373189976e-06,5.78181721998749e-06,"633/9023/2687/3036/3037/3479/3643/58526/5166/5730/5743/22928/1462/220/1036/157506/33/2752/3638/200895/9420/80270/8854/2171/26227/2026/79071/5947/92126/9104/2203/2053/341/1382/8864/2618/586/8473/1491/9415/23743/79902/2264/445/51074/64834/5565/4023/11019/2744/51144/54541/3373/4552/4790/3295/10464/9972/11160/5742/3995/26063/3091/5214/9818/5740/5236/51085/201562/32/57122/18/2806/283209/3939/5465/2346/55526/5352/1806/60481/25902/31/84869/5209/8644/23511/8604/8086/51380/9759/55746",92
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","55/2205","214/17913",5.9902495542393e-08,1.02362793853324e-05,8.12300094351954e-06,"347/11170/2335/3791/22998/4653/8829/5328/5054/6422/7057/7412/2042/90102/2017/6385/23122/87/3672/255743/23499/5295/6714/7059/22801/1021/1499/9475/2824/5310/26515/8516/395/79834/1012/7414/5921/3987/6281/54749/3728/3673/11117/23332/54828/5747/8754/25992/10580/2932/8394/4763/8874/57669/1307",55
"GO:0090287","BP","GO:0090287","regulation of cellular response to growth factor stimulus","66/2205","276/17913",6.17765410078958e-08,1.02549058073107e-05,8.13778194329575e-06,"54829/25805/91851/10370/27122/2200/2254/2719/3280/94031/6422/6423/6424/64094/7057/3303/8817/10140/10252/2255/9508/114990/183/3309/4487/57608/4681/9353/2022/163126/23213/255743/147372/1499/6091/5770/8516/4756/64750/64399/858/1030/8321/9719/652/23592/2734/56937/10253/4052/4916/11117/1028/8936/8646/55959/3091/27020/10272/25778/2817/4015/23090/80139/4926/51592",66
"GO:0061448","BP","GO:0061448","connective tissue development","60/2205","243/17913",7.28256059731862e-08,1.17044302821227e-05,9.28805229381235e-06,"84159/57561/1277/1513/64641/2254/3202/3398/3400/4060/116039/6423/7076/130497/8817/6591/1958/80310/5744/4487/4256/651/23213/8313/7480/7059/2487/1499/5310/55790/6662/59/653/652/1289/7227/4090/2734/79718/871/7482/6660/3373/55959/3213/22856/3091/1311/79068/4094/6615/658/3696/9451/3200/399979/4015/2202/91252/4920",60
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","91/2205","426/17913",7.45376799377863e-08,1.17044302821227e-05,9.28805229381235e-06,"633/9023/2687/3036/3037/3479/3643/58526/5166/5730/5743/22928/1462/220/1036/157506/33/2752/3638/200895/9420/80270/8854/2171/26227/2026/79071/5947/92126/9104/2203/2053/341/1382/8864/2618/586/8473/1491/9415/23743/79902/2264/445/51074/64834/5565/4023/11019/2744/51144/54541/3373/4552/4790/3295/10464/9972/11160/5742/3995/26063/3091/5214/9818/5740/5236/51085/201562/32/57122/18/2806/283209/3939/5465/2346/55526/5352/1806/60481/25902/31/84869/5209/8644/23511/8604/8086/9759/55746",91
"GO:0032432","CC","GO:0032432","actin filament bundle","23/2275","59/18678",1.48428789500759e-07,1.42703679048587e-05,1.20528641098361e-05,"9531/1410/23002/11170/22998/4082/4638/4628/9260/54751/7168/59274/87/10398/22885/171024/50507/29109/4627/10529/7171/5747/10580",23
"GO:0035966","BP","GO:0035966","response to topologically incorrect protein","47/2205","175/17913",1.31266473763816e-07,2.00699529623098e-05,1.59265139912885e-05,"467/9531/1191/3576/3337/11080/10808/7057/3315/3303/3309/26353/3320/3301/5295/1649/5770/1491/8720/11015/55033/7184/9695/7466/23753/8452/22824/4189/4000/871/64061/201595/9709/2673/595/10954/6464/1311/1388/58477/9451/3316/7873/80311/153222/51768/84447",47
"GO:0048568","BP","GO:0048568","embryonic organ development","88/2205","413/17913",1.37336466535322e-07,2.04596120659031e-05,1.62357280276575e-05,"10370/115908/3576/2200/2254/3280/3202/3398/3399/3791/9935/116039/84870/9021/677/9775/130497/2255/3880/1051/220/7262/7472/157506/80184/10653/5950/2296/3638/4487/8854/27031/2022/4254/6926/5125/5930/2487/1499/5727/5310/8516/6909/6662/7026/3215/653/10194/6788/5754/54806/652/196528/5154/3203/5156/113026/10253/2697/55212/204851/3373/7403/4188/1028/10763/9645/3091/4669/841/6615/57599/79805/5333/3216/9394/6495/57728/4297/25902/53615/1856/121227/2202/3199/339829/4920/83852",88
"GO:0019838","MF","GO:0019838","growth factor binding","39/2234","121/16969",4.48523651670182e-08,2.05872356116613e-05,1.89088128940955e-05,"1277/1282/1843/94031/3488/3490/3643/3791/4053/8829/7057/3486/1278/3485/114990/81621/3977/9180/51232/2022/91/2615/85409/8828/3489/6272/2264/1289/4804/5154/5156/4915/4052/27286/9158/8539/6464/2817/7837",39
"GO:1903391","BP","GO:1903391","regulation of adherens junction organization","25/2205","67/17913",1.4543702830008e-07,2.11247283605867e-05,1.67635311566935e-05,"347/11170/3791/22998/4653/8829/6422/7057/2042/90102/6385/23122/23499/6714/9475/2824/395/79834/3987/6281/23332/54828/5747/57669/1307",25
"GO:0048762","BP","GO:0048762","mesenchymal cell differentiation","51/2205","199/17913",1.97048858994179e-07,2.79232651403946e-05,2.21585109729012e-05,"25805/1277/2335/3037/3280/3082/8829/10512/6422/6423/55273/130497/2042/90102/10252/2255/6591/7472/157506/114990/2296/4487/23122/6275/8854/2022/4254/8313/8828/2487/1499/9221/6662/10439/653/652/1947/83989/23187/80709/1909/1910/6910/140628/23332/3091/6615/2932/2146/57669/80139",51
"GO:0008201","MF","GO:0008201","heparin binding","44/2234","148/16969",9.24321284977773e-08,2.82842313203198e-05,2.59782929567437e-05,"9510/11096/151887/2200/2252/2254/2335/4053/56925/8829/26577/5228/84870/6422/64094/7057/2255/9508/5270/5118/6649/1839/7058/9353/7059/8828/5727/83716/2264/6288/11095/652/170689/1289/4023/79625/89797/51144/7148/8646/25890/1311/10457/11167",44
