"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007050","BP","GO:0007050","cell cycle arrest","5/48","231/17913",0.00037221150433195,0.00824318225741109,0.00532883063551174,"1647/3398/4609/6659/7057",5
"GO:0002576","BP","GO:0002576","platelet degranulation","4/48","128/17913",0.000379453912812667,0.00824318225741109,0.00532883063551174,"1191/5054/7057/7076",4
"GO:0002328","BP","GO:0002328","pro-B cell differentiation","2/48","11/17913",0.000380799180369534,0.00824318225741109,0.00532883063551174,"3280/6659",2
"GO:0010755","BP","GO:0010755","regulation of plasminogen activation","2/48","11/17913",0.000380799180369534,0.00824318225741109,0.00532883063551174,"5054/7057",2
"GO:0032463","BP","GO:0032463","negative regulation of protein homooligomerization","2/48","11/17913",0.000380799180369534,0.00824318225741109,0.00532883063551174,"1191/1410",2
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","5/48","233/17913",0.000387202793261785,0.00828433883257773,0.00535543643067096,"10370/1277/3397/4053/7057",5
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","5/48","239/17913",0.000434929809509628,0.00919851551146799,0.00594640876885517,"10370/1277/3397/4053/7057",5
"GO:0051549","BP","GO:0051549","positive regulation of keratinocyte migration","2/48","12/17913",0.000456177843360682,0.00949275579689547,0.00613662131035005,"2252/3037",2
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","6/48","373/17913",0.000459160470610705,0.00949275579689547,0.00613662131035005,"9510/10370/1647/3280/3398/6659",6
"GO:0019838","MF","GO:0019838","growth factor binding","4/47","121/16969",0.000346195915413113,0.00955500726540191,0.00743410176255526,"1277/3488/4053/7057",4
"GO:1902041","BP","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/48","57/17913",0.00047731040635632,0.00975834608550699,0.0063083129728964,"5054/6423/7057",3
"GO:0090303","BP","GO:0090303","positive regulation of wound healing","3/48","59/17913",0.000528322738907225,0.0104240416640016,0.00673865393611088,"2152/5054/7057",3
"GO:2000027","BP","GO:2000027","regulation of animal organ morphogenesis","5/48","250/17913",0.000533828178094388,0.0104240416640016,0.00673865393611088,"10370/2252/3280/4609/6423",5
"GO:0010838","BP","GO:0010838","positive regulation of keratinocyte proliferation","2/48","13/17913",0.000538197803304431,0.0104240416640016,0.00673865393611088,"2252/3037",2
"GO:0048715","BP","GO:0048715","negative regulation of oligodendrocyte differentiation","2/48","13/17913",0.000538197803304431,0.0104240416640016,0.00673865393611088,"3280/3398",2
"GO:0051917","BP","GO:0051917","regulation of fibrinolysis","2/48","13/17913",0.000538197803304431,0.0104240416640016,0.00673865393611088,"5054/7057",2
"GO:0033627","BP","GO:0033627","cell adhesion mediated by integrin","3/48","61/17913",0.000582702566456638,0.0111684658570856,0.0072198892554386,"1545/5054/6423",3
"GO:0010212","BP","GO:0010212","response to ionizing radiation","4/48","144/17913",0.000592201704923278,0.0112335168768952,0.00726194168815306,"1410/1647/4609/6423",4
"GO:0051547","BP","GO:0051547","regulation of keratinocyte migration","2/48","14/17913",0.000626824417563573,0.0117689482481324,0.00760807295216796,"2252/3037",2
"GO:0032387","BP","GO:0032387","negative regulation of intracellular transport","3/48","65/17913",0.000701919552990372,0.0130211733530106,0.00841757773964641,"347/1410/4131",3
"GO:0030856","BP","GO:0030856","regulation of epithelial cell differentiation","4/48","151/17913",0.00070767246483753,0.0130211733530106,0.00841757773964641,"694/3280/3397/5054",4
"GO:1990000","BP","GO:1990000","amyloid fibril formation","2/48","15/17913",0.00072202317478318,0.0131536895208025,0.0085032432256904,"1191/1410",2
"GO:0060675","BP","GO:0060675","ureteric bud morphogenesis","3/48","66/17913",0.000733965775173215,0.0132401669246933,0.00855914681058548,"3280/4609/5228",3
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","5/48","269/17913",0.000743420486068941,0.0132805213045325,0.00858523402409712,"9510/1647/3398/4609/6659",5
"GO:0050918","BP","GO:0050918","positive chemotaxis","3/48","67/17913",0.000766930114349382,0.0133419316514892,0.00862493293259888,"2152/2252/5228",3
"GO:0072171","BP","GO:0072171","mesonephric tubule morphogenesis","3/48","67/17913",0.000766930114349382,0.0133419316514892,0.00862493293259888,"3280/4609/5228",3
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","5/48","271/17913",0.00076861127992275,0.0133419316514892,0.00862493293259888,"347/1277/1545/5054/7057",5
"GO:0070293","BP","GO:0070293","renal absorption","2/48","16/17913",0.000823759694459227,0.0141064698753086,0.00911917102923266,"3037/6446",2
"GO:0048662","BP","GO:0048662","negative regulation of smooth muscle cell proliferation","3/48","69/17913",0.000835655008917736,0.0141064698753086,0.00911917102923266,"347/3488/6648",3
"GO:0071479","BP","GO:0071479","cellular response to ionizing radiation","3/48","69/17913",0.000835655008917736,0.0141064698753086,0.00911917102923266,"1410/1647/6423",3
"GO:1903036","BP","GO:1903036","positive regulation of response to wounding","3/48","71/17913",0.00090817699208489,0.0151913242312382,0.00982047847900408,"2152/5054/7057",3
"GO:0051302","BP","GO:0051302","regulation of cell division","4/48","162/17913",0.000920092724476208,0.0152519875048308,0.00985969443962176,"2252/4609/5228/6423",4
"GO:0048711","BP","GO:0048711","positive regulation of astrocyte differentiation","2/48","17/17913",0.000931999726508522,0.0153114240783543,0.00989811739619013,"3280/3398",2
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","6/48","429/17913",0.000954489528609567,0.0155421303773593,0.0100472581958902,"1191/1545/3397/3398/3399/6446",6
"GO:0048511","BP","GO:0048511","rhythmic process","5/48","287/17913",0.000993822426653949,0.0160406426758181,0.0103695230112554,"9510/3037/3398/5730/5054",5
"GO:0097440","CC","GO:0097440","apical dendrite","2/47","17/18678",0.000822803576239978,0.0160446697366796,0.013713392937333,"1191/4131",2
"GO:0044843","BP","GO:0044843","cell cycle G1/S phase transition","5/48","288/17913",0.00100936555280611,0.0161498488448978,0.0104401196766216,"9510/1647/3398/4609/6659",5
"GO:0030193","BP","GO:0030193","regulation of blood coagulation","3/48","74/17913",0.00102425672815919,0.0161844103995418,0.0104624621003903,"2152/5054/7057",3
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","4/48","167/17913",0.00103010346233439,0.0161844103995418,0.0104624621003903,"694/1410/55384/6423",4
"GO:0032460","BP","GO:0032460","negative regulation of protein oligomerization","2/48","18/17913",0.00104670915083993,0.0161844103995418,0.0104624621003903,"1191/1410",2
"GO:0051895","BP","GO:0051895","negative regulation of focal adhesion assembly","2/48","18/17913",0.00104670915083993,0.0161844103995418,0.0104624621003903,"347/7057",2
"GO:0072078","BP","GO:0072078","nephron tubule morphogenesis","3/48","75/17913",0.00106493551860282,0.0161940607787536,0.0104687006178442,"3280/4609/5228",3
"GO:1900046","BP","GO:1900046","regulation of hemostasis","3/48","75/17913",0.00106493551860282,0.0161940607787536,0.0104687006178442,"2152/5054/7057",3
"GO:0030324","BP","GO:0030324","lung development","4/48","169/17913",0.00107659228295675,0.0162371295134461,0.010496542534436,"2252/3280/3397/3488",4
"GO:0043433","BP","GO:0043433","negative regulation of DNA-binding transcription factor activity","4/48","171/17913",0.00112453792685693,0.0166161217274873,0.0107415432220026,"1545/3397/3398/3399",4
"GO:0072088","BP","GO:0072088","nephron epithelium morphogenesis","3/48","77/17913",0.00114932989418446,0.0166161217274873,0.0107415432220026,"3280/4609/5228",3
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","6/48","446/17913",0.00116614252372644,0.0166161217274873,0.0107415432220026,"1545/2252/3037/3397/7057/7076",6
"GO:0051546","BP","GO:0051546","keratinocyte migration","2/48","19/17913",0.00116785397692689,0.0166161217274873,0.0107415432220026,"2252/3037",2
"GO:1903392","BP","GO:1903392","negative regulation of adherens junction organization","2/48","19/17913",0.00116785397692689,0.0166161217274873,0.0107415432220026,"347/7057",2
"GO:0030323","BP","GO:0030323","respiratory tube development","4/48","173/17913",0.00117396512205073,0.0166161217274873,0.0107415432220026,"2252/3280/3397/3488",4
"GO:0051897","BP","GO:0051897","positive regulation of protein kinase B signaling","4/48","173/17913",0.00117396512205073,0.0166161217274873,0.0107415432220026,"2152/2252/3488/7057",4
"GO:0071478","BP","GO:0071478","cellular response to radiation","4/48","173/17913",0.00117396512205073,0.0166161217274873,0.0107415432220026,"1410/1647/4609/6423",4
"GO:1903317","BP","GO:1903317","regulation of protein maturation","4/48","175/17913",0.00122489858957668,0.0168712606005131,0.0109064785346567,"1191/5054/6659/7057",4
"GO:0043154","BP","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","3/48","79/17913",0.00123783705492895,0.0168712606005131,0.0109064785346567,"1410/6423/7057",3
"GO:0050818","BP","GO:0050818","regulation of coagulation","3/48","79/17913",0.00123783705492895,0.0168712606005131,0.0109064785346567,"2152/5054/7057",3
"GO:0061333","BP","GO:0061333","renal tubule morphogenesis","3/48","79/17913",0.00123783705492895,0.0168712606005131,0.0109064785346567,"3280/4609/5228",3
"GO:0072028","BP","GO:0072028","nephron morphogenesis","3/48","79/17913",0.00123783705492895,0.0168712606005131,0.0109064785346567,"3280/4609/5228",3
"GO:2000045","BP","GO:2000045","regulation of G1/S transition of mitotic cell cycle","4/48","177/17913",0.0012773630391196,0.0172403497896516,0.0111450773811821,"9510/1647/3398/6659",4
"GO:0003151","BP","GO:0003151","outflow tract morphogenesis","3/48","80/17913",0.00128365647890341,0.0172403497896516,0.0111450773811821,"10370/3280/6423",3
"GO:0002320","BP","GO:0002320","lymphoid progenitor cell differentiation","2/48","20/17913",0.0012954003433812,0.0172639270759444,0.0111603189907421,"3280/6659",2
"GO:0061138","BP","GO:0061138","morphogenesis of a branching epithelium","4/48","178/17913",0.00130417709975885,0.0172639270759444,0.0111603189907421,"2252/4609/5228/6423",4
"GO:0010952","BP","GO:0010952","positive regulation of peptidase activity","4/48","180/17913",0.00135898431757696,0.0178609367452971,0.0115462577358042,"2152/4609/26577/6423",4
"GO:0071158","BP","GO:0071158","positive regulation of cell cycle arrest","3/48","82/17913",0.00137847330745163,0.0178907395391273,0.0115655238439439,"1647/3398/6659",3
"GO:0071214","BP","GO:0071214","cellular response to abiotic stimulus","5/48","310/17913",0.00139932908947359,0.0178907395391273,0.0115655238439439,"1277/1410/1647/4609/6423",5
"GO:0104004","BP","GO:0104004","cellular response to environmental stimulus","5/48","310/17913",0.00139932908947359,0.0178907395391273,0.0115655238439439,"1277/1410/1647/4609/6423",5
"GO:0051216","BP","GO:0051216","cartilage development","4/48","182/17913",0.00141538421388649,0.0178907395391273,0.0115655238439439,"1277/116039/6423/7076",4
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","3/48","83/17913",0.00142748895574981,0.0178907395391273,0.0115655238439439,"5054/6423/7057",3
"GO:0030728","BP","GO:0030728","ovulation","2/48","21/17913",0.00142931451752811,0.0178907395391273,0.0115655238439439,"9510/7130",2
"GO:0032462","BP","GO:0032462","regulation of protein homooligomerization","2/48","21/17913",0.00142931451752811,0.0178907395391273,0.0115655238439439,"1191/1410",2
"GO:0060562","BP","GO:0060562","epithelial tube morphogenesis","5/48","313/17913",0.00146006038672361,0.0180050471072173,0.0116394183244597,"3280/4609/5228/6423/6659",5
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","4/48","184/17913",0.00147340142521447,0.0180050471072173,0.0116394183244597,"10370/3397/4053/7057",4
"GO:0050900","BP","GO:0050900","leukocyte migration","6/48","467/17913",0.00147550352232746,0.0180050471072173,0.0116394183244597,"347/2683/9023/1277/5054/7057",6
"GO:0090100","BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/48","84/17913",0.00147758810499447,0.0180050471072173,0.0116394183244597,"10370/3280/7057",3
"GO:0031639","BP","GO:0031639","plasminogen activation","2/48","22/17913",0.00156956289498266,0.0189999718866322,0.0122825905216787,"5054/7057",2
"GO:0060348","BP","GO:0060348","bone development","4/48","189/17913",0.00162568160105036,0.019528793098916,0.0126244486280178,"1277/3037/116039/6423",4
"GO:2000117","BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","3/48","87/17913",0.00163447507458319,0.019528793098916,0.0126244486280178,"1410/6423/7057",3
